NIB,NPWP,OSS_ID,NAMA_PERUSAHAAN,NAMA_SINGKATAN,ALAMAT,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,NOMOR_API,NIPER,TGL_PERUBAHAN_NIB,STATUS_NIB
297130666798,126759988229716,OSS-0877686,UD MAYASARI TBK,UD MAYASAR,JL. MONGINSIDI NO. 582,SIBOLGA,ID-90,43935,+62 (0109) 083-7775,Firma,DISAHKAN,DIBEKUKAN,1,1,API-P,57993-API,NIPER-96833,2026-01-02,AKTIF
975992170099,176277770632085,OSS-5738293,PERUM WINARNO HARIYAH,PERUM WINA,JALAN K.H. WAHID HASYIM NO. 60,CIMAHI,ID-37,48797,+62-876-830-8168,Perum,PROSES,DIBEKUKAN,1,0,API-U,52773-API,,2026-01-01,AKTIF
206462066729,836194102829638,OSS-0264928,CV HUTAGALUNG,HUTAGALUNG,JL. JEND. A. YANI NO. 6,SUKABUMI,ID-77,77292,+62 (783) 636-8123,PT,DISAHKAN,TIDAK AKTIF,0,1,,,NIPER-05325,2026-01-28,AKTIF
199774737914,920273239239463,OSS-0838614,PERUM BUDIMAN HALIM (DUPLICATE),PERUM BUDI,GANG CEMPAKA NO. 6,KOTA ADMINISTRASI JAKARTA TIMUR,ID-50,53530,+62 (43) 242-9581,Perum,DISAHKAN,DIBEKUKAN,1,0,API-P,75974-API,,2026-02-06,AKTIF
946654977053,644349541217620,OSS-8012893,PERUM MARPAUNG (PERSERO) TBK,PERUM MARP,JL. SETIABUDHI NO. 650,SUBULUSSALAM,ID-91,68696,+62-001-923-3152,Perum,PROSES,TIDAK AKTIF,1,1,API-U,40415-API,NIPER-75842,2026-02-06,AKTIF
974954767658,053981855743882,OSS-7344243,CV SURYATMI,SURYATMI,GG. INDRAGIRI NO. 9,PARIAMAN,ID-71,16752,+62 (66) 267 5964,PT,PROSES,AKTIF,0,1,,,NIPER-34993,2026-02-14,AKTIF
672673835870,863642997452769,OSS-7264803,CV NAJMUDIN (PERSERO) TBK,NAJMUDIN (,JL. TEBET BARAT DALAM NO. 818,TANGERANG,ID-23,94676,0884592059,Firma,PROSES,AKTIF,1,0,API-P,49761-API,,2026-01-09,AKTIF
680199050240,651174711706485,OSS-7968863,CV RAJASA,RAJASA,JALAN RAJAWALI TIMUR NO. 4,KOTA ADMINISTRASI JAKARTA BARAT,ID-97,90114,+62 (676) 776 1952,CV,TERDAFTAR,TIDAK AKTIF,1,0,API-P,49601-API,,2026-01-03,AKTIF
212555371952,168872090353798,OSS-1899967,CV SITOMPUL SUWARNO,SITOMPUL S,GG. ASIA AFRIKA NO. 777,PADANGPANJANG,ID-41,90259,+62 (37) 541 1904,CV,DISAHKAN,DIBEKUKAN,0,1,,,NIPER-13423,2026-02-19,AKTIF
057519434254,825085115494750,OSS-4653425,CV MARYADI (PERSERO) TBK (DUPLICATE),MARYADI (P,GG. ABDUL MUIS NO. 974,MADIUN,ID-52,96873,+62-520-188-9761,CV,PROSES,DIBEKUKAN,1,0,API-P,10976-API,,2026-02-24,AKTIF
166239567125,593502767490641,OSS-2272765,PT SURYONO UWAIS,SURYONO UW,GG. DR. DJUNJUNAN NO. 00,KOTAMOBAGU,ID-21,58345,+62 (955) 621-6833,PT,PROSES,DIBEKUKAN,1,0,API-U,57668-API,,2026-02-27,AKTIF
746174987691,990974988676899,OSS-7125611,PERUM SANTOSO,PERUM SANT,JL. PASTEUR NO. 832,PALU,ID-45,76889,+62 (14) 506-8642,Perum,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-99681,2026-02-22,AKTIF
493012875076,339689246863321,OSS-3683344,PD NAINGGOLAN SAEFULLAH (DUPLICATE),PD NAINGGO,GANG MOCH. RAMDAN NO. 395,PEKALONGAN,ID-47,30361,+62-169-929-1694,CV,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-66281,2026-02-01,AKTIF
448429534469,418253254700924,OSS-8307207,CV WALUYO TBK,WALUYO TBK,JL. JAMIKA NO. 8,MAGELANG,ID-91,67722,+62-70-241-6764,Firma,TERDAFTAR,DIBEKUKAN,0,1,,,NIPER-53462,2026-02-21,AKTIF
540054352792,996503244751630,OSS-9083878,CV MANGUNSONG (PERSERO) TBK,MANGUNSONG,GANG HOS. COKROAMINOTO NO. 108,TIDORE KEPULAUAN,ID-80,93870,+62 (41) 962-1306,Perum,DISAHKAN,DIBEKUKAN,1,1,API-P,31420-API,NIPER-54105,2026-01-14,AKTIF
940381559572,654056021557874,OSS-3616041,CV TAMPUBOLON UTAMA,TAMPUBOLON,JL. MOCH. TOHA NO. 8,SUBULUSSALAM,ID-94,42100,+62-007-186-6695,Perum,TERDAFTAR,DIBEKUKAN,1,0,API-U,48402-API,,2026-01-03,AKTIF
470075712786,418555212166986,OSS-2478802,UD WINARNO,UD WINARNO,JL. DR. DJUNJUNAN NO. 93,LHOKSEUMAWE,ID-76,43692,+62-45-639-7486,PT,TERDAFTAR,AKTIF,0,1,,,NIPER-32355,2026-01-29,AKTIF
655309222212,881690358322327,OSS-2344241,MARYATI PRABOWO (PERSERO) TBK,MARYATI PR,JALAN OTTO ISKANDARDINATA NO. 332,PEKALONGAN,ID-47,66199,(0108) 186 3213,Perum,DISAHKAN,DIBEKUKAN,1,0,API-U,37521-API,,2026-02-20,AKTIF
070771881585,822793562559165,OSS-4349670,CV MAYASARI SUDIATI (PERSERO) TBK,MAYASARI S,JL. MONGINSIDI NO. 101,BEKASI,ID-66,80520,(035) 724-3440,CV,DISAHKAN,TIDAK AKTIF,1,0,API-U,48902-API,,2026-02-07,AKTIF
700743250290,448835360549169,OSS-0612930,SUSANTI NURAINI,SUSANTI NU,GANG GEDEBAGE SELATAN NO. 00,KOTA ADMINISTRASI JAKARTA UTARA,ID-58,99787,+62 (896) 944 7511,CV,DISAHKAN,AKTIF,1,1,API-P,96793-API,NIPER-98879,2026-01-31,AKTIF
048175496513,709859317461200,OSS-4711382,PD UWAIS WINARSIH TBK,PD UWAIS W,JALAN RAJIMAN NO. 6,BANDUNG,ID-97,37735,+62 (058) 506-4317,Firma,PROSES,TIDAK AKTIF,0,0,,,,2026-01-08,AKTIF
745387684896,296456566516680,OSS-3391489,ARYANI TBK,ARYANI TBK,JALAN LASWI NO. 2,TEBINGTINGGI,ID-93,93007,+62 (034) 435-9682,Firma,DISAHKAN,TIDAK AKTIF,0,0,,,,2026-02-05,AKTIF
421825480575,950242426335231,OSS-7548771,CV ADRIANSYAH MANGUNSONG,ADRIANSYAH,JALAN LASWI NO. 2,KENDARI,ID-88,86767,+62 (0482) 287 8073,Firma,DISAHKAN,TIDAK AKTIF,0,0,,,,2026-01-12,AKTIF
306356735775,694298410400327,OSS-3032482,UD WIBOWO PUTRA TBK,UD WIBOWO,GG. TUBAGUS ISMAIL NO. 188,BALIKPAPAN,ID-82,80695,086 218 5311,Firma,DISAHKAN,TIDAK AKTIF,1,0,API-U,12817-API,,2026-01-01,AKTIF
495941920470,804782619954258,OSS-8706912,CV SIHOTANG SAPUTRA (PERSERO) TBK,SIHOTANG S,GANG SETIABUDHI NO. 4,BOGOR,ID-89,56735,+62 (584) 991 4440,Firma,DISAHKAN,DIBEKUKAN,0,1,,,NIPER-76558,2026-01-29,AKTIF
516480727910,336829635339055,OSS-0448177,PD THAMRIN THAMRIN TBK,PD THAMRIN,JL. ERLANGGA NO. 52,PROBOLINGGO,ID-45,64649,+62 (011) 109-6179,CV,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-81789,2026-01-06,AKTIF
707670310051,708498893000320,OSS-3586558,CV MAYASARI,MAYASARI,GANG BKR NO. 63,TARAKAN,ID-14,06787,+62-0841-107-3429,Perum,PROSES,TIDAK AKTIF,0,0,,,,2026-02-09,AKTIF
914524794085,950513092421097,OSS-9195934,PT HASSANAH,HASSANAH,JL. LEMBONG NO. 1,SAWAHLUNTO,ID-48,41836,(0566) 671 0292,Firma,PROSES,DIBEKUKAN,1,1,API-U,47475-API,NIPER-98580,2026-02-10,AKTIF
754865807887,833808585753807,OSS-2410074,UD ANDRIANI TBK (DUPLICATE),UD ANDRIAN,GG. PETA NO. 878,METRO,ID-62,50640,+62 (044) 885-2896,CV,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-01956,2026-02-13,AKTIF
959826349459,053754990495114,OSS-1010898,CV WALUYO PERTIWI (PERSERO) TBK,WALUYO PER,GANG DIPENOGORO NO. 739,METRO,ID-98,69598,+62 (083) 703 9473,PT,DISAHKAN,DIBEKUKAN,0,1,,,NIPER-12549,2026-01-25,AKTIF
390547546464,760950008651173,OSS-3311870,CV SARAGIH FIRMANSYAH,SARAGIH FI,GG. PASIR KOJA NO. 1,TUAL,ID-72,70844,(0112) 744-3428,PT,DISAHKAN,TIDAK AKTIF,0,1,,,NIPER-93294,2026-01-18,AKTIF
232127509244,873722770155900,OSS-5376130,PD FARIDA,PD FARIDA,JL. S. PARMAN NO. 964,TANGERANG SELATAN,ID-86,16729,(091) 360-9539,Perum,PROSES,AKTIF,1,1,API-U,34923-API,NIPER-06794,2026-01-19,AKTIF
672479291789,258437777309692,OSS-8618402,CV RIYANTI TBK,RIYANTI TB,GG. JAMIKA NO. 97,BENGKULU,ID-17,89557,+62 (94) 516 0917,PT,DISAHKAN,AKTIF,0,0,,,,2026-02-17,AKTIF
094691395310,555884923260815,OSS-7640797,PD PANGESTU PURWANTI,PD PANGEST,GANG KAPTEN MUSLIHAT NO. 3,SERANG,ID-45,20660,+62-058-977-1889,Firma,DISAHKAN,AKTIF,1,1,API-U,43453-API,NIPER-51272,2026-02-09,AKTIF
410149748916,976053539090861,OSS-6693349,CV WACANA TBK,WACANA TBK,JALAN SUKAJADI NO. 7,KOTA ADMINISTRASI JAKARTA TIMUR,ID-24,99969,(0882) 143-9103,CV,TERDAFTAR,AKTIF,0,0,,,,2026-02-25,AKTIF
302126065019,179202521310962,OSS-2728476,PD YULIARTI (PERSERO) TBK,PD YULIART,JL. CIKUTRA BARAT NO. 0,PEKALONGAN,ID-14,06678,+62 (0984) 362 4186,Firma,DISAHKAN,AKTIF,0,0,,,,2026-01-07,AKTIF
831869841588,398036624627394,OSS-0035463,CV WAHYUNI (PERSERO) TBK,WAHYUNI (P,JALAN LASWI NO. 337,KEDIRI,ID-76,86679,085 007 7454,PT,PROSES,TIDAK AKTIF,1,1,API-U,51141-API,NIPER-42336,2026-02-20,AKTIF
821719553560,039073887466025,OSS-2724055,UD MUSTOFA SUDIATI,UD MUSTOFA,JALAN KAPTEN MUSLIHAT NO. 148,PAYAKUMBUH,ID-23,37458,+62 (0384) 588-1056,CV,TERDAFTAR,DIBEKUKAN,1,1,API-P,97413-API,NIPER-28348,2026-01-15,AKTIF
862415027456,449485625728703,OSS-2032074,PD FUJIATI LATUPONO,PD FUJIATI,GG. SETIABUDHI NO. 8,PALU,ID-83,12151,+62-422-849-9390,PT,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-89261,2026-02-03,AKTIF
412136198578,413857840045272,OSS-6480807,CV PRATIWI RAHAYU (PERSERO) TBK (DUPLICATE),PRATIWI RA,GG. CIKUTRA BARAT NO. 9,SUNGAI PENUH,ID-78,47011,+62-125-209-6227,Perum,TERDAFTAR,DIBEKUKAN,0,1,,,NIPER-32606,2026-01-28,AKTIF
145011622126,014718446118619,OSS-5594099,PERUM NURAINI TBK,PERUM NURA,GG. LEMBONG NO. 2,JAMBI,ID-67,01698,+62 (0657) 836 6882,PT,TERDAFTAR,AKTIF,0,1,,,NIPER-16309,2026-01-30,AKTIF
972739988507,395382512470472,OSS-1482826,UD ISWAHYUDI HAKIM (PERSERO) TBK,UD ISWAHYU,JL. JAYAWIJAYA NO. 3,METRO,ID-22,27448,+62 (0423) 162 1898,Firma,TERDAFTAR,TIDAK AKTIF,1,1,API-P,20405-API,NIPER-72750,2026-02-18,AKTIF
258625449630,509018753909843,OSS-2135420,NASYIAH ASTUTI,NASYIAH AS,JALAN R.E MARTADINATA NO. 526,BONTANG,ID-61,58797,+62-899-104-7126,PT,TERDAFTAR,AKTIF,0,0,,,,2026-01-13,AKTIF
175465597041,008060343271803,OSS-0208292,PD PUTRA WIBOWO,PD PUTRA W,GG. CIHAMPELAS NO. 020,PONTIANAK,ID-99,73395,+62 (0094) 939-5221,Perum,DISAHKAN,AKTIF,0,1,,,NIPER-68174,2026-01-16,AKTIF
340492630747,746406623898436,OSS-3962559,PERUM SIMBOLON LAILASARI,PERUM SIMB,GANG LASWI NO. 45,KOTA ADMINISTRASI JAKARTA BARAT,ID-11,79186,0836282061,Firma,TERDAFTAR,DIBEKUKAN,0,1,,,NIPER-72072,2026-02-24,AKTIF
574052224130,424244253357703,OSS-9007680,PD MARPAUNG,PD MARPAUN,JALAN YOS SUDARSO NO. 536,DEPOK,ID-82,42718,+62 (062) 889-8326,Firma,TERDAFTAR,DIBEKUKAN,0,0,,,,2026-01-04,AKTIF
219933548891,471493612255018,OSS-1380947,PUSPASARI SURYATMI TBK,PUSPASARI,JALAN DR. DJUNJUNAN NO. 02,KOTA ADMINISTRASI JAKARTA UTARA,ID-39,07154,(067) 377 4597,Perum,DISAHKAN,DIBEKUKAN,0,1,,,NIPER-54149,2026-01-27,AKTIF
228702824591,246518493091675,OSS-5128120,PERUM MANDASARI (PERSERO) TBK,PERUM MAND,JL. SUKABUMI NO. 555,PADANGPANJANG,ID-24,76763,+62 (0519) 465 1946,Firma,PROSES,TIDAK AKTIF,1,0,API-U,33337-API,,2026-01-06,AKTIF
371580940572,188260327248755,OSS-3495913,PD SUARTINI SIMANJUNTAK (PERSERO) TBK (DUPLICATE),PD SUARTIN,JL. RAYA UJUNGBERUNG NO. 78,PALEMBANG,ID-23,11201,+62 (053) 867-4600,Perum,PROSES,AKTIF,1,1,API-P,19801-API,NIPER-65074,2026-01-01,AKTIF
711351395927,468162026883715,OSS-7140692,PD LAZUARDI (PERSERO) TBK,PD LAZUARD,GG. DIPENOGORO NO. 35,PASURUAN,ID-20,44937,(031) 310 8556,PT,DISAHKAN,DIBEKUKAN,1,1,API-P,04991-API,NIPER-76549,2026-02-01,AKTIF
177362751251,160766890073512,OSS-1291606,CV WIBISONO MAYASARI,WIBISONO M,JL. SURYAKENCANA NO. 05,KOTA ADMINISTRASI JAKARTA UTARA,ID-72,32056,+62 (15) 106-6843,Perum,DISAHKAN,TIDAK AKTIF,0,1,,,NIPER-55525,2026-02-06,AKTIF
378590821183,702746731558669,OSS-4413787,PERUM UYAINAH WIJAYANTI (PERSERO) TBK,PERUM UYAI,JL. CIWASTRA NO. 12,KOTA ADMINISTRASI JAKARTA TIMUR,ID-29,03215,+62 (007) 621 1723,Perum,TERDAFTAR,TIDAK AKTIF,1,0,API-U,88293-API,,2026-02-27,AKTIF
469061096033,564303913018611,OSS-7059250,PERUM USAMAH,PERUM USAM,JL. TUBAGUS ISMAIL NO. 6,YOGYAKARTA,ID-64,76778,087 130 8483,Firma,TERDAFTAR,AKTIF,0,0,,,,2026-02-10,AKTIF
768160855717,490584968814499,OSS-0803586,UD GUNAWAN WULANDARI,UD GUNAWAN,GANG PASIRKOJA NO. 09,GORONTALO,ID-60,45352,(0911) 110 8518,Firma,PROSES,AKTIF,1,0,API-U,46689-API,,2026-02-17,AKTIF
716886207506,446966146740600,OSS-8623889,PD SARAGIH,PD SARAGIH,GG. KUTISARI SELATAN NO. 14,SERANG,ID-64,25715,+62 (0400) 829 1557,CV,PROSES,TIDAK AKTIF,0,1,,,NIPER-38555,2026-01-18,AKTIF
836983754408,890699324968382,OSS-6234178,UD HALIMAH,UD HALIMAH,GG. KAPTEN MUSLIHAT NO. 55,JAYAPURA,ID-54,75182,+62 (032) 155 3439,Perum,DISAHKAN,AKTIF,1,1,API-U,25718-API,NIPER-63447,2026-01-25,AKTIF
874112304778,667693295406828,OSS-3041517,UD SIMANJUNTAK NASYIDAH,UD SIMANJU,JL. RAJIMAN NO. 4,BEKASI,ID-47,30669,+62 (0939) 521-5518,PT,TERDAFTAR,DIBEKUKAN,0,0,,,,2026-02-11,AKTIF
619469301946,159541958862932,OSS-3078026,PD SURYONO (PERSERO) TBK,PD SURYONO,JL. KUTAI NO. 6,BUKITTINGGI,ID-52,01346,+62-62-159-9390,Perum,PROSES,DIBEKUKAN,0,1,,,NIPER-49134,2026-02-18,AKTIF
006652853004,557868592222006,OSS-5977414,CV UYAINAH (PERSERO) TBK,UYAINAH (P,JL. PETA NO. 068,CIREBON,ID-53,70466,087 081 7962,CV,PROSES,TIDAK AKTIF,1,0,API-U,11671-API,,2026-01-15,AKTIF
730292231969,128313583119661,OSS-3164340,UD ZULAIKA HARTATI (PERSERO) TBK,UD ZULAIKA,GG. MERDEKA NO. 86,TANJUNGPINANG,ID-33,84083,+62 (38) 994-2155,CV,TERDAFTAR,AKTIF,1,0,API-P,70377-API,,2026-01-21,AKTIF
258566146994,442359536796540,OSS-8515556,CV WINARSIH (PERSERO) TBK,WINARSIH (,GANG S. PARMAN NO. 8,PASURUAN,ID-90,38080,082 383 4088,Firma,DISAHKAN,TIDAK AKTIF,0,1,,,NIPER-76124,2026-02-08,AKTIF
599143539595,691720703679889,OSS-3736301,CV HALIMAH TBK,HALIMAH TB,GANG R.E MARTADINATA NO. 184,PROBOLINGGO,ID-98,89052,+62 (084) 409-0025,CV,DISAHKAN,DIBEKUKAN,0,0,,,,2026-01-14,AKTIF
673702197617,432641722551458,OSS-8501829,PERUM ISWAHYUDI,PERUM ISWA,JL. JEND. A. YANI NO. 39,BALIKPAPAN,ID-46,99073,+62 (0883) 403 9060,Perum,DISAHKAN,DIBEKUKAN,0,0,,,,2026-02-23,AKTIF
180632543107,427990772625701,OSS-6580464,SAFITRI SITORUS,SAFITRI SI,JALAN GARDUJATI NO. 57,MATARAM,ID-45,28183,+62 (53) 817 9335,PT,TERDAFTAR,DIBEKUKAN,0,0,,,,2026-01-19,AKTIF
262539213429,880387408618259,OSS-4949390,UD MARBUN,UD MARBUN,JALAN LEMBONG NO. 950,SABANG,ID-74,44607,(088) 999-1618,Firma,PROSES,DIBEKUKAN,0,1,,,NIPER-46964,2026-02-10,AKTIF
029106337273,978671381175980,OSS-8947137,PT WAHYUDIN UYAINAH TBK (DUPLICATE),WAHYUDIN U,JL. KUTAI NO. 45,MEULABOH,ID-27,49602,+62-744-818-0496,PT,DISAHKAN,AKTIF,0,0,,,,2026-02-18,AKTIF
961986144301,776269732292993,OSS-0123970,CV SAFITRI TBK,SAFITRI TB,JALAN OTTO ISKANDARDINATA NO. 6,PALANGKARAYA,ID-94,13641,+62-008-029-9997,CV,TERDAFTAR,AKTIF,0,0,,,,2026-02-10,AKTIF
053276549632,793510806327218,OSS-5238003,CV WIBOWO KURNIAWAN (PERSERO) TBK,WIBOWO KUR,JALAN KAPTEN MUSLIHAT NO. 539,TASIKMALAYA,ID-80,62726,+62-038-073-8424,CV,TERDAFTAR,TIDAK AKTIF,1,0,API-P,32173-API,,2026-02-03,AKTIF
029017698307,021809078691452,OSS-1613390,UD HALIMAH HALIM TBK,UD HALIMAH,GANG RUNGKUT INDUSTRI NO. 4,PADANGPANJANG,ID-80,97376,(0406) 370-1408,CV,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-68077,2026-01-19,AKTIF
389059509428,168362577210872,OSS-7410591,PD PERTIWI (PERSERO) TBK,PD PERTIWI,GANG DIPATIUKUR NO. 4,TASIKMALAYA,ID-24,29643,+62 (221) 732 8424,Perum,PROSES,TIDAK AKTIF,0,0,,,,2026-01-06,AKTIF
116543010385,241658418709813,OSS-9938771,UD HANDAYANI,UD HANDAYA,GANG YOS SUDARSO NO. 89,BONTANG,ID-74,98975,(006) 113-8358,Perum,DISAHKAN,DIBEKUKAN,0,0,,,,2026-02-14,AKTIF
481158449932,324041284882777,OSS-0082197,PERUM PANGESTU HIDAYANTO (PERSERO) TBK (DUPLICATE),PERUM PANG,JL. KIARACONDONG NO. 604,BANJARBARU,ID-55,71259,+62 (056) 197 8310,Firma,TERDAFTAR,AKTIF,0,1,,,NIPER-76580,2026-02-16,AKTIF
148803401855,297954550758837,OSS-6308510,PERUM MARYATI ADRIANSYAH TBK,PERUM MARY,GG. SADANG SERANG NO. 94,TANJUNGPINANG,ID-52,01712,+62 (793) 885-9712,PT,TERDAFTAR,DIBEKUKAN,1,0,API-U,03763-API,,2026-02-17,AKTIF
397155376130,070359361856479,OSS-8330382,PD ADRIANSYAH TBK,PD ADRIANS,JL. JAMIKA NO. 150,MAGELANG,ID-28,00997,+62-334-839-9859,PT,DISAHKAN,DIBEKUKAN,1,1,API-U,06338-API,NIPER-19904,2026-02-24,AKTIF
450670142010,029848531074645,OSS-5877043,UD HASANAH SIRAIT,UD HASANAH,JALAN RAYA SETIABUDHI NO. 09,SAMARINDA,ID-71,32341,+62 (0115) 440-9426,Perum,TERDAFTAR,TIDAK AKTIF,1,1,API-U,26775-API,NIPER-04568,2026-02-20,AKTIF
204765908882,506609646782680,OSS-3794174,UD PRABOWO (PERSERO) TBK,UD PRABOWO,JALAN PETA NO. 374,MEDAN,ID-70,28122,(047) 874-8763,CV,DISAHKAN,DIBEKUKAN,0,0,,,,2026-01-21,AKTIF
827814696767,149838648878873,OSS-8129465,PD WIJAYANTI FIRMANSYAH (PERSERO) TBK,PD WIJAYAN,JL. RAJAWALI TIMUR NO. 90,MATARAM,ID-92,81664,+62-17-489-0901,PT,TERDAFTAR,AKTIF,0,0,,,,2026-02-19,AKTIF
216983602359,384716159801128,OSS-1001773,UD DONGORAN (DUPLICATE),UD DONGORA,GG. GARDUJATI NO. 84,PAGARALAM,ID-46,57307,+62 (441) 164 2250,CV,PROSES,AKTIF,1,1,API-U,03992-API,NIPER-78174,2026-01-06,AKTIF
634654250352,041386270498929,OSS-3719743,PD WAHYUNI (PERSERO) TBK,PD WAHYUNI,JALAN KEBONJATI NO. 918,JAMBI,ID-29,33243,+62 (019) 877 2482,PT,TERDAFTAR,AKTIF,1,1,API-U,10627-API,NIPER-37202,2026-01-31,AKTIF
648710270493,964117744940136,OSS-1607599,DABUKKE,DABUKKE,JL. IR. H. DJUANDA NO. 8,SUNGAI PENUH,ID-81,02562,+62-028-356-2043,PT,DISAHKAN,AKTIF,1,0,API-U,89500-API,,2026-02-09,AKTIF
063062447951,330531949796958,OSS-6780555,PD MARYADI TBK,PD MARYADI,JL. TEBET BARAT DALAM NO. 46,SURABAYA,ID-87,78513,085 445 7702,CV,PROSES,AKTIF,0,0,,,,2026-01-12,AKTIF
870036191353,057840620101524,OSS-5533524,UD SITUMORANG WULANDARI TBK,UD SITUMOR,GANG CIKUTRA TIMUR NO. 39,SAWAHLUNTO,ID-71,50024,(0142) 235 7699,PT,TERDAFTAR,TIDAK AKTIF,1,0,API-U,49068-API,,2026-01-06,AKTIF
876181035514,799118796884207,OSS-2891524,PT SAPTONO,SAPTONO,GG. PASTEUR NO. 076,KENDARI,ID-97,75481,+62 (072) 357 9888,CV,TERDAFTAR,DIBEKUKAN,1,0,API-P,23698-API,,2026-01-19,AKTIF
868431050994,970201769344736,OSS-2927462,PD NUGROHO,PD NUGROHO,JL. KUTISARI SELATAN NO. 560,SOLOK,ID-18,71711,+62-0638-774-9769,Firma,PROSES,AKTIF,1,0,API-U,51631-API,,2026-01-03,AKTIF
197795379926,926672973535105,OSS-6994471,PT UTAMA TBK,UTAMA TBK,JL. RAJIMAN NO. 912,PALOPO,ID-71,81679,+62 (061) 907-6822,Firma,PROSES,AKTIF,0,0,,,,2026-01-17,AKTIF
986161846122,922153334743712,OSS-9303363,PERUM PRASETYO MEGANTARA,PERUM PRAS,JL. SADANG SERANG NO. 4,MEULABOH,ID-77,18356,+62 (0511) 546 2102,Perum,TERDAFTAR,AKTIF,0,1,,,NIPER-51384,2026-02-25,AKTIF
222207429257,789827677074068,OSS-1740638,UD MANSUR TBK,UD MANSUR,GG. DR. DJUNJUNAN NO. 11,PALEMBANG,ID-19,59136,+62 (085) 620-1861,Perum,DISAHKAN,TIDAK AKTIF,1,0,API-P,14516-API,,2026-02-26,AKTIF
713088873317,722182731759028,OSS-7770285,UD MARYATI NAJMUDIN (PERSERO) TBK,UD MARYATI,JL. K.H. WAHID HASYIM NO. 5,BATAM,ID-71,68962,+62 (65) 476 3216,PT,DISAHKAN,AKTIF,1,1,API-U,53167-API,NIPER-07378,2026-02-20,AKTIF
080706336998,795098221040164,OSS-8188044,PERUM KUSMAWATI MANDASARI,PERUM KUSM,GG. KEBONJATI NO. 1,KOTA ADMINISTRASI JAKARTA TIMUR,ID-71,21269,+62 (0289) 464-2036,CV,PROSES,TIDAK AKTIF,1,1,API-P,25863-API,NIPER-14417,2026-01-30,AKTIF
017648519976,354847284600846,OSS-5407085,PD MARYADI,PD MARYADI,JL. KUTISARI SELATAN NO. 074,YOGYAKARTA,ID-62,83514,+62 (029) 832-1984,Firma,DISAHKAN,AKTIF,1,1,API-U,92134-API,NIPER-12521,2026-01-20,AKTIF
909891778716,674171322315943,OSS-0290830,UD MUSTOFA ANGGRIAWAN,UD MUSTOFA,GANG RONGGOWARSITO NO. 750,MOJOKERTO,ID-70,24466,087 255 3681,PT,DISAHKAN,TIDAK AKTIF,1,1,API-U,96339-API,NIPER-87333,2026-02-27,AKTIF
022948302204,501467290133788,OSS-3184180,PT USADA HANDAYANI (PERSERO) TBK,USADA HAND,GANG RAJAWALI BARAT NO. 732,KUPANG,ID-24,51386,+62 (075) 565-1739,PT,TERDAFTAR,AKTIF,1,0,API-U,42620-API,,2026-02-03,AKTIF
175481442335,215602324746879,OSS-2718551,PD HABIBI PRANOWO,PD HABIBI,GANG R.E MARTADINATA NO. 0,PEKALONGAN,ID-22,17867,+62-0936-939-4995,PT,TERDAFTAR,TIDAK AKTIF,1,0,API-U,72020-API,,2026-02-04,AKTIF
167530443928,542865383818279,OSS-5475617,PERUM NABABAN SAFITRI (PERSERO) TBK,PERUM NABA,JALAN CIKUTRA BARAT NO. 3,SALATIGA,ID-43,63690,+62 (80) 484 5833,PT,PROSES,AKTIF,1,1,API-P,95769-API,NIPER-37495,2026-01-04,AKTIF
610857327881,476174224386490,OSS-8108186,HARIYAH WIJAYANTI TBK,HARIYAH WI,JALAN S. PARMAN NO. 172,MOJOKERTO,ID-52,16459,(0794) 523 2194,Firma,PROSES,AKTIF,1,1,API-U,16800-API,NIPER-61027,2026-01-22,AKTIF
084241741909,936376133381980,OSS-0778515,ARDIANTO NASYIAH TBK,ARDIANTO N,JALAN KUTISARI SELATAN NO. 2,KOTA ADMINISTRASI JAKARTA UTARA,ID-94,09244,+62-11-282-8285,PT,TERDAFTAR,TIDAK AKTIF,0,1,,,NIPER-42532,2026-01-13,AKTIF
778145555367,419642060720153,OSS-4218333,PT YULIANTI WINARSIH TBK,YULIANTI W,GG. RAYA UJUNGBERUNG NO. 54,METRO,ID-75,79809,(0299) 091 8574,Firma,PROSES,DIBEKUKAN,1,0,API-P,62110-API,,2026-02-02,AKTIF
465720793760,942823461951144,OSS-9640565,NASYIDAH,NASYIDAH,GG. SENTOT ALIBASA NO. 953,DEPOK,ID-22,15286,+62 (27) 267-6092,Firma,DISAHKAN,TIDAK AKTIF,1,0,API-P,47729-API,,2026-02-15,AKTIF
025488348681,278075599971630,OSS-8215031,PT SUSANTI TBK,SUSANTI TB,GANG RAYA UJUNGBERUNG NO. 266,TANGERANG,ID-67,96609,+62 (898) 550 2687,CV,PROSES,TIDAK AKTIF,0,0,,,,2026-02-12,AKTIF
