NIB,NPWP_PERSEROAN,NAMA_PERSEROAN,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT_PERSEROAN,KELURAHAN_PERSEROAN,PERSEROAN_DAERAH_ID,KODE_POS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,TGL_PERUBAHAN_NIB,STATUS_NIB,IS_NPWP_INVALID,IS_INCOMPLETE,IS_DAERAH_VALID,IS_STALE,IS_CLEANED,CLEANSING_TIMESTAMP,SOURCE,ID_PERUSAHAAN,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,KODE_KANTOR,TGL_SYNC_OSS,HIGH_SYNC_LAG
0542607824116,35.210.277.2-310.983,PD SITOMPUL PUTRA,PD,Firma,Belum Berbadan Hukum,Tidak Aktif,Jalan Stasiun Wonokromo No. 916,JAYAPURA,91.0,66968.0,Y,N,API-U,2025-03-21,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,18.129.234.0-659.435,UD ANGGRIAWAN PRAYOGA (PERSERO) TBK,UD,PT,Belum Berbadan Hukum,Dibekukan,Gang Pelajar Pejuang No. 10,BENGKULU,12.0,,Y,N,API-U,2025-03-30,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9515923466521,96.507.293.6-263.332,PERUM SUWARNO,PERUM,Perum,Belum Berbadan Hukum,Dibekukan,Jalan Dipenogoro No. 17,LANGSA,35.0,96280.0,Y,N,API-U,2023-01-20,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4113713463107,69.612.868.0-654.495,UD KUSWOYO LAZUARDI,UD,UD,Belum Berbadan Hukum,Tidak Aktif,Gg. Asia Afrika No. 9,SINGKAWANG,35.0,13152.0,N,N,,2023-04-20,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8304154474733,34.718.228.5-670.849,UD MANULLANG (PERSERO) TBK,UD,CV,Belum Berbadan Hukum,Dibekukan,Jl. Raya Ujungberung No. 8,PALU,73.0,43540.0,N,N,,2023-03-12,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5253175040937,02.084.933.1-530.335,PD WASKITA (PERSERO) TBK,PD,UD,Belum Berbadan Hukum,Tidak Aktif,Gg. Cihampelas No. 115,MADIUN,64.0,86277.0,N,N,,2025-01-04,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,84.960.362.0-613.358,PD GUNARTO PRASETYA,PD,UD,Belum Berbadan Hukum,Tidak Aktif,Gang Jayawijaya No. 0,BANDA ACEH,36.0,58809.0,Y,Y,API-U,2025-03-10,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0992416119540,88.738.741.6-181.757,PT PALASTRI ASTUTI (PERSERO) TBK,PT,Perum,Berbadan Hukum,Aktif,Jl. Rungkut Industri No. 554,SERANG,36.0,,Y,Y,API-U,2023-11-04,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7959282233125,49.497.510.2-354.002,UD HANDAYANI LAILASARI (PERSERO) TBK,,Perum,Berbadan Hukum,Tidak Aktif,Gg. Kutai No. 3,TARAKAN,31.0,57627.0,Y,Y,API-P,2025-08-01,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4134277323573,89.501.883.4-184.929,UD ZULAIKA (PERSERO) TBK,UD,CV,Berbadan Hukum,Dibekukan,Jalan M.H Thamrin No. 5,BANDUNG,61.0,52213.0,Y,N,API-P,2024-01-15,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7415871994250,84.337.580.2-679.982,PD NURDIYANTI RIYANTI,PD,CV,Berbadan Hukum,Dibekukan,Jl. Monginsidi No. 476,BLITAR,61.0,,N,N,,2025-01-05,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8779936427379,44.464.152.3-533.738,CV PERTIWI,CV,PT,Berbadan Hukum,Dibekukan,Gg. Dr. Djunjunan No. 5,BANJARBARU,73.0,38788.0,Y,Y,API-P,2023-06-24,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,81.075.245.3-051.109,CV MULYANI TBK,CV,Firma,Berbadan Hukum,Tidak Aktif,Gg. Moch. Toha No. 7,TANJUNGPINANG,31.0,,N,N,,2023-12-31,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9484123222320,71.495.804.3-536.770,PD RAHMAWATI SURYONO,PD,PT,Belum Berbadan Hukum,Aktif,Gang Rawamangun No. 4,KOTA ADMINISTRASI JAKARTA UTARA,12.0,,N,Y,,2024-05-24,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5878379213168,23.143.384.0-528.006,CV WINARNO UYAINAH TBK,CV,PT,Belum Berbadan Hukum,Aktif,Gg. Cihampelas No. 91,BANDAR LAMPUNG,64.0,35983.0,Y,Y,API-P,2023-06-02,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4498838037473,69.126.098.3-812.213,PERUM HABIBI TBK,PERUM,UD,Belum Berbadan Hukum,Tidak Aktif,Gang Cihampelas No. 3,MAGELANG,18.0,81678.0,Y,Y,API-P,2024-09-19,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0770053558823,33.565.740.1-683.127,CV SAMOSIR (PERSERO) TBK,CV,UD,Berbadan Hukum,Dibekukan,Jl. Cempaka No. 1,PANGKALPINANG,35.0,13500.0,Y,N,API-U,2023-04-29,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,35.503.492.9-998.566,PERUM NASYIDAH PRATAMA TBK,PERUM,UD,Belum Berbadan Hukum,Dibekukan,Jl. Kiaracondong No. 8,,35.0,33699.0,Y,N,API-P,2024-03-24,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6415330706667,07.660.911.6-218.783,CV PUSPASARI TBK,CV,UD,Berbadan Hukum,Dibekukan,Jl. Dipatiukur No. 653,PALU,51.0,55149.0,Y,N,API-U,2023-07-11,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9553093731340,29.499.504.9-079.995,CV SAPTONO RIYANTI (PERSERO) TBK,CV,Perum,Berbadan Hukum,Aktif,Jl. Pacuan Kuda No. 77,KUPANG,18.0,95093.0,Y,N,API-U,2023-07-19,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0045820721624,57.997.709.4-130.305,UD UWAIS TBK,UD,Perum,Berbadan Hukum,Aktif,Jl. Bkr No. 617,BATU,16.0,,N,N,,2024-10-19,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5299053679120,57.162.928.0-636.353,PD WIJAYA (PERSERO) TBK,PD,Firma,Belum Berbadan Hukum,Aktif,Jl. Kapten Muslihat No. 1,PARIAMAN,36.0,65076.0,Y,Y,API-U,2025-04-28,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4456578174420,40.266.056.5-925.086,CV NARPATI,CV,Perum,Belum Berbadan Hukum,Tidak Aktif,Jl. Siliwangi No. 44,SABANG,21.0,,N,N,,2023-12-23,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7599300134140,44.755.644.8-053.396,UD PRASTUTI TBK,UD,PT,Berbadan Hukum,Tidak Aktif,Gg. Lembong No. 5,AMBON,73.0,77894.0,N,N,,2025-06-06,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000400464549,59.394.541.3-302.749,CV YULIARTI MANDALA,CV,Firma,Berbadan Hukum,Tidak Aktif,Jalan Joyoboyo No. 9,KOTA ADMINISTRASI JAKARTA SELATAN,35.0,,N,N,,2023-02-08,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9924662576013,67.040.713.7-616.339,PERUM WALUYO WIJAYANTI (PERSERO) TBK,,UD,Berbadan Hukum,Aktif,Jl. K.H. Wahid Hasyim No. 097,MAKASSAR,33.0,,Y,N,API-U,2025-02-25,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5081595904315,02.449.888.1-794.509,PD DONGORAN HIDAYAT TBK,PD,Firma,Belum Berbadan Hukum,Tidak Aktif,Jl. Cikutra Barat No. 934,SINGKAWANG,12.0,76972.0,Y,N,API-P,2024-01-22,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1032319767025,39.986.384.1-423.522,PD NAJMUDIN,PD,Firma,Belum Berbadan Hukum,Dibekukan,Jl. Moch. Ramdan No. 1,SAMARINDA,12.0,92105.0,N,N,,2015-05-31,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8924418328113,56.647.130.4-964.763,PT KUSWANDARI HUTASOIT,PT,Perum,Berbadan Hukum,Dibekukan,Gg. Cihampelas No. 822,SUNGAI PENUH,91.0,74270.0,N,N,,2024-10-26,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4894009465846,30.903.993.9-158.659,UD SAFITRI TBK,,UD,Belum Berbadan Hukum,Dibekukan,Jalan M.H Thamrin No. 063,CILEGON,33.0,12698.0,N,Y,,2025-09-03,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7649737805342,44.114.576.1-875.550,UD RAJATA,UD,CV,Belum Berbadan Hukum,Tidak Aktif,Gang S. Parman No. 5,TERNATE,18.0,76096.0,Y,N,API-P,2025-06-10,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6091919352642,43.590.673.9-215.115,PD SAPTONO,PD,UD,Belum Berbadan Hukum,Aktif,Gg. Sadang Serang No. 573,PURWOKERTO,18.0,47788.0,N,N,,2025-05-11,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9105639670447,61.989.492.1-278.034,PT HANDAYANI (PERSERO) TBK,PT,Perum,Berbadan Hukum,Aktif,Gang Ronggowarsito No. 70,BEKASI,21.0,98897.0,N,N,,2023-02-07,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4494099857525,49.645.221.7-264.972,PERUM SAMOSIR MANGUNSONG,PERUM,Firma,Belum Berbadan Hukum,Dibekukan,Jl. Monginsidi No. 616,BITUNG,12.0,,N,N,,2025-08-27,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6335420509530,87.460.164.7-950.751,PERUM ANGGRAINI,PERUM,Perum,Belum Berbadan Hukum,Dibekukan,Gang Suniaraja No. 8,DUMAI,36.0,66479.0,Y,N,API-U,2025-11-05,DIBEKUKAN,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8942660366980,81.191.796.7-445.697,PT MEGANTARA TBK,PT,UD,Berbadan Hukum,Dibekukan,Jl. Pasirkoja No. 853,TANGERANG,12.0,16019.0,N,N,,2024-02-07,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9616537778424,62.108.430.4-577.066,PERUM PUSPITA,PERUM,CV,Belum Berbadan Hukum,Dibekukan,Gg. Abdul Muis No. 1,AMBON,51.0,71520.0,Y,N,API-P,2023-02-14,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2592501691569,60.542.063.7-639.521,PD YULIANTI JAILANI (PERSERO) TBK,PD,Perum,Berbadan Hukum,Aktif,Jalan Peta No. 368,TEGAL,33.0,96724.0,Y,Y,API-U,2024-02-07,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4902374326924,79.288.100.8-003.092,PT WINARSIH HABIBI TBK,PT,UD,Belum Berbadan Hukum,Dibekukan,Jl. Joyoboyo No. 070,PAYAKUMBUH,31.0,,N,Y,,2023-08-30,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4640311828791,33.445.936.5-604.357,UD WIDIASTUTI SUWARNO,UD,PT,Berbadan Hukum,Aktif,Jl. Wonoayu No. 010,SOLOK,35.0,59974.0,Y,Y,API-U,2025-01-22,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6694239438375,86.763.906.4-907.162,UD UYAINAH PRADANA TBK,UD,Perum,Berbadan Hukum,Tidak Aktif,Gang Pasir Koja No. 526,SURAKARTA,32.0,,N,N,,2024-05-09,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5030277217931,51.162.366.0-971.861,UD PRABOWO,UD,CV,Berbadan Hukum,Tidak Aktif,Jalan Siliwangi No. 337,PALEMBANG,12.0,69976.0,N,N,,2023-10-26,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4837268779388,72.852.274.9-081.820,PD ARDIANTO,PD,Perum,Berbadan Hukum,Dibekukan,Gang Dipatiukur No. 49,,73.0,96881.0,N,N,,2025-09-10,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6910407629696,40.187.854.4-102.761,UD RAHMAWATI (PERSERO) TBK,UD,CV,Berbadan Hukum,Dibekukan,Gg. S. Parman No. 24,TANGERANG,12.0,74450.0,N,Y,,2023-10-16,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0071912943370,23.432.373.7-541.945,CV NAJMUDIN RAJATA TBK,CV,UD,Belum Berbadan Hukum,Aktif,Jalan Cempaka No. 9,BENGKULU,35.0,,N,N,,2024-10-12,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5311015845673,11.832.224.7-058.711,PD WASTUTI TBK,PD,Firma,Berbadan Hukum,Aktif,Jl. Ciumbuleuit No. 596,PEKALONGAN,31.0,,Y,N,API-P,2025-01-06,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
3021737339701,00.100.676.4-579.175,PT MANGUNSONG,PT,UD,Berbadan Hukum,Aktif,Gang Jakarta No. 97,BALIKPAPAN,16.0,,Y,N,API-U,2023-02-01,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
3865496602514,31.349.555.0-854.283,PERUM JAILANI SURYATMI (PERSERO) TBK,PERUM,UD,Berbadan Hukum,Aktif,Gang Pasir Koja No. 8,PALOPO,36.0,60429.0,Y,N,API-U,2024-11-25,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
3119596027693,89.883.280.7-496.621,PD JAILANI LAKSMIWATI,PD,PT,Belum Berbadan Hukum,Tidak Aktif,Jalan Ciwastra No. 61,DENPASAR,16.0,58045.0,N,N,,2025-02-09,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0422464069486,96.112.799.7-345.873,PERUM NAJMUDIN ANGGRAINI,PERUM,Perum,Belum Berbadan Hukum,Aktif,Gang Kutai No. 8,PAREPARE,12.0,44584.0,Y,Y,API-U,2024-09-06,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1605801975570,71.174.411.7-755.561,UD HIDAYAT PRAKASA TBK,UD,PT,Belum Berbadan Hukum,Tidak Aktif,Jl. Indragiri No. 3,,21.0,96275.0,N,N,,2023-07-07,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4294267088050,08.336.838.1-232.448,PERUM PRANOWO,PERUM,CV,Belum Berbadan Hukum,Dibekukan,Jalan M.T Haryono No. 0,BUKITTINGGI,91.0,84479.0,N,N,,2025-06-28,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0698142076817,83.010.045.6-547.079,PD WINARSIH TAMPUBOLON,PD,Firma,Belum Berbadan Hukum,Aktif,Jl. Siliwangi No. 86,,12.0,30706.0,Y,Y,API-P,2025-08-15,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0541715007601,88.851.891.7-356.775,PERUM RAMADAN (PERSERO) TBK,PERUM,Perum,Belum Berbadan Hukum,Dibekukan,Jl. Sukabumi No. 227,,35.0,,Y,N,API-U,2024-01-02,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5761867706672,88.094.618.2-817.847,PERUM ZULKARNAIN,PERUM,UD,Berbadan Hukum,Tidak Aktif,Gang Erlangga No. 63,BIMA,73.0,13807.0,Y,Y,API-P,2023-01-22,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2152725978336,59.933.996.4-803.704,PERUM LAKSITA NAMAGA,PERUM,PT,Belum Berbadan Hukum,Dibekukan,Gang Ciumbuleuit No. 45,PEKANBARU,31.0,63565.0,Y,N,API-U,2024-08-09,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6988012256208,27.424.098.0-880.572,PT NURDIYANTI (PERSERO) TBK,PT,Firma,Belum Berbadan Hukum,Dibekukan,Gg. Hos. Cokroaminoto No. 288,PALANGKARAYA,35.0,59469.0,Y,Y,API-U,2023-05-24,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2063703559591,40.126.400.7-920.387,CV NASYIAH (PERSERO) TBK,CV,Perum,Berbadan Hukum,Dibekukan,Jalan Rumah Sakit No. 031,TANGERANG,35.0,98871.0,Y,N,API-P,2024-12-12,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
3602536873209,18.182.334.4-368.047,CV MANULLANG BUDIYANTO,CV,UD,Belum Berbadan Hukum,Aktif,Gang M.T Haryono No. 42,,61.0,86268.0,Y,N,API-P,2025-08-06,DIBEKUKAN,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8718341000665,69.299.527.4-983.990,CV HALIMAH (PERSERO) TBK,CV,PT,Belum Berbadan Hukum,Tidak Aktif,Jalan Pacuan Kuda No. 087,SABANG,51.0,47106.0,Y,Y,API-U,2024-04-06,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6089706493759,00.291.289.7-904.625,PERUM PRADANA PRASETYA,PERUM,UD,Berbadan Hukum,Aktif,Gang Ronggowarsito No. 562,SUNGAI PENUH,31.0,,N,N,,2014-07-01,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8902764513005,80.814.051.1-916.638,CV SIRAIT TBK,CV,Perum,Belum Berbadan Hukum,Tidak Aktif,Jl. Gegerkalong Hilir No. 32,PURWOKERTO,35.0,70424.0,N,N,,2024-03-05,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0842740628285,00.455.167.5-322.229,CV SITOMPUL,CV,CV,Belum Berbadan Hukum,Aktif,Gang Tubagus Ismail No. 9,,73.0,70411.0,Y,N,API-P,2025-01-27,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2471178875051,26.886.637.1-898.543,PD PUSPITA NASYIAH (PERSERO) TBK,PD,PT,Berbadan Hukum,Tidak Aktif,Gang Surapati No. 7,PONTIANAK,73.0,56904.0,N,N,,2024-08-15,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,00.504.264.0-281.752,PERUM WINARSIH TBK,PERUM,Perum,Berbadan Hukum,Aktif,Jalan Laswi No. 291,KOTAMOBAGU,21.0,58770.0,Y,Y,API-P,2025-08-26,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6899473879309,19.690.378.2-871.208,PD MARPAUNG,PD,PT,Belum Berbadan Hukum,Tidak Aktif,Gang Indragiri No. 4,PADANGPANJANG,64.0,,Y,Y,API-P,2025-04-22,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2413739491258,08.581.227.6-398.592,CV HALIM (PERSERO) TBK,,Firma,Berbadan Hukum,Tidak Aktif,Jl. Pacuan Kuda No. 8,TANJUNGBALAI,12.0,38716.0,Y,N,API-P,2024-02-04,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5945681508951,37.390.718.3-808.668,PERUM PRASETYO PRAYOGA,PERUM,UD,Belum Berbadan Hukum,Tidak Aktif,Jalan Raya Ujungberung No. 1,PROBOLINGGO,35.0,15337.0,N,Y,,2024-05-06,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2304233388319,49.004.786.2-332.027,CV SIMBOLON TBK,CV,PT,Belum Berbadan Hukum,Aktif,Jl. Kh Amin Jasuta No. 7,CIMAHI,64.0,15659.0,Y,Y,API-P,2024-09-27,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6668470726027,40.488.751.8-620.428,PERUM UWAIS HARIYAH TBK,PERUM,UD,Berbadan Hukum,Tidak Aktif,Gang Ahmad Yani No. 99,,16.0,,Y,Y,API-P,2025-09-21,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,99.538.999.2-206.194,PD LATUPONO,PD,PT,Berbadan Hukum,Dibekukan,Gang Ciumbuleuit No. 3,,31.0,25207.0,N,Y,,2024-08-26,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,59.370.101.8-709.944,PT WIJAYA YULIANTI,PT,PT,Belum Berbadan Hukum,Aktif,Jl. Kendalsari No. 2,LANGSA,21.0,,Y,N,API-U,2025-07-31,DICABUT,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2816896006688,08.896.928.2-498.602,CV GUNARTO,CV,CV,Belum Berbadan Hukum,Aktif,Gang Wonoayu No. 73,PEKANBARU,31.0,40353.0,N,N,,2025-02-11,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6817922419979,56.008.222.1-042.570,PT NARPATI SURYONO,PT,UD,Berbadan Hukum,Dibekukan,Jl. Indragiri No. 634,SAMARINDA,31.0,12180.0,Y,N,API-P,2024-06-13,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7890483346586,88.468.937.2-396.061,CV THAMRIN TBK,CV,PT,Berbadan Hukum,Tidak Aktif,Jl. Peta No. 94,BOGOR,73.0,25460.0,Y,N,API-U,2025-04-29,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9974308780378,22.944.999.5-722.944,PERUM RIYANTI,PERUM,PT,Berbadan Hukum,Tidak Aktif,Jl. Rajawali Barat No. 3,PEKALONGAN,51.0,,N,N,,2023-02-17,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5578137314217,85.346.397.2-276.492,CV HARIYAH ARYANI TBK,CV,Firma,Berbadan Hukum,Aktif,Gg. Moch. Toha No. 21,BUKITTINGGI,64.0,29138.0,N,Y,,2025-10-14,DICABUT,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
3059766208407,66.280.732.6-259.918,CV GUNARTO,CV,Perum,Belum Berbadan Hukum,Tidak Aktif,Gang Stasiun Wonokromo No. 298,SABANG,31.0,96645.0,Y,N,API-P,2025-03-01,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7856525542458,54.411.465.2-624.182,CV LATUPONO PERTIWI,CV,CV,Berbadan Hukum,Dibekukan,Jl. Cikutra Timur No. 3,MADIUN,51.0,83172.0,Y,N,API-P,2015-10-05,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,03.101.321.4-106.233,PD UTAMI WACANA,PD,CV,Belum Berbadan Hukum,Dibekukan,Gg. Cikutra Timur No. 10,TANJUNGBALAI,32.0,,Y,N,API-P,2024-04-29,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8986225468629,52.914.441.1-061.232,UD DABUKKE,UD,Firma,Belum Berbadan Hukum,Tidak Aktif,Jl. Jamika No. 344,PALANGKARAYA,21.0,71487.0,N,N,,2014-07-26,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1492627350600,93.079.152.6-422.882,UD HAKIM LAILASARI TBK,,PT,Belum Berbadan Hukum,Aktif,Gg. Suryakencana No. 23,METRO,12.0,16037.0,N,N,,2023-03-16,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0091665954543,04.055.098.7-906.531,PT YULIANTI,,CV,Belum Berbadan Hukum,Dibekukan,Gang Astana Anyar No. 996,BANJARMASIN,12.0,67005.0,N,N,,2023-11-17,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,40.185.841.2-348.681,PD RIYANTI TBK,PD,CV,Berbadan Hukum,Tidak Aktif,Jl. Pacuan Kuda No. 700,BIMA,91.0,80097.0,N,Y,,2023-11-20,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5691070861171,27.685.934.4-000.654,UD YOLANDA,UD,PT,Berbadan Hukum,Tidak Aktif,Jalan Pacuan Kuda No. 343,TOMOHON,33.0,58744.0,N,N,,2023-12-27,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6434946526505,24.291.511.7-688.870,PERUM YULIANTI NARPATI,PERUM,Perum,Berbadan Hukum,Aktif,Gang Kutisari Selatan No. 0,,12.0,85825.0,Y,N,API-U,2024-12-22,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
