NIB,NPWP_PERSEROAN,NAMA_PERSEROAN,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT_PERSEROAN,KELURAHAN_PERSEROAN,PERSEROAN_DAERAH_ID,KODE_POS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,TGL_PERUBAHAN_NIB,STATUS_NIB,IS_NPWP_INVALID,IS_INCOMPLETE,IS_DAERAH_VALID,IS_STALE,IS_CLEANED,CLEANSING_TIMESTAMP
0382965772429,41.818.288.3-086.424,PD RIYANTI (PERSERO) TBK,PD,Perum,Berbadan Hukum,Aktif,Gg. Stasiun Wonokromo No.. 0,KOTA ADMINISTRASI JAKARTA BARAT,21,,Y,Y,API-P,2024-04-13,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
3420696942152,72.120.014.8-445.791,UD THAMRIN TBK,UD,PT,Berbadan Hukum,Dibekukan,Jalan Medokan Ayu No.. 60,JAYAPURA,18,,N,Y,,2024-01-26,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
4476263934362,52.811.149.0-297.999,PD PERMADI PERTIWI,PD,CV,Belum Berbadan Hukum,Dibekukan,Gang Rungkut Industri No.. 78,GORONTALO,12,,Y,N,API-P,2023-06-25,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
6366941180053,60.930.362.9-961.686,PD MAULANA YOLANDA,PD,Firma,Belum Berbadan Hukum,Tidak Aktif,Jalan Stasiun Wonokromo No.. 1,LUBUKLINGGAU,61,,Y,N,API-U,2025-01-29,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0924287572158,55.145.266.1-320.045,UD MARYADI NAINGGOLAN (PERSERO) TBK,UD,Firma,Belum Berbadan Hukum,Tidak Aktif,Jl.. Kendalsari No.. 4,,33,,N,N,,2024-06-23,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4856257287032,06.235.187.0-481.266,PERUM SUARTINI HALIMAH,PERUM,Perum,Berbadan Hukum,Tidak Aktif,Gg. Rajiman No.. 22,JAYAPURA,73,,N,Y,,2025-06-23,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
7771215134228,34.576.912.9-217.597,CV HARYANTO NUGROHO,CV,PT,Berbadan Hukum,Tidak Aktif,Gang Erlangga No.. 660,,31,,Y,Y,API-P,2024-11-04,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
1659152017774,76.673.005.5-993.044,PERUM KURNIAWAN,PERUM,Firma,Berbadan Hukum,Aktif,Jalan Pacuan Kuda No.. 8,TERNATE,73,,N,Y,,2024-08-02,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0896164236103,20.397.798.6-291.662,PD WIDODO TBK,PD,Firma,Belum Berbadan Hukum,Tidak Aktif,Jalan W.R. Supratman No.. 90,PANGKALPINANG,35,,Y,N,API-U,2023-09-26,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
8377674996165,78.190.444.6-095.041,PD ZULKARNAIN SINAGA,PD,Perum,Berbadan Hukum,Dibekukan,Jl.. Erlangga No.. 3,BEKASI,32,,N,Y,,2025-10-11,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
1476174224386,37.582.048.8-078.939,UD HUTASOIT NOVITASARI TBK,UD,Perum,Berbadan Hukum,Tidak Aktif,Gang Cihampelas No.. 592,BONTANG,31,64470,Y,N,API-P,2024-12-28,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0000000000000,02.116.758.7-183.805,CV LAZUARDI (PERSERO) TBK,CV,PT,Berbadan Hukum,Tidak Aktif,Gg. Antapani Lama No.. 77,SIBOLGA,73,,N,N,,2024-10-04,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7945232194168,02.005.404.1-013.175,PD HUTAPEA RAHIMAH (PERSERO) TBK,PD,Perum,Belum Berbadan Hukum,Dibekukan,Jalan Cikapayang No.. 205,BONTANG,73,,N,N,,2024-09-12,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
5641220310303,61.664.148.3-446.862,PT AGUSTINA,PT,Firma,Belum Berbadan Hukum,Aktif,Gg. Kendalsari No.. 9,PALU,73,14550,Y,N,API-U,2025-05-14,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2777079334960,42.008.105.6-425.868,PT ARYANI PUDJIASTUTI (PERSERO) TBK,PT,PT,Belum Berbadan Hukum,Tidak Aktif,Jalan Gedebage Selatan No.. 4,PONTIANAK,36,,N,N,,2025-11-17,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
7308069581467,14.506.637.5-459.714,PERUM USAMAH,PERUM,Firma,Berbadan Hukum,Tidak Aktif,Gang W.R. Supratman No.. 5,PONTIANAK,16,,Y,N,API-U,2025-06-16,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
5972466572934,88.767.088.7-132.177,PD NAJMUDIN SURYATMI (PERSERO) TBK,,PT,Belum Berbadan Hukum,Tidak Aktif,Jl.. Gedebage Selatan No.. 713,,35,,Y,N,API-P,2024-04-25,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0545228015619,29.123.575.3-498.264,UD RAJASA HIDAYAT,,PT,Belum Berbadan Hukum,Aktif,Gang Abdul Muis No.. 556,,12,,N,Y,,2023-04-14,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
7119918081213,46.160.745.4-725.452,PD MANGUNSONG UTAMI,PD,PT,Berbadan Hukum,Dibekukan,Gang Tubagus Ismail No.. 0,SALATIGA,35,,N,N,,2024-11-16,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
0760375482145,91.772.424.5-644.680,UD HARYANTO (PERSERO) TBK,UD,CV,Berbadan Hukum,Tidak Aktif,Gg. Sukabumi No.. 8,SAMARINDA,51,,Y,N,API-P,2015-08-29,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
8507208115562,55.062.402.0-676.944,UD ZULKARNAIN,UD,UD,Belum Berbadan Hukum,Tidak Aktif,Jalan Soekarno Hatta No.. 43,,73,,Y,N,API-U,2024-09-15,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
5048926738997,89.353.908.6-794.202,PD MARDHIYAH,PD,UD,Belum Berbadan Hukum,Tidak Aktif,Gg. Ronggowarsito No.. 8,MADIUN,12,,Y,Y,API-U,2025-12-01,DICABUT,False,False,True,False,True,2026-06-11 14:21:15
1884852008943,99.311.743.6-517.113,PD NURDIYANTI LATUPONO (PERSERO) TBK,,Firma,Belum Berbadan Hukum,Aktif,Jl.. Rumah Sakit No.. 01,BANDA ACEH,33,,Y,Y,API-P,2023-09-13,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0753998935449,86.143.731.6-532.755,PERUM SIMANJUNTAK TBK,PERUM,UD,Berbadan Hukum,Tidak Aktif,Jalan Jamika No.. 10,,51,,Y,N,API-P,2023-07-20,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
6110627371586,75.572.531.6-892.270,CV HIDAYANTO SARAGIH,CV,Perum,Belum Berbadan Hukum,Dibekukan,Jalan Gegerkalong Hilir No.. 701,BANJARBARU,51,,N,N,,2025-05-03,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
0772881377028,47.943.974.1-616.872,PERUM TAMBA SARAGIH TBK,PERUM,Firma,Belum Berbadan Hukum,Aktif,Gg. Ahmad Yani No.. 171,LHOKSEUMAWE,16,,Y,Y,API-U,2023-08-30,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4470229604432,94.500.002.1-560.357,UD WIJAYA (PERSERO) TBK,UD,Perum,Belum Berbadan Hukum,Dibekukan,Gang Rajiman No.. 171,,12,,Y,N,API-P,2024-11-22,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
9228777251996,49.238.921.6-347.553,PERUM JAILANI WASKITA,PERUM,Firma,Berbadan Hukum,Aktif,Jalan Rajawali Barat No.. 7,SEMARANG,31,,N,N,,2024-09-24,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0000000000000,10.197.978.9-554.590,PD HARYANTO SIREGAR (PERSERO) TBK,PD,Perum,Berbadan Hukum,Aktif,Gang R.E Martadinata No.. 3,SURABAYA,35,,Y,Y,API-U,2023-02-08,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
9718956907056,23.424.024.8-324.391,UD PUSPITA KUSWOYO TBK,UD,PT,Berbadan Hukum,Tidak Aktif,Gang Cikutra Timur No.. 1,MADIUN,12,13290,Y,Y,API-U,2024-01-10,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
6209520046152,52.914.331.4-384.964,CV WIJAYANTI,CV,CV,Berbadan Hukum,Tidak Aktif,Gang Sukajadi No.. 9,,35,,Y,N,API-U,2023-08-24,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
8617063048913,97.568.667.2-311.581,PT PADMASARI (PERSERO) TBK,PT,PT,Berbadan Hukum,Aktif,Gg. Cikutra Barat No.. 80,TARAKAN,16,,N,N,,2014-08-08,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
6870079420074,76.256.859.6-359.862,UD WIBOWO WASKITA TBK,UD,PT,Berbadan Hukum,Dibekukan,Jl.. Waringin No.. 386,PADANGPANJANG,73,,Y,Y,API-P,2024-09-07,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2846398554743,84.329.349.3-470.982,CV LAKSITA,CV,PT,Berbadan Hukum,Dibekukan,Jl.. Hos. Cokroaminoto No.. 6,,64,,N,Y,,2025-09-02,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
0687681180715,48.847.615.5-396.181,PD THAMRIN PRASETYO (PERSERO) TBK,PD,Perum,Belum Berbadan Hukum,Aktif,Gg. Moch. Toha No.. 8,PADANG SIDEMPUAN,35,09750,Y,N,API-U,2023-01-20,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
5319433750479,26.007.200.6-113.890,PERUM LAKSMIWATI,PERUM,CV,Berbadan Hukum,Dibekukan,Gg. Rawamangun No.. 1,KOTA ADMINISTRASI JAKARTA BARAT,12,,N,N,,2023-05-14,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2493843089487,00.960.437.0-874.961,UD NASYIDAH,UD,Perum,Belum Berbadan Hukum,Aktif,Gang Monginsidi No.. 95,,12,,N,N,,2025-10-11,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
3046875063519,03.755.231.6-980.076,PT USAMAH TBK,PT,Firma,Belum Berbadan Hukum,Aktif,Gg. Wonoayu No.. 471,,51,,Y,Y,API-U,2023-02-27,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
9543173505831,99.614.634.7-782.097,UD BUDIMAN (PERSERO) TBK,UD,UD,Berbadan Hukum,Aktif,Gg. Soekarno Hatta No.. 437,PONTIANAK,73,,N,Y,,2023-03-10,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
1207049611080,37.870.390.6-098.632,PD WINARNO PRAKASA TBK,,CV,Berbadan Hukum,Tidak Aktif,Gg. Cikapayang No.. 4,BANJARBARU,35,,N,N,,2025-08-08,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
9150785931109,91.069.607.3-926.586,PD ZULAIKA WIBISONO,PD,Firma,Belum Berbadan Hukum,Tidak Aktif,Jalan Ahmad Dahlan No.. 04,METRO,33,,N,N,,2024-01-16,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0249685498227,39.617.351.4-377.993,PERUM YULIANTI SAPUTRA TBK,,CV,Berbadan Hukum,Tidak Aktif,Jalan Pasir Koja No.. 9,,31,,Y,N,API-U,2024-02-05,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
3153779599594,53.336.166.1-465.897,PERUM ANGGRIAWAN (PERSERO) TBK,PERUM,CV,Berbadan Hukum,Dibekukan,Gg. Dipenogoro No.. 1,MALANG,61,,Y,Y,API-P,2024-04-16,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7563620501508,14.145.297.7-199.646,PT RIYANTI,PT,PT,Berbadan Hukum,Aktif,Jl.. Dipatiukur No.. 2,SURABAYA,51,,N,Y,,2024-08-04,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2583230241026,83.806.906.1-346.958,PD SAEFULLAH,PD,Perum,Berbadan Hukum,Tidak Aktif,Gang Jamika No.. 406,MAGELANG,35,,N,N,,2023-12-17,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
9611223386559,54.651.250.0-781.630,CV SURYATMI WIJAYA (PERSERO) TBK,CV,CV,Belum Berbadan Hukum,Aktif,Jl.. R.E Martadinata No.. 39,PALEMBANG,51,,Y,N,API-P,2024-07-27,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
9731791286857,66.475.183.5-729.382,PD BUDIYANTO TBK,PD,Perum,Belum Berbadan Hukum,Tidak Aktif,Jl.. Otto Iskandardinata No.. 42,MOJOKERTO,32,,N,N,,2023-03-16,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7363466925481,17.769.086.4-455.531,PERUM PRASETYO,PERUM,Perum,Belum Berbadan Hukum,Tidak Aktif,Gang Gedebage Selatan No.. 8,MAGELANG,21,,Y,N,API-U,2025-08-15,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
7546027341514,64.525.559.1-804.283,PT HARYANTI TBK,,PT,Belum Berbadan Hukum,Aktif,Jl.. Sukajadi No.. 3,TANJUNGPINANG,51,,Y,Y,API-U,2024-11-14,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4439284044566,74.775.671.0-483.669,CV FIRGANTORO NABABAN,CV,CV,Berbadan Hukum,Dibekukan,Gg. Sukajadi No.. 847,BANDA ACEH,32,,Y,Y,API-P,2025-08-29,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
8775153663778,03.383.142.9-894.131,CV YOLANDA,,Firma,Belum Berbadan Hukum,Aktif,Jl.. Ciumbuleuit No.. 270,SOLOK,12,,Y,N,API-P,2025-05-21,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
8459090225999,73.887.400.6-209.971,PT HASANAH (PERSERO) TBK,PT,CV,Belum Berbadan Hukum,Aktif,Jl.. Yos Sudarso No.. 9,BATAM,21,,Y,N,API-P,2025-07-13,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
2182097023164,26.238.298.8-071.465,UD PRABOWO GUNAWAN,UD,UD,Berbadan Hukum,Aktif,Jalan Gedebage Selatan No.. 26,TANJUNGPINANG,31,,N,N,,2025-04-21,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2867163234672,77.588.961.4-601.207,CV JANUAR,CV,Firma,Berbadan Hukum,Aktif,Jl.. Rajiman No.. 002,TARAKAN,32,,N,Y,,2025-07-01,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
3859777901475,89.862.728.4-400.627,PERUM HARTATI TBK,PERUM,CV,Berbadan Hukum,Dibekukan,Jl.. Kutisari Selatan No.. 791,MALANG,61,,Y,N,API-P,2025-07-26,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
9160324841376,97.566.124.5-078.773,PERUM TARIHORAN,PERUM,Perum,Belum Berbadan Hukum,Aktif,Jalan Pelajar Pejuang No.. 312,PAYAKUMBUH,35,,N,N,,2024-02-29,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
1765636004125,85.766.475.7-472.069,PD RAMADAN SITORUS,PD,CV,Belum Berbadan Hukum,Tidak Aktif,Jl.. Cikapayang No.. 2,BANDAR LAMPUNG,12,,Y,Y,API-P,2023-12-16,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
2418621042752,27.731.035.8-221.452,PD NAPITUPULU TBK,PD,Perum,Belum Berbadan Hukum,Tidak Aktif,Gg. Moch. Ramdan No.. 363,,31,,Y,Y,API-U,2023-01-10,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
3353310600531,28.981.903.1-816.855,CV SURYATMI HASANAH,,PT,Belum Berbadan Hukum,Dibekukan,Gang Hos. Cokroaminoto No.. 35,DUMAI,91,,Y,Y,API-U,2024-10-31,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
9386613315520,51.669.323.0-398.217,PT HASTUTI HARYANTI,PT,Firma,Belum Berbadan Hukum,Aktif,Gg. Merdeka No.. 92,SAMARINDA,18,,Y,Y,API-U,2024-03-23,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7189241956252,81.779.905.5-871.682,PD SETIAWAN BUDIMAN TBK,PD,PT,Belum Berbadan Hukum,Tidak Aktif,Gg. Bangka Raya No.. 3,SAMARINDA,36,,Y,Y,API-P,2025-10-28,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
3091436391025,63.303.206.2-384.209,PD NURAINI,PD,UD,Belum Berbadan Hukum,Dibekukan,Jalan Cihampelas No.. 31,TANJUNGBALAI,73,,Y,N,API-U,2023-10-02,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0864035533803,87.712.736.3-622.893,PT KUSWANDARI,PT,CV,Belum Berbadan Hukum,Dibekukan,Gg. Joyoboyo No.. 9,PALU,21,,N,N,,2023-05-13,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
0023212983381,54.742.478.4-168.738,PT WINARNO,PT,CV,Berbadan Hukum,Tidak Aktif,Gg. W.R. Supratman No.. 98,TANGERANG SELATAN,35,,Y,N,API-P,2025-07-07,DICABUT,False,False,True,False,True,2026-06-11 14:21:15
7156627768962,61.020.780.6-437.874,PT WINARNO,,UD,Berbadan Hukum,Dibekukan,Jalan Siliwangi No.. 28,SABANG,12,,N,Y,,2024-06-10,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4689715273230,01.882.512.5-503.414,PERUM PRANOWO PRASETYO TBK,,Firma,Belum Berbadan Hukum,Tidak Aktif,Gang Pelajar Pejuang No.. 155,PASURUAN,16,,N,N,,2023-05-26,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0692364587506,54.753.252.3-489.035,PT NAINGGOLAN TBK,PT,Firma,Belum Berbadan Hukum,Dibekukan,Gg. Jend. Sudirman No.. 11,KOTA ADMINISTRASI JAKARTA UTARA,21,,Y,Y,API-U,2024-06-04,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2011669183626,32.708.309.8-990.545,UD AGUSTINA,UD,UD,Belum Berbadan Hukum,Dibekukan,Gang Veteran No.. 04,,91,,N,N,,2023-07-02,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
5243640270116,67.426.670.4-750.441,UD LAKSITA TBK,UD,CV,Berbadan Hukum,Aktif,Jalan Rajawali Timur No.. 437,KOTAMOBAGU,73,,Y,N,API-P,2024-01-08,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0000000000000,27.190.205.0-767.187,PERUM SUWARNO NAJMUDIN,PERUM,Perum,Belum Berbadan Hukum,Dibekukan,Jl.. Moch. Toha No.. 059,PALEMBANG,61,,Y,Y,API-P,2023-12-07,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0415093771004,96.978.007.9-808.042,UD MAULANA TBK,UD,Perum,Belum Berbadan Hukum,Tidak Aktif,Gg. Gedebage Selatan No.. 672,,35,88540,Y,N,API-U,2024-11-21,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
5535669055107,89.411.742.2-026.616,UD PERTIWI WIDIASTUTI (PERSERO) TBK,UD,CV,Belum Berbadan Hukum,Tidak Aktif,Jalan Ronggowarsito No.. 281,BANDAR LAMPUNG,35,,N,N,,2025-11-20,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
5050573976915,54.961.953.7-674.877,PT SUDIATI (PERSERO) TBK,PT,Firma,Berbadan Hukum,Dibekukan,Jalan Asia Afrika No.. 871,,31,,Y,Y,API-P,2025-12-01,DIBEKUKAN,False,False,True,False,True,2026-06-11 14:21:15
8027148727178,30.249.216.2-771.966,PD MAULANA TBK,PD,Perum,Berbadan Hukum,Aktif,Gang Antapani Lama No.. 55,PALOPO,91,,Y,N,API-U,2025-02-24,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4712871539915,48.932.734.6-669.657,PD AGUSTINA MANDALA,PD,CV,Berbadan Hukum,Tidak Aktif,Jl.. Rajawali Barat No.. 85,SEMARANG,61,,N,Y,,2024-08-18,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0000000000000,75.959.192.1-586.376,PERUM HARIYAH PURNAWATI,PERUM,Perum,Berbadan Hukum,Tidak Aktif,Jl.. Sukabumi No.. 87,LANGSA,33,,N,N,,2024-01-24,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
5528993160875,18.835.965.4-857.224,CV SAPTONO,CV,CV,Belum Berbadan Hukum,Aktif,Jalan Suryakencana No.. 4,CIREBON,36,,N,N,,2024-10-17,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
1497374605233,89.753.053.2-877.499,PERUM TARIHORAN,PERUM,Firma,Berbadan Hukum,Aktif,Gang Medokan Ayu No.. 7,MEDAN,33,,N,N,,2024-11-22,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
5661844386125,96.810.594.0-870.957,PD MANSUR TBK,PD,Perum,Berbadan Hukum,Dibekukan,Gg. Siliwangi No.. 50,KUPANG,31,,N,Y,,2025-06-23,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
2333059126620,12.364.997.7-183.967,PERUM SINAGA SIHOTANG,PERUM,UD,Belum Berbadan Hukum,Aktif,Gang Dipenogoro No.. 9,BONTANG,31,,Y,N,API-P,2024-05-16,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7492617647501,14.084.124.7-656.684,UD MARPAUNG JAILANI (PERSERO) TBK,,UD,Belum Berbadan Hukum,Tidak Aktif,Jl.. Stasiun Wonokromo No.. 8,PADANGPANJANG,32,,Y,Y,API-U,2024-01-06,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
6492151826068,68.802.831.8-500.065,UD TARIHORAN (PERSERO) TBK,UD,PT,Berbadan Hukum,Dibekukan,Jalan Rajawali Barat No.. 132,TANJUNGBALAI,32,,Y,Y,API-U,2023-01-11,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
1029321840118,38.372.989.8-175.433,PT HUTAGALUNG BUDIYANTO TBK,,Firma,Berbadan Hukum,Dibekukan,Jl.. Dr. Djunjunan No.. 890,,91,,Y,N,API-U,2025-12-29,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
5859883103032,38.876.852.3-980.137,PERUM PUTRA,,Firma,Berbadan Hukum,Dibekukan,Gg. Astana Anyar No.. 249,MANADO,64,,Y,N,API-P,2023-06-02,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2671462831435,72.673.663.8-619.167,PT PRASTUTI,PT,Perum,Belum Berbadan Hukum,Aktif,Jl.. Peta No.. 801,PEKALONGAN,16,,Y,Y,API-P,2023-06-08,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
8615155423401,48.992.227.6-974.107,UD WIBOWO ANGGRAINI,,UD,Belum Berbadan Hukum,Dibekukan,Gg. Gardujati No.. 17,,61,,Y,N,API-U,2023-07-15,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4849102562588,76.903.870.6-488.606,UD LAILASARI,UD,PT,Berbadan Hukum,Dibekukan,Gang Erlangga No.. 4,JAYAPURA,33,,N,Y,,2023-10-20,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0539672757844,54.533.964.3-312.650,CV BUDIMAN TBK,CV,Perum,Belum Berbadan Hukum,Aktif,Gang M.T Haryono No.. 1,BONTANG,12,,N,Y,,2023-06-07,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2901487068277,65.701.693.8-714.127,CV SIRAIT (PERSERO) TBK,CV,PT,Belum Berbadan Hukum,Dibekukan,Jl.. W.R. Supratman No.. 7,TUAL,21,,Y,N,API-U,2024-05-15,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
8909728321528,45.975.052.6-507.388,PERUM SETIAWAN MAULANA TBK,PERUM,PT,Belum Berbadan Hukum,Dibekukan,Gg. Rajiman No.. 32,BENGKULU,73,,N,Y,,2023-08-30,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4309634807970,45.006.630.7-336.305,CV SIHOMBING (PERSERO) TBK,CV,Firma,Berbadan Hukum,Tidak Aktif,Gang Kiaracondong No.. 77,,21,,Y,N,API-U,2023-01-19,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
1882617024376,47.306.373.6-913.186,PD HARTATI,,PT,Belum Berbadan Hukum,Dibekukan,Gang Erlangga No.. 028,TARAKAN,35,,N,N,,2023-11-28,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0531340266502,85.203.971.7-982.681,PT PURNAWATI WULANDARI TBK,PT,Perum,Belum Berbadan Hukum,Dibekukan,Jalan S. Parman No.. 647,SINGKAWANG,12,,Y,Y,API-P,2024-10-27,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
6862110225803,06.694.849.5-439.999,CV UTAMA,CV,Perum,Belum Berbadan Hukum,Tidak Aktif,Gg. Sukabumi No.. 655,MALANG,64,,Y,N,API-P,2023-06-19,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2823414363718,78.185.193.9-644.649,PT SAMOSIR,PT,CV,Belum Berbadan Hukum,Aktif,Jalan Asia Afrika No.. 5,PALU,33,,Y,N,API-U,2024-01-29,DICABUT,False,False,True,True,True,2026-06-11 14:21:15
9310668433567,07.522.437.0-311.112,PERUM DAMANIK SIMANJUNTAK TBK,PERUM,Firma,Belum Berbadan Hukum,Dibekukan,Jalan Rajiman No.. 357,CIMAHI,12,,N,N,,2024-05-20,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0005347491624,62.372.342.4-114.099,UD SAPTONO HARDIANSYAH,UD,Firma,Belum Berbadan Hukum,Dibekukan,Jalan Wonoayu No.. 1,SEMARANG,91,,Y,N,API-U,2025-12-19,AKTIF,False,False,True,False,True,2026-06-11 14:21:15
4396112910933,90.456.947.1-076.964,CV SITUMORANG HUTAGALUNG TBK,,Firma,Belum Berbadan Hukum,Aktif,Gang Kiaracondong No.. 64,SURAKARTA,35,82970,N,Y,,2023-03-31,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
4855716176880,21.613.280.2-296.046,PD SANTOSO UYAINAH,PD,Perum,Belum Berbadan Hukum,Dibekukan,Jl.. Siliwangi No.. 23,TIDORE KEPULAUAN,51,,Y,Y,API-U,2023-12-05,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
8669432029390,65.466.515.8-265.310,UD SUWARNO YULIARTI (PERSERO) TBK,UD,Firma,Berbadan Hukum,Aktif,Gg. Moch. Toha No.. 230,LHOKSEUMAWE,51,,N,Y,,2023-04-04,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
2424033810595,41.085.969.8-270.739,CV SAPUTRA MANSUR,CV,UD,Belum Berbadan Hukum,Tidak Aktif,Gang Kapten Muslihat No.. 2,TEBINGTINGGI,33,01590,N,Y,,2023-01-22,DIBEKUKAN,False,False,True,True,True,2026-06-11 14:21:15
4240891649837,28.332.275.3-595.644,PT WASITA TBK,PT,CV,Belum Berbadan Hukum,Aktif,Jalan Moch. Toha No.. 981,PAYAKUMBUH,61,,N,N,,2025-01-24,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
7272239724042,22.837.403.9-192.071,CV ANGGRAINI PRATAMA (PERSERO) TBK,,CV,Belum Berbadan Hukum,Dibekukan,Jl.. Pelajar Pejuang No.. 64,PASURUAN,33,,Y,N,API-P,2023-07-25,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
0916601002314,18.961.642.9-013.811,UD MAULANA TARIHORAN,UD,PT,Berbadan Hukum,Aktif,Gang Asia Afrika No.. 9,TERNATE,31,,Y,N,API-P,2025-06-28,DIBEKUKAN,False,False,True,False,True,2026-06-11 14:21:15
7230848100184,13.523.907.6-145.001,PT NASYIDAH (PERSERO) TBK,,Perum,Belum Berbadan Hukum,Aktif,Jalan Suniaraja No.. 41,,51,,Y,N,API-U,2024-08-10,AKTIF,False,False,True,True,True,2026-06-11 14:21:15
