NIB,NPWP_PERSEROAN,NAMA_PERSEROAN,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT_PERSEROAN,KELURAHAN_PERSEROAN,PERSEROAN_DAERAH_ID,KODE_POS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,TGL_PERUBAHAN_NIB,STATUS_NIB,FLAG_MITA,FLAG_AEO,NAMA_PERSEROAN_CLEAN,NPWP_CLEAN
8148769639382.0,76.153.966.9-583.219,UD Zulaika Mandala (Persero) Tbk,UD Zulaika,Koperasi,Berbadan Hukum,Aktif,Gang Veteran No. 60,Singkawang,9072,53875,Y,N,API-U,2025-08-20,AKTIF,N,Y,UD ZULAIKA MANDALA PERSERO TBK,76.153.966.9-583.219
1997581724619.0,19.657.013.2-902.278,CV Wahyuni (Persero) Tbk,CV Wahyuni,Koperasi,Berbadan Hukum,Aktif,Gg. Gegerkalong Hilir No. 4,Palembang,5875,51353,N,N,API-P,2025-07-09,AKTIF,N,Y,CV WAHYUNI PERSERO TBK,19.657.013.2-902.278
6997335494651.0,90.986.240.5-800.851,PD Sitompul Tbk,PD Sitompu,CV,Berbadan Hukum,Aktif,Gang Gedebage Selatan No. 09,Subulussalam,5723,73816,N,N,API-U,2026-01-14,AKTIF,Y,N,PD SITOMPUL TBK,90.986.240.5-800.851
369656666832.0,72.386.562.4-220.102,PD Habibi (Persero) Tbk,PD Habibi ,CV,Berbadan Hukum,Aktif,Gg. Tubagus Ismail No. 7,Bogor,9074,52175,Y,N,API-P,2026-01-16,AKTIF,Y,Y,PD HABIBI PERSERO TBK,72.386.562.4-220.102
6212679692786.0,87.653.269.0-973.846,UD Usada Hakim,UD Usada H,PT,Berbadan Hukum,Aktif,Gang Laswi No. 927,Jayapura,7112,29666,Y,Y,API-U,2025-10-11,AKTIF,N,N,UD USADA HAKIM,87.653.269.0-973.846
97519712847.0,81.891.371.8-949.058,PD Winarno Ardianto (Persero) Tbk,PD Winarno,Koperasi,Berbadan Hukum,Aktif,Jalan Raya Ujungberung No. 3,Banjarbaru,1276,3354,Y,N,API-U,2026-03-05,AKTIF,N,Y,PD WINARNO ARDIANTO PERSERO TBK,81.891.371.8-949.058
7787956544209.0,49.407.929.0-490.471,PT Winarno Mardhiyah,PT Winarno,Koperasi,Berbadan Hukum,Aktif,Jl. Cihampelas No. 47,Semarang,3177,62575,N,Y,API-U,2025-12-06,AKTIF,Y,Y,PT WINARNO MARDHIYAH,49.407.929.0-490.471
8144294440192.0,92.752.437.2-805.129,CV Waskita Budiyanto,CV Waskita,PT,Berbadan Hukum,Aktif,Jl. Lembong No. 0,Cirebon,3625,15064,N,Y,API-U,2025-10-29,AKTIF,Y,Y,CV WASKITA BUDIYANTO,92.752.437.2-805.129
7663723950410.0,27.674.783.6-674.286,Perum Hardiansyah,Perum Hard,Koperasi,Berbadan Hukum,Aktif,Jl. Gardujati No. 76,Binjai,1294,84723,N,N,API-P,2025-08-10,AKTIF,Y,N,PERUM HARDIANSYAH,27.674.783.6-674.286
4765801856945.0,44.149.673.9-385.258,UD ANDRIANI,UD ANDRIAN,CV,Berbadan Hukum,Aktif,Jalan Veteran No. 891,Pangkalpinang,1273,11739,N,N,API-P,2025-11-16,AKTIF,N,N,UD ANDRIANI,44.149.673.9-385.258
106181753443.0,00.910.939.1-119.269,UD Nurdiyanti Pangestu,UD Nurdiya,PT,Berbadan Hukum,Aktif,Gang Jamika No. 873,Pagaralam,4127,53001,Y,N,API-U,2025-10-03,AKTIF,Y,Y,UD NURDIYANTI PANGESTU,00.910.939.1-119.269
1244717465421.0,40.665.044.2-717.396,Perum Winarsih,Perum Wina,PT,Berbadan Hukum,Aktif,Jl. Monginsidi No. 143,Bau-Bau,4023,44701,N,N,API-P,2026-05-06,AKTIF,N,Y,PERUM WINARSIH,40.665.044.2-717.396
7128639174101.0,19.470.720.0-642.569,PT Siregar Tarihoran,PT Siregar,PT,Berbadan Hukum,Aktif,Jalan Dipenogoro No. 022,Singkawang,1160,57941,Y,N,API-U,2025-09-29,AKTIF,N,Y,PT SIREGAR TARIHORAN,19.470.720.0-642.569
8776618306719.0,85.546.015.8-517.432,UD Najmudin (Persero) Tbk,UD Najmudi,Koperasi,Berbadan Hukum,Aktif,Gang Pasteur No. 76,Singkawang,1744,12021,N,N,API-U,2025-11-08,AKTIF,Y,Y,UD NAJMUDIN PERSERO TBK,85.546.015.8-517.432
6346157173203.0,09.376.184.7-870.050,Perum Laksmiwati Purnawati Tbk,Perum Laks,PT,Berbadan Hukum,Aktif,Gang Kendalsari No. 277,Kotamobagu,6633,67014,Y,Y,API-P,2025-11-16,AKTIF,N,Y,PERUM LAKSMIWATI PURNAWATI TBK,09.376.184.7-870.050
613878293102.0,70.790.320.2-041.792,PT WASTUTI (PERSERO) TBK,PT WASTUTI,PT,Berbadan Hukum,Aktif,Gg. Kapten Muslihat No. 3,Kota Administrasi Jakarta Barat,2147,56289,Y,Y,API-P,2025-10-02,AKTIF,N,N,PT WASTUTI PERSERO TBK,70.790.320.2-041.792
1179931365651.0,98.253.092.5-114.262,PT Yuniar,PT Yuniar,CV,Berbadan Hukum,Aktif,Gang Jend. A. Yani No. 753,Tomohon,7160,40838,Y,N,API-U,2025-09-18,AKTIF,N,Y,PT YUNIAR,98.253.092.5-114.262
8273902196207.0,10.021.946.7-232.487,PD Prakasa Hutapea Tbk,PD Prakasa,Koperasi,Berbadan Hukum,Aktif,Jalan Yos Sudarso No. 51,Tidore Kepulauan,7850,1660,N,Y,API-P,2025-09-02,AKTIF,N,Y,PD PRAKASA HUTAPEA TBK,10.021.946.7-232.487
3290927914560.0,83.318.195.8-837.340,PT Suartini,PT Suartin,Koperasi,Berbadan Hukum,Aktif,Gg. Sadang Serang No. 03,Tarakan,4273,58997,Y,N,API-P,2025-09-16,AKTIF,Y,N,PT SUARTINI,83.318.195.8-837.340
1277220054364.0,59.701.082.2-078.113,PD Latupono (Persero) Tbk,PD Latupon,CV,Berbadan Hukum,Aktif,Gg. Setiabudhi No. 4,Lhokseumawe,8387,10272,Y,Y,API-P,2026-02-01,AKTIF,Y,Y,PD LATUPONO PERSERO TBK,59.701.082.2-078.113
9956353153136.0,36.317.970.6-239.726,PT Rajasa Suryatmi (Persero) Tbk,PT Rajasa ,Koperasi,Berbadan Hukum,Aktif,Gg. Lembong No. 35,Mojokerto,7219,60917,N,Y,API-P,2026-01-16,AKTIF,Y,N,PT RAJASA SURYATMI PERSERO TBK,36.317.970.6-239.726
2735435209042.0,17.762.534.9-292.983,Perum Mayasari Mansur Tbk,Perum Maya,PT,Berbadan Hukum,Aktif,Gg. Indragiri No. 82,Tomohon,2516,21699,Y,Y,API-U,2026-01-30,AKTIF,Y,N,PERUM MAYASARI MANSUR TBK,17.762.534.9-292.983
6873977406335.0,69.392.906.0-078.068,Perum Winarno Tbk,Perum Wina,PT,Berbadan Hukum,Aktif,Gang Sadang Serang No. 72,Tarakan,7560,69848,Y,N,API-U,2026-05-08,AKTIF,Y,Y,PERUM WINARNO TBK,69.392.906.0-078.068
7177318063254.0,31.074.279.9-077.262,Perum Usamah (Persero) Tbk,Perum Usam,CV,Berbadan Hukum,Aktif,Gg. Sentot Alibasa No. 2,Kota Administrasi Jakarta Utara,7168,88515,N,N,API-P,2026-01-19,AKTIF,N,Y,PERUM USAMAH PERSERO TBK,31.074.279.9-077.262
7016580464989.0,31.950.850.1-657.905,Perum Pertiwi Widiastuti Tbk,Perum Pert,PT,Berbadan Hukum,Aktif,Jalan M.T Haryono No. 062,Kotamobagu,7103,3424,N,N,API-U,2025-09-04,AKTIF,Y,Y,PERUM PERTIWI WIDIASTUTI TBK,31.950.850.1-657.905
2818325381793.0,35.548.640.1-557.788,CV Halim Tbk,CV Halim T,Koperasi,Berbadan Hukum,Aktif,Gg. Cihampelas No. 983,Padang Sidempuan,3110,38406,Y,Y,API-U,2025-09-19,AKTIF,Y,N,CV HALIM TBK,35.548.640.1-557.788
7884795137116.0,24.112.412.7-238.046,PD Sihotang Puspasari (Persero) Tbk,PD Sihotan,PT,Berbadan Hukum,Aktif,Jalan Wonoayu No. 35,Pontianak,3263,34721,N,N,API-P,2026-03-30,AKTIF,Y,Y,PD SIHOTANG PUSPASARI PERSERO TBK,24.112.412.7-238.046
7567043103856.0,95.579.887.7-492.424,CV Mulyani Lazuardi,CV Mulyani,PT,Berbadan Hukum,Aktif,Gg. Pelajar Pejuang No. 4,Bontang,4815,29405,Y,Y,API-U,2025-09-04,AKTIF,Y,Y,CV MULYANI LAZUARDI,95.579.887.7-492.424
7540254729284.0,22.223.105.9-274.523,CV Gunarto Mangunsong Tbk,CV Gunarto,Koperasi,Berbadan Hukum,Aktif,Gang Joyoboyo No. 5,Semarang,1668,58328,Y,Y,API-U,2025-10-14,AKTIF,Y,N,CV GUNARTO MANGUNSONG TBK,22.223.105.9-274.523
5525782841067.0,27.520.885.4-749.297,Perum Manullang,Perum Manu,Koperasi,Berbadan Hukum,Aktif,Jalan Sentot Alibasa No. 355,Blitar,6649,43987,N,Y,API-U,2026-01-30,AKTIF,N,Y,PERUM MANULLANG,27.520.885.4-749.297
1702814069375.0,15.093.983.4-301.871,PT Winarsih,PT Winarsi,Koperasi,Berbadan Hukum,Aktif,Jalan H.J Maemunah No. 9,Tebingtinggi,9485,5616,N,N,API-U,2026-06-07,AKTIF,Y,N,PT WINARSIH,15.093.983.4-301.871
6375998056265.0,65.045.547.8-137.674,Perum Suryono (Persero) Tbk,Perum Sury,CV,Berbadan Hukum,Aktif,Gang Cihampelas No. 35,Samarinda,3783,12880,Y,N,API-P,2026-02-23,AKTIF,Y,N,PERUM SURYONO PERSERO TBK,65.045.547.8-137.674
6629912347851.0,96.106.462.8-792.326,CV WINARSIH,CV WINARSI,PT,Berbadan Hukum,Aktif,Jalan Laswi No. 6,Bengkulu,5842,20750,Y,N,API-U,2025-09-13,AKTIF,Y,N,CV WINARSIH,96.106.462.8-792.326
8704947873002.0,44.714.627.3-014.719,PT Habibi,PT Habibi,Koperasi,Berbadan Hukum,Aktif,Jalan Joyoboyo No. 466,Bima,7027,66506,Y,N,API-P,2025-06-12,AKTIF,N,Y,PT HABIBI,44.714.627.3-014.719
9796471589042.0,90.257.252.0-456.504,Perum Ardianto,Perum Ardi,Koperasi,Berbadan Hukum,Aktif,Jl. Setiabudhi No. 1,Blitar,5878,49147,N,Y,API-P,2025-07-02,AKTIF,Y,Y,PERUM ARDIANTO,90.257.252.0-456.504
8183219285544.0,51.895.202.8-457.652,PD Wijayanti Dabukke Tbk,PD Wijayan,CV,Berbadan Hukum,Aktif,Jl. Suniaraja No. 4,Binjai,2778,45088,N,N,API-U,2026-05-09,AKTIF,N,Y,PD WIJAYANTI DABUKKE TBK,51.895.202.8-457.652
3283389888167.0,11.207.545.2-798.524,PT Gunarto Ardianto,PT Gunarto,Koperasi,Berbadan Hukum,Aktif,Gg. Laswi No. 5,Tual,1571,68222,N,Y,API-P,2025-06-25,AKTIF,Y,N,PT GUNARTO ARDIANTO,11.207.545.2-798.524
1322342321611.0,07.603.108.9-071.401,Perum Ramadan Nababan,Perum Rama,Koperasi,Berbadan Hukum,Aktif,Jl. M.H Thamrin No. 81,Madiun,6042,14139,Y,N,API-U,2025-10-04,AKTIF,N,N,PERUM RAMADAN NABABAN,07.603.108.9-071.401
119393250124.0,95.528.938.9-119.083,UD Tamba Mahendra (Persero) Tbk,UD Tamba M,PT,Berbadan Hukum,Aktif,Jalan Kebonjati No. 77,Depok,4238,94929,N,Y,API-U,2025-09-28,AKTIF,N,N,UD TAMBA MAHENDRA PERSERO TBK,95.528.938.9-119.083
4280138759271.0,25.663.836.1-517.182,UD Aryani (Persero) Tbk,UD Aryani ,Koperasi,Berbadan Hukum,Aktif,Jalan Merdeka No. 6,Medan,9223,52577,N,N,API-U,2025-10-17,AKTIF,N,Y,UD ARYANI PERSERO TBK,25.663.836.1-517.182
5480157164794.0,73.864.631.7-520.716,UD Samosir Laksita (Persero) Tbk,UD Samosir,CV,Berbadan Hukum,Aktif,Gg. HOS. Cokroaminoto No. 3,Sawahlunto,8277,11080,N,N,API-P,2025-07-30,AKTIF,Y,N,UD SAMOSIR LAKSITA PERSERO TBK,73.864.631.7-520.716
8112669121535.0,39.613.674.9-946.579,PERUM PRABOWO FIRGANTORO TBK,PERUM PRAB,CV,Berbadan Hukum,Aktif,Gg. Suniaraja No. 942,Bandung,7726,88165,N,Y,API-P,2025-09-11,AKTIF,Y,N,PERUM PRABOWO FIRGANTORO TBK,39.613.674.9-946.579
7842711477320.0,10.170.269.5-249.911,CV Susanti,CV Susanti,CV,Berbadan Hukum,Aktif,Gg. Jamika No. 992,Banjar,9618,50373,N,Y,API-U,2025-10-04,AKTIF,N,Y,CV SUSANTI,10.170.269.5-249.911
7734778485880.0,06.167.567.7-002.842,UD Uwais,UD Uwais,CV,Berbadan Hukum,Aktif,Jl. M.T Haryono No. 67,Salatiga,9152,518,Y,Y,API-P,2025-11-24,AKTIF,N,Y,UD UWAIS,06.167.567.7-002.842
6246719788977.0,82.806.479.6-954.500,UD Prastuti (Persero) Tbk,UD Prastut,CV,Berbadan Hukum,Aktif,Gang Kutai No. 1,Metro,1839,63865,Y,Y,API-P,2026-06-04,AKTIF,Y,N,UD PRASTUTI PERSERO TBK,82.806.479.6-954.500
2559056165565.0,03.334.911.4-152.085,PD Laksmiwati (Persero) Tbk,PD Laksmiw,Koperasi,Berbadan Hukum,Aktif,Jalan Moch. Ramdan No. 843,Bontang,1712,22591,N,N,API-U,2026-03-16,AKTIF,Y,N,PD LAKSMIWATI PERSERO TBK,03.334.911.4-152.085
7698640790569.0,65.917.135.7-852.945,PD Sitompul Latupono,PD Sitompu,CV,Berbadan Hukum,Aktif,Gang Laswi No. 2,Salatiga,8243,3029,N,N,API-U,2025-06-30,AKTIF,Y,Y,PD SITOMPUL LATUPONO,65.917.135.7-852.945
3718344049639.0,19.195.419.8-763.514,CV Usamah Mulyani,CV Usamah ,CV,Berbadan Hukum,Aktif,Jl. Jend. A. Yani No. 28,Bontang,9368,99041,Y,Y,API-U,2026-05-23,AKTIF,Y,N,CV USAMAH MULYANI,19.195.419.8-763.514
4685366498782.0,08.297.374.8-969.083,PD Sudiati Halimah,PD Sudiati,PT,Berbadan Hukum,Aktif,Jl. Tubagus Ismail No. 2,Bima,7068,98425,N,Y,API-P,2025-07-31,AKTIF,N,Y,PD SUDIATI HALIMAH,08.297.374.8-969.083
,24.936.312.3-034.778,Perum Rahayu Hidayat (Persero) Tbk,Perum Raha,Koperasi,Berbadan Hukum,Aktif,Jalan Dr. Djunjunan No. 388,Gorontalo,8245,29127,N,N,API-U,2026-03-20,AKTIF,N,Y,PERUM RAHAYU HIDAYAT PERSERO TBK,24.936.312.3-034.778
6032420448207.0,00.159.416.5-162.319,Perum Mardhiyah,Perum Mard,PT,Berbadan Hukum,Aktif,Gg. Kapten Muslihat No. 980,Magelang,9296,86508,N,Y,API-U,2026-05-08,AKTIF,N,Y,PERUM MARDHIYAH,00.159.416.5-162.319
1898471391559.0,63.632.123.4-764.907,CV Laksmiwati Wibowo Tbk,CV Laksmiw,PT,Berbadan Hukum,Aktif,Jalan Pasir Koja No. 31,Manado,9840,98643,Y,N,API-P,2025-12-31,AKTIF,N,Y,CV LAKSMIWATI WIBOWO TBK,63.632.123.4-764.907
5158673425754.0,09.003.486.4-518.376,PT Permata,PT Permata,Koperasi,Berbadan Hukum,Aktif,Gg. Suryakencana No. 565,Depok,1228,26944,Y,N,API-U,2025-10-15,AKTIF,Y,Y,PT PERMATA,09.003.486.4-518.376
6441343275604.0,17.765.612.4-815.698,Perum Utama Suryatmi Tbk,Perum Utam,PT,Berbadan Hukum,Aktif,Gg. M.H Thamrin No. 7,Sorong,6453,58874,Y,Y,API-U,2026-02-27,AKTIF,N,N,PERUM UTAMA SURYATMI TBK,17.765.612.4-815.698
7002720634591.0,12.382.965.7-724.295,Perum Situmorang Tbk,Perum Situ,PT,Berbadan Hukum,Aktif,Jl. Cihampelas No. 2,Ambon,5716,38658,N,Y,API-P,2026-01-10,AKTIF,Y,N,PERUM SITUMORANG TBK,12.382.965.7-724.295
3165266930089.0,31.734.206.9-694.215,CV Wibisono,CV Wibison,PT,Berbadan Hukum,Aktif,Jl. Waringin No. 6,Bau-Bau,3887,14351,N,N,API-U,2026-06-02,AKTIF,N,Y,CV WIBISONO,31.734.206.9-694.215
9108677133344.0,76.263.934.3-626.204,PD WACANA,PD WACANA,PT,Berbadan Hukum,Aktif,Jl. KH Amin Jasuta No. 70,Batam,5389,84309,N,Y,API-U,2025-09-18,AKTIF,Y,Y,PD WACANA,76.263.934.3-626.204
3973597107256.0,36.694.118.0-053.759,Perum Narpati Wulandari,Perum Narp,Koperasi,Berbadan Hukum,Aktif,Jalan Suryakencana No. 214,Purwokerto,1845,56693,Y,Y,API-U,2025-10-02,AKTIF,Y,N,PERUM NARPATI WULANDARI,36.694.118.0-053.759
489646528092.0,42.875.721.5-862.415,PT Iswahyudi,PT Iswahyu,CV,Berbadan Hukum,Aktif,Gang Pelajar Pejuang No. 937,Kota Administrasi Jakarta Selatan,1823,90426,N,N,API-P,2026-03-06,AKTIF,Y,N,PT ISWAHYUDI,42.875.721.5-862.415
2745644948562.0,57.287.032.0-320.742,Perum Hidayanto,Perum Hida,CV,Berbadan Hukum,Aktif,Jalan Monginsidi No. 89,Mojokerto,8753,76973,N,Y,API-P,2025-11-06,AKTIF,Y,N,PERUM HIDAYANTO,57.287.032.0-320.742
6170758777121.0,51.342.284.9-939.089,PD Zulaika Tbk,PD Zulaika,PT,Berbadan Hukum,Aktif,Jalan Pasirkoja No. 633,Bau-Bau,4058,65880,Y,N,API-U,2025-07-07,AKTIF,N,N,PD ZULAIKA TBK,51.342.284.9-939.089
6137150416591.0,52.017.774.9-050.975,CV Suwarno (Persero) Tbk,CV Suwarno,Koperasi,Berbadan Hukum,Aktif,Jalan M.H Thamrin No. 755,Probolinggo,3218,94237,N,Y,API-P,2026-01-08,AKTIF,Y,Y,CV SUWARNO PERSERO TBK,52.017.774.9-050.975
3045018961642.0,36.103.266.4-214.764,CV Permadi Saptono,CV Permadi,Koperasi,Berbadan Hukum,Aktif,Jl. Pacuan Kuda No. 5,Banjarbaru,3251,11179,Y,Y,API-P,2026-05-18,AKTIF,Y,Y,CV PERMADI SAPTONO,36.103.266.4-214.764
5158377674996.0,16.592.661.0-857.327,Perum Gunarto,Perum Guna,Koperasi,Berbadan Hukum,Aktif,Gang Yos Sudarso No. 4,Kupang,9738,28463,Y,N,API-U,2026-05-20,AKTIF,Y,N,PERUM GUNARTO,16.592.661.0-857.327
8147617422438.0,64.908.108.1-866.179,PT Novitasari Anggraini,PT Novitas,CV,Berbadan Hukum,Aktif,Gg. Suniaraja No. 2,Depok,5251,18750,N,Y,API-U,2026-04-26,AKTIF,N,N,PT NOVITASARI ANGGRAINI,64.908.108.1-866.179
5491801722601.0,64.597.794.5-232.194,CV Wibowo,CV Wibowo,Koperasi,Berbadan Hukum,Aktif,Gang Kendalsari No. 28,Cilegon,2842,34795,N,Y,API-U,2026-06-06,AKTIF,Y,N,CV WIBOWO,64.597.794.5-232.194
6800610277697.0,49.956.412.2-031.030,CV MANDASARI TBK,CV MANDASA,PT,Berbadan Hukum,Aktif,Gang Siliwangi No. 47,Bandung,4528,92931,N,N,API-U,2026-05-08,AKTIF,Y,N,CV MANDASARI TBK,49.956.412.2-031.030
7236831472760.0,12.277.707.9-334.960,CV Puspita Tbk,CV Puspita,CV,Berbadan Hukum,Aktif,Jl. Jakarta No. 02,Depok,6569,72885,Y,Y,API-U,2025-10-07,AKTIF,N,N,CV PUSPITA TBK,12.277.707.9-334.960
166799840767.0,89.973.080.6-958.146,UD Ramadan Purwanti (Persero) Tbk,UD Ramadan,CV,Berbadan Hukum,Aktif,Jl. Cikutra Barat No. 471,Kupang,8855,54558,N,Y,API-U,2025-08-19,AKTIF,Y,Y,UD RAMADAN PURWANTI PERSERO TBK,89.973.080.6-958.146
1795760243757.0,38.395.972.4-665.729,UD DAMANIK TBK,UD DAMANIK,CV,Berbadan Hukum,Aktif,Jalan Joyoboyo No. 8,Padang Sidempuan,4494,45587,N,Y,API-P,2025-08-28,AKTIF,N,N,UD DAMANIK TBK,38.395.972.4-665.729
4172232971674.0,33.800.545.2-280.156,PT Wibowo Susanti Tbk,PT Wibowo ,PT,Berbadan Hukum,Aktif,Jl. KH Amin Jasuta No. 69,Banda Aceh,2967,11253,Y,Y,API-P,2025-10-03,AKTIF,Y,Y,PT WIBOWO SUSANTI TBK,33.800.545.2-280.156
9318374550842.0,89.107.711.9-918.081,UD Yolanda Tbk,UD Yolanda,PT,Berbadan Hukum,Aktif,Gang Cempaka No. 98,Surabaya,3836,62202,Y,N,API-P,2025-12-01,AKTIF,Y,N,UD YOLANDA TBK,89.107.711.9-918.081
1352478712552.0,13.760.375.4-821.456,UD Hutapea Pranowo,UD Hutapea,PT,Berbadan Hukum,Aktif,Jalan Dipenogoro No. 780,Pekalongan,7008,68114,Y,Y,API-U,2026-03-23,AKTIF,N,Y,UD HUTAPEA PRANOWO,13.760.375.4-821.456
3286326667850.0,72.081.155.6-260.602,PT Yolanda Wibisono,PT Yolanda,CV,Berbadan Hukum,Aktif,Jl. Peta No. 22,Probolinggo,2047,557,N,N,API-P,2026-04-27,AKTIF,Y,Y,PT YOLANDA WIBISONO,72.081.155.6-260.602
8466845504892.0,67.389.975.6-341.085,Perum Saputra Pudjiastuti Tbk,Perum Sapu,CV,Berbadan Hukum,Aktif,Gg. Medokan Ayu No. 9,Bandung,7489,88457,Y,Y,API-U,2026-01-09,AKTIF,N,Y,PERUM SAPUTRA PUDJIASTUTI TBK,67.389.975.6-341.085
2884318848520.0,08.943.468.1-054.851,PT Handayani Samosir,PT Handaya,CV,Berbadan Hukum,Aktif,Gang Jakarta No. 00,Tarakan,1882,54780,N,Y,API-U,2026-03-10,AKTIF,N,N,PT HANDAYANI SAMOSIR,08.943.468.1-054.851
1749075399893.0,54.492.683.1-589.357,PD SALAHUDIN ANGGRIAWAN TBK,PD SALAHUD,PT,Berbadan Hukum,Aktif,Jl. M.H Thamrin No. 36,Salatiga,2705,63266,Y,Y,API-U,2026-05-09,AKTIF,Y,Y,PD SALAHUDIN ANGGRIAWAN TBK,54.492.683.1-589.357
2661106273715.0,86.988.649.7-677.622,UD Hutapea Anggraini,UD Hutapea,CV,Berbadan Hukum,Aktif,Gang Suryakencana No. 8,Metro,9386,63122,Y,N,API-U,2026-03-28,AKTIF,N,N,UD HUTAPEA ANGGRAINI,86.988.649.7-677.622
2772881377028.0,51.961.159.4-082.154,PT Uyainah Tbk,PT Uyainah,CV,Berbadan Hukum,Aktif,Gang Kebonjati No. 02,Bukittinggi,7235,80214,Y,N,API-P,2026-05-19,AKTIF,N,N,PT UYAINAH TBK,51.961.159.4-082.154
4470229604432.0,70.185.106.7-949.756,CV Farida (Persero) Tbk,CV Farida ,CV,Berbadan Hukum,Aktif,Jl. Antapani Lama No. 35,Sukabumi,8886,47570,Y,N,API-U,2026-02-21,AKTIF,Y,N,CV FARIDA PERSERO TBK,70.185.106.7-949.756
9228777251996.0,63.658.074.1-209.481,PT Maulana (Persero) Tbk,PT Maulana,CV,Berbadan Hukum,Aktif,Jalan R.E Martadinata No. 23,Palembang,2495,60136,N,Y,API-U,2026-05-20,AKTIF,N,N,PT MAULANA PERSERO TBK,63.658.074.1-209.481
3989098378018.0,20.433.971.8-956.907,CV Firmansyah Napitupulu Tbk,CV Firmans,Koperasi,Berbadan Hukum,Aktif,Gg. Sukajadi No. 4,Batam,1481,20881,Y,Y,API-U,2025-12-06,AKTIF,Y,Y,CV FIRMANSYAH NAPITUPULU TBK,20.433.971.8-956.907
5626085641118.0,24.224.124.6-209.520,PD Uyainah Tbk,PD Uyainah,Koperasi,Berbadan Hukum,Aktif,Jalan Otto Iskandardinata No. 136,Depok,2058,2491,N,Y,API-P,2025-06-23,AKTIF,N,N,PD UYAINAH TBK,24.224.124.6-209.520
4615265461033.0,99.378.861.4-057.861,CV Anggriawan Gunarto Tbk,CV Anggria,PT,Berbadan Hukum,Aktif,Jalan Pacuan Kuda No. 719,Gorontalo,9032,528,Y,Y,API-U,2026-05-01,AKTIF,N,N,CV ANGGRIAWAN GUNARTO TBK,99.378.861.4-057.861
630489138249.0,67.183.258.2-386.870,CV Laksita,CV Laksita,CV,Berbadan Hukum,Aktif,Gang Cempaka No. 3,Banjarmasin,1116,65240,Y,Y,API-P,2025-08-08,AKTIF,N,N,CV LAKSITA,67.183.258.2-386.870
,98.402.891.4-161.284,PD Purwanti Sihombing Tbk,PD Purwant,CV,Berbadan Hukum,Aktif,Gg. Raya Ujungberung No. 7,Prabumulih,8177,98218,Y,Y,API-U,2026-04-13,AKTIF,Y,N,PD PURWANTI SIHOMBING TBK,98.402.891.4-161.284
3985547435537.0,95.020.970.0-268.768,PD Sihombing Saptono,PD Sihombi,CV,Berbadan Hukum,Aktif,Jalan KH Amin Jasuta No. 6,Banjarbaru,2429,9593,N,Y,API-U,2025-08-11,AKTIF,N,N,PD SIHOMBING SAPTONO,95.020.970.0-268.768
1807156956201.0,75.370.304.5-319.433,PT Wahyuni Tbk,PT Wahyuni,CV,Berbadan Hukum,Aktif,Jalan Kendalsari No. 56,Sabang,9190,11810,Y,Y,API-U,2026-01-31,AKTIF,N,Y,PT WAHYUNI TBK,75.370.304.5-319.433
5047930361498.0,72.839.992.1-921.249,CV Firmansyah Pangestu,CV Firmans,CV,Berbadan Hukum,Aktif,Jalan Dipenogoro No. 967,Pagaralam,4834,5391,Y,N,API-U,2025-11-07,AKTIF,N,N,CV FIRMANSYAH PANGESTU,72.839.992.1-921.249
8430894870605.0,66.418.775.8-030.468,CV Yolanda,CV Yolanda,PT,Berbadan Hukum,Aktif,Gg. KH Amin Jasuta No. 586,Denpasar,8454,9480,N,N,API-P,2025-11-30,AKTIF,N,N,CV YOLANDA,66.418.775.8-030.468
5063519036133.0,25.411.076.0-954.317,UD Hutagalung,UD Hutagal,PT,Berbadan Hukum,Aktif,Jl. Moch. Ramdan No. 6,Tegal,5005,38392,Y,N,API-U,2026-05-13,AKTIF,Y,Y,UD HUTAGALUNG,25.411.076.0-954.317
5058319971791.0,10.065.120.7-049.611,PT Uyainah Permata Tbk,PT Uyainah,Koperasi,Berbadan Hukum,Aktif,Jalan Jend. A. Yani No. 868,Dumai,2014,28975,N,N,API-P,2025-08-26,AKTIF,Y,N,PT UYAINAH PERMATA TBK,10.065.120.7-049.611
8046619639907.0,67.699.150.7-859.311,Perum Simbolon Tbk,Perum Simb,CV,Berbadan Hukum,Aktif,Gang Rungkut Industri No. 983,Pematangsiantar,1301,84577,N,N,API-P,2025-08-07,AKTIF,Y,N,PERUM SIMBOLON TBK,67.699.150.7-859.311
9193928456797.0,23.200.249.6-854.982,PT Firmansyah Suryono (Persero) Tbk,PT Firmans,PT,Berbadan Hukum,Aktif,Jalan Rajawali Barat No. 350,Balikpapan,3515,88899,N,Y,API-P,2025-07-31,AKTIF,N,Y,PT FIRMANSYAH SURYONO PERSERO TBK,23.200.249.6-854.982
7495450892038.0,80.653.331.5-377.959,PT Firgantoro Haryanti,PT Firgant,Koperasi,Berbadan Hukum,Aktif,Jl. Pasirkoja No. 93,Bogor,6599,44196,Y,N,API-U,2025-10-15,AKTIF,N,N,PT FIRGANTORO HARYANTI,80.653.331.5-377.959
