ID_PERUSAHAAN,NIB,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,STATUS_NIB
C000127,5135521570433,15.410.067.6-267.658,CV Suryatmi Uyainah,Gang Dipatiukur No. 12,Banjarmasin,7249,75304,+62 (63) 444-3596,KEDUA-DUANYA,8477982587,5371564153,2024-10-11,AKTIF
C000128,1793271040541,15.262.181.5-997.062,CV Hassanah Santoso Tbk,Gg. Suryakencana No. 30,Sukabumi,8213,74268,+62 (0587) 012 0424,EKSPORTIR,6670633119,1611955309,2023-10-14,AKTIF
C000129,2015336884443,10.698.720.5-061.497,PT Uyainah Tbk,Jl. HOS. Cokroaminoto No. 27,Jambi,4371,68783,(090) 912-3753,IMPORTIR,4037791703,7930618920,2023-06-16,AKTIF
C000130,1032417146774,18.625.652.7-047.743,Perum Hutapea Novitasari,Jalan Ahmad Yani No. 088,Purwokerto,5500,98225,+62 (0976) 039 6702,KEDUA-DUANYA,2072162474,2468473255,2025-05-23,AKTIF
C000131,9021158693806,86.879.374.1-608.989,Zulaika Putra Tbk,Jalan Erlangga No. 867,Kota Administrasi Jakarta Barat,3515,87406,(052) 405 5364,IMPORTIR,9905367912,0720957890,2024-07-03,AKTIF
C000132,1722332061632,94.511.686.8-548.709,PT Pratama (Persero) Tbk,Gang Cikutra Timur No. 0,Tanjungpinang,9661,70462,0875403648,EKSPORTIR,0819968445,6578174420,2024-08-07,AKTIF
C000133,6162299911914,85.646.799.7-024.629,PD Wahyudin Wibowo,Gang Ciwastra No. 8,Bitung,7681,51286,+62 (977) 385-4662,KEDUA-DUANYA,5155674092,0167599300,2023-11-10,AKTIF
C000134,0653074505444,71.324.754.6-913.736,Adriansyah Damanik,Gang Jayawijaya No. 33,Kediri,9037,52431,(006) 679-9864,IMPORTIR,4058067091,4465484000,2024-09-06,AKTIF
C000135,8508214862890,233030705345786,PD Susanti,Jl. Cikutra Timur No. 907,Blitar,3129,30673,+62 (949) 722-0429,KEDUA-DUANYA,6454976834,8752560489,2024-07-21,AKTIF
C000136,0357972798552,41.406.029.3-333.468,PT Mandala Mardhiyah,Gg. Joyoboyo No. 5,Denpasar,1428,42836,+62 (69) 920-6661,IMPORTIR,5760138079,5118121652,2024-05-27,AKTIF
C000137,0722903494466,57.437.489.6-910.858,UD Halim (Persero) Tbk,Jalan Sentot Alibasa No. 6,Cirebon,5731,66246,+62-569-992-9983,IMPORTIR,5959043150,7174164776,2023-11-24,AKTIF
C000138,4171545444328,30.965.207.4-466.609,Perum Kusmawati Permadi,Jalan Rawamangun No. 866,Tomohon,4211,63435,0876887779,IMPORTIR,0323197670,2546168444,2023-11-02,AKTIF
C000139,5387584282417,24.825.135.3-465.549,PD Uwais,Jl. Pasteur No. 99,Palangkaraya,5917,13983,+62-41-348-2084,KEDUA-DUANYA,8924418328,1137244792,2025-05-05,AKTIF
C000140,7170999173816,84.602.235.6-972.521,CV Sitorus Sihombing (Persero) Tbk,Jl. Ronggowarsito No. 936,Bengkulu,9088,85467,+62 (398) 391 2260,KEDUA-DUANYA,1448940094,6584639248,2023-07-02,AKTIF
C000141,5250074329271,29.666.676.0-083.505,UD Rajata Tbk,Jalan Waringin No. 35,Batam,9800,60932,+62 (0407) 629-1430,IMPORTIR,7376764973,7805342519,2025-04-16,AKTIF
C000142,3003354216894,21.044.789.8-562.575,UD Puspasari,Jalan Kiaracondong No. 36,Tegal,4187,78547,+62 (034) 103 8975,IMPORTIR,8974767666,0919193526,2023-10-06,AKTIF
C000143,2603323098215,06.489.090.1-001.676,PD Narpati Thamrin (Persero) Tbk,Jalan R.E Martadinata No. 0,Blitar,3124,10062,+62-099-865-6422,KEDUA-DUANYA,9317697085,6759105639,2024-01-26,AKTIF
C000144,8472304618499,26.189.141.1-739.348,PT Maryadi Anggriawan,Gang Cikutra Barat No. 9,Magelang,4404,70088,+62 (08) 235 3097,IMPORTIR,4477714057,7025015544,2024-05-06,AKTIF
C000145,5642087375300,11.972.181.1-437.447,PT Budiyanto Nuraini Tbk,Gg. Jend. Sudirman No. 182,Sibolga,1920,39845,+62 (094) 896-2980,KEDUA-DUANYA,9857525637,4484555766,2024-10-26,AKTIF
C000146,1204556110022,55.794.155.2-166.746,PD Hutapea Tbk,Jalan Merdeka No. 10,Padang,8935,66687,0820175307,IMPORTIR,0509530727,7282769588,2024-09-30,AKTIF
C000147,6212021697972,96.590.277.1-670.145,PT Narpati,Gang H.J Maemunah No. 91,Padang Sidempuan,1302,33974,+62 (086) 957-2404,EKSPORTIR,2660366980,2764482943,2023-12-19,AKTIF
C000148,8993588916375,62.890.028.7-721.753,PT Setiawan,Gg. Asia Afrika No. 926,Pasuruan,6521,42939,+62 (0125) 313 7956,KEDUA-DUANYA,6165377784,2471649191,2023-08-24,AKTIF
C000149,4083866317797,17.751.701.6-608.801,Perum Sitompul Winarno (Persero) Tbk,Jalan Dipenogoro No. 31,Banjarbaru,6090,99965,(0773) 217-5036,EKSPORTIR,0725925016,9156978079,2023-08-15,AKTIF
C000150,8837550375899,75.711.305.5-488.510,UD Hartati,Gg. M.H Thamrin No. 62,Banjar,3789,19431,+62 (59) 991 9387,IMPORTIR,0813349023,7432692494,2023-11-07,AKTIF
C000151,7261493316373,51.609.177.9-827.080,UD Mangunsong,Gg. Raya Setiabudhi No. 11,Palu,8191,47541,+62-034-244-4748,KEDUA-DUANYA,9599112946,4031182879,2024-09-24,AKTIF
C000152,9782922169958,66.934.654.7-226.984,PT Nashiruddin Astuti,Jalan Astana Anyar No. 581,Kota Administrasi Jakarta Timur,6243,60466,(0607) 862-3510,KEDUA-DUANYA,5112033905,9666942394,2024-11-28,AKTIF
C000153,8333945228851,58.799.684.6-081.062,Perum Prasasta,Jalan HOS. Cokroaminoto No. 44,Padang Sidempuan,1969,21264,+62 (191) 708 5173,EKSPORTIR,5428846377,3485030277,2024-11-01,AKTIF
C000154,0342442043805,719838638406665,UD Laksmiwati Hutagalung Tbk,Gg. Kutisari Selatan No. 3,Prabumulih,1981,12406,+62 (145) 634-0918,EKSPORTIR,9316250553,2679924483,2025-02-16,AKTIF
C000155,0439735989334,72.122.816.0-648.422,Perum Wibowo Tbk,Gang Suryakencana No. 2,Pekanbaru,5278,59375,+62-55-811-5744,KEDUA-DUANYA,7793889491,2867287747,2024-12-18,AKTIF
C000156,0572025909479,85.158.328.1-826.886,PD Simanjuntak Siregar,Gg. Sukabumi No. 65,Surakarta,2606,93982,+62 (391) 607-7004,IMPORTIR,4076296965,2415731802,2023-06-18,AKTIF
C000157,5335554398780,157399305616484,PD Pranowo,Jalan Tubagus Ismail No. 7,Balikpapan,1504,43426,+62 (0541) 840-3982,IMPORTIR,7191294337,0265781496,2023-10-26,AKTIF
C000158,8588770435811,288013361386120,PT Hassanah Rahimah Tbk,Jalan Siliwangi No. 8,Probolinggo,8623,13529,+62-39-662-0385,KEDUA-DUANYA,3531101584,5673137001,2025-05-20,AKTIF
C000159,5011024819346,67.665.061.8-091.901,Perum Yuliarti,Gang Dr. Djunjunan No. 143,Tangerang Selatan,6960,75679,+62 (0078) 802 6529,IMPORTIR,1756073021,7373397010,2024-12-03,AKTIF
C000160,8144914766072,83.268.424.5-088.210,UD Dongoran Laksmiwati,Gang Ciwastra No. 254,Bekasi,1182,73875,(046) 933 3562,IMPORTIR,6218922400,6138654966,2023-11-12,AKTIF
C000161,9968814353682,22.394.312.9-087.814,Farida Hartati Tbk,Jalan Gardujati No. 512,Depok,2203,82825,(0440) 880 6708,IMPORTIR,4358047118,0045015311,2024-12-20,AKTIF
C000162,4139755231491,35.775.949.2-995.562,PD Pradipta Waskita (Persero) Tbk,Gang Astana Anyar No. 9,Banjar,1179,79660,+62 (01) 991-8431,KEDUA-DUANYA,6027693477,9660548562,2023-08-20,AKTIF
C000163,5336452577754,78.129.142.8-341.108,CV Setiawan Haryanto,Gg. Raya Ujungberung No. 714,Tangerang Selatan,1611,85969,+62 (66) 115 8485,IMPORTIR,2464069486,1754182771,2024-08-18,AKTIF
C000164,9969308488725,63.942.788.1-658.039,Perum Latupono Tampubolon Tbk,Gg. Kendalsari No. 1,Makassar,3817,51341,+62 (63) 211-9604,IMPORTIR,6058019755,7082678650,2024-05-28,AKTIF
C000165,8272299275037,314530385677005,UD Megantara Melani,Jalan Joyoboyo No. 62,Bontang,2791,82827,+62-53-970-7745,EKSPORTIR,4294267088,0501513786,2024-12-13,AKTIF
C000166,8449892665918,46.386.557.7-908.272,CV Nashiruddin Tbk,Gg. Antapani Lama No. 23,Kupang,4868,88767,(0082) 317-1461,EKSPORTIR,9704241698,1420768170,2025-03-10,AKTIF
C000167,1843222591365,17.773.926.0-302.992,PD Lestari Marbun (Persero) Tbk,Gg. BKR No. 38,Tegal,3307,27978,+62-0946-766-2623,IMPORTIR,6597239766,1054171500,2024-02-18,AKTIF
C000168,8092024286990,413797723692929,Perum Latupono,Jalan Cempaka No. 3,Ambon,9469,13407,+62 (302) 618-4025,EKSPORTIR,5180077842,8455761867,2024-06-21,AKTIF
C000169,4257991366210,38.862.912.7-990.881,UD Irawan Tbk,Jalan Kutai No. 5,Ambon,2626,29233,+62-686-050-6306,IMPORTIR,1922834914,3092152725,2024-04-12,AKTIF
C000170,7298068650863,76.599.162.4-731.498,Perum Tampubolon,Gg. PHH. Mustofa No. 94,Palangkaraya,7795,26042,+62-50-281-6409,EKSPORTIR,4089120599,4476988012,2024-08-06,AKTIF
C000171,4300981806356,51.269.448.6-959.463,CV Maulana Sinaga,Gang Ir. H. Djuanda No. 4,Balikpapan,7870,67116,+62-909-120-3025,IMPORTIR,0836108802,5701620637,2023-09-23,AKTIF
C000172,8872588744956,21.372.138.6-589.026,UD Hasanah Tbk,Jl. Erlangga No. 5,Sibolga,1186,86363,+62 (0523) 759 7953,KEDUA-DUANYA,5915167616,6296586360,2025-04-06,AKTIF
C000173,1279611435190,66.984.902.7-703.843,UD Sinaga Suryono Tbk,Gang Cikapayang No. 170,Samarinda,1650,27706,+62 (60) 098-6027,EKSPORTIR,8732092254,5080694097,2024-03-06,AKTIF
C000174,9883920530214,65.669.380.1-184.895,CV Yulianti Sihombing,Jalan Suryakencana No. 41,Kupang,6793,20643,+62 (449) 205 4894,KEDUA-DUANYA,8718341000,6658484393,2024-11-29,AKTIF
C000175,4393769042681,81.845.184.8-947.697,PT Kuswoyo Adriansyah (Persero) Tbk,Jl. Kutai No. 870,Magelang,5085,51627,+62-0811-808-1896,IMPORTIR,3560897064,9375904479,2024-03-06,AKTIF
C000176,5779071416335,65.880.434.1-651.827,CV Winarno,Jl. Raya Setiabudhi No. 42,Pontianak,6242,22189,+62-445-662-2952,KEDUA-DUANYA,8304702789,0276451300,2023-09-13,AKTIF
C000177,5394237333433,339521117908075,Perum Yulianti,Gang Lembong No. 2,Singkawang,6267,97311,(0056) 603-6162,IMPORTIR,9857547388,0842740628,2024-02-05,AKTIF
C000178,7947284639208,678085627187500,Rahmawati Winarno,Gang HOS. Cokroaminoto No. 413,Bandar Lampung,4552,04389,(0047) 266 0235,IMPORTIR,5532052851,5501352471,2025-02-20,AKTIF
C000179,6915594284347,95.527.636.5-564.729,PD Sihombing Yuliarti,Gg. Sukajadi No. 379,Mataram,3248,80552,085 015 3017,KEDUA-DUANYA,5051391841,8051412007,2023-12-05,AKTIF
C000180,9314386632270,26.728.857.4-489.061,Perum Andriani Utama (Persero) Tbk,Jl. Kutai No. 043,Pagaralam,3776,06848,(0156) 058-7905,KEDUA-DUANYA,5156993327,6926899473,2023-09-18,AKTIF
C000181,0347175455884,50.615.939.9-824.558,PD Wacana Hutasoit (Persero) Tbk,Gg. Ciwastra No. 3,Kota Administrasi Jakarta Pusat,9087,85691,+62 (0133) 954-7940,KEDUA-DUANYA,2523906056,3607124137,2024-12-12,AKTIF
C000182,7169472256996,11.253.554.4-964.759,PD Permadi (Persero) Tbk,Gg. Gardujati No. 99,Kota Administrasi Jakarta Selatan,9635,42102,+62 (315) 790-5719,IMPORTIR,5819366943,6436531459,2025-06-04,AKTIF
C000183,7622023413261,11.780.068.1-149.216,CV Mandasari,Jalan Soekarno Hatta No. 410,Tual,6168,64814,089 866 4693,KEDUA-DUANYA,1508951463,1879897633,2024-05-08,AKTIF
C000184,3347228200557,78.487.282.9-979.688,PD Hasanah,Gg. Ahmad Yani No. 524,Meulaboh,6173,91380,+62 (083) 359-7487,IMPORTIR,4233388319,6025092704,2024-04-12,AKTIF
C000185,5783174564240,08.254.780.7-740.649,Prasasta,Gang Sukajadi No. 208,Medan,4888,35365,(0023) 771 8430,KEDUA-DUANYA,6668470726,0275789663,2025-02-24,AKTIF
C000186,0853686632663,41.638.944.8-463.122,PT Pertiwi Tbk,Jalan Merdeka No. 0,Salatiga,5844,17445,+62 (20) 956-7333,EKSPORTIR,3808823309,7019982477,2025-03-31,AKTIF
C000187,1797497350208,02.144.270.3-120.735,Perum Hasanah,Jalan PHH. Mustofa No. 4,Tanjungbalai,7985,75973,(0323) 964-4028,KEDUA-DUANYA,6210986367,8281689600,2025-05-25,AKTIF
C000188,4757051204618,72.346.013.6-730.371,CV Ardianto Wasita,Gg. KH Amin Jasuta No. 0,Madiun,9638,06413,+62-0267-699-2427,KEDUA-DUANYA,8127904252,8465806817,2024-06-11,AKTIF
C000189,3764520881474,35.031.365.0-249.163,PD Lestari Halim,Jalan Cihampelas No. 865,Solok,1246,19182,+62 (38) 520-2320,KEDUA-DUANYA,9979703108,0834809854,2024-08-29,AKTIF
C000190,0979251327195,00.528.127.3-585.730,PT Rahayu Purnawati (Persero) Tbk,Jl. PHH. Mustofa No. 56,Kota Administrasi Jakarta Pusat,7289,57431,+62-16-933-2844,KEDUA-DUANYA,0483346586,7260213180,2023-09-25,AKTIF
C000191,5240778487392,85.574.982.1-827.448,CV Padmasari Kurniawan,Jl. Cihampelas No. 56,Langsa,7114,85374,(0199) 829-0755,EKSPORTIR,0599743087,8037825371,2025-04-09,AKTIF
C000192,7086209593518,63.878.294.5-651.181,UD Lazuardi Iswahyudi (Persero) Tbk,Jl. Raya Ujungberung No. 135,Magelang,1817,80442,+62 (0526) 075 6999,KEDUA-DUANYA,7041557813,7314217562,2023-08-02,AKTIF
C000193,2203173109678,99.405.391.0-371.705,PD Hartati,Gg. Dr. Djunjunan No. 100,Purwokerto,7914,23651,+62-0100-643-3226,KEDUA-DUANYA,4331782730,5976620840,2024-10-07,AKTIF
C000194,5094801413811,38.633.839.2-886.195,PT Damanik (Persero) Tbk,Jalan Dipatiukur No. 10,Blitar,8615,02966,(0777) 331-6806,EKSPORTIR,4015774662,1997856525,2024-04-17,AKTIF
C000195,6122868528975,58.556.659.3-983.684,PT Wibowo Zulaika Tbk,Jalan K.H. Wahid Hasyim No. 47,Tegal,6998,09993,(0070) 385-0360,EKSPORTIR,5866729299,0722679406,2024-02-25,AKTIF
C000196,7760049082404,33.504.888.9-921.075,PD Zulkarnain Tbk,Gg. Sukajadi No. 638,Cimahi,3657,80657,084 241 0740,EKSPORTIR,1382738688,3392389862,2023-09-20,AKTIF
C000197,2459334419693,15.727.919.4-096.105,UD Pratiwi Mardhiyah Tbk,Jalan Astana Anyar No. 93,Kota Administrasi Jakarta Timur,6800,40785,+62-67-582-6762,KEDUA-DUANYA,8629661035,6574808437,2024-03-24,AKTIF
C000198,6613906048058,92.583.206.7-998.136,CV Januar Prayoga,Jalan Merdeka No. 6,Palangkaraya,5847,22395,+62 (00) 363-8564,KEDUA-DUANYA,2627350600,1266460961,2024-04-24,AKTIF
C000199,6225179086416,86.227.837.6-938.983,Perum Dabukke Tbk,Gg. R.E Martadinata No. 27,Kotamobagu,5070,10393,(0459) 793 1839,IMPORTIR,0091665954,5430017846,2024-12-03,AKTIF
C000200,1465911665535,59.042.597.9-270.335,Perum Kuswandari,Jalan Gegerkalong Hilir No. 25,Tidore Kepulauan,3655,02921,0849149860,EKSPORTIR,2052258987,3073216656,2024-09-09,AKTIF
C000201,1103924051477,05.383.388.4-879.206,PT Wahyudin Tbk,Gang Raya Ujungberung No. 267,Lubuklinggau,9731,28953,+62-49-326-6432,IMPORTIR,8611713402,5006422764,2023-09-20,AKTIF
C000202,0420439407016,45.104.636.8-157.981,PD Samosir Sihombing,Jl. Joyoboyo No. 90,Semarang,4154,95939,+62 (0612) 128 9811,KEDUA-DUANYA,6526505347,7411602859,2024-02-20,AKTIF
C000203,3878003845762,05.554.384.0-460.843,PD Megantara,Jl. Sentot Alibasa No. 21,Sabang,3585,70433,+62 (340) 012 7622,KEDUA-DUANYA,8755987592,0415528230,2025-05-16,AKTIF
C000204,5621689363926,49.578.232.9-832.482,UD Rajasa,Jalan Sukajadi No. 62,Semarang,8146,76586,084 742 2567,EKSPORTIR,3032977444,3329457867,2025-01-09,AKTIF
C000205,2925188125205,66.474.231.2-209.949,PD Permata,Gg. Ciumbuleuit No. 405,Batam,4883,11526,088 822 3788,IMPORTIR,4772464972,8341906710,2024-10-26,AKTIF
C000206,9330517289752,67.722.330.6-046.333,Pudjiastuti Iswahyudi,Jalan Bangka Raya No. 2,Banjarmasin,2183,20153,+62 (841) 680 6134,EKSPORTIR,2982993164,2128265859,2024-08-30,AKTIF
C000207,2797573660965,69.998.808.1-770.388,PD Puspasari Namaga,Gang Moch. Toha No. 069,Padang,7581,20506,+62 (0799) 846-0586,IMPORTIR,4891055799,9158434565,2024-11-24,AKTIF
C000208,0868034764472,64.908.277.1-812.982,UD Wijayanti,Jl. Astana Anyar No. 241,Solok,7540,14677,+62 (0963) 830 9723,IMPORTIR,4344070806,3139594357,2024-04-11,AKTIF
C000209,6570279371452,11.175.186.8-926.860,PT Yuniar Tbk,Gang Soekarno Hatta No. 704,Banjarbaru,3899,74349,0809261662,EKSPORTIR,9073128211,1264218154,2023-06-15,AKTIF
C000210,5922220644742,12.309.407.7-780.973,CV Widiastuti,Gg. R.E Martadinata No. 93,Padangpanjang,4653,68687,+62 (557) 864 5786,KEDUA-DUANYA,3770705070,9506263276,2024-02-15,AKTIF
C000211,9776719903849,83.022.050.2-099.451,PD Salahudin Hutapea,Jl. Gedebage Selatan No. 22,Tomohon,1903,32061,+62 (751) 247-6400,IMPORTIR,2657207980,4707893798,2023-07-20,AKTIF
C000212,1622499982795,01.455.616.8-147.214,CV Utami Maulana Tbk,Jl. Sukajadi No. 6,Pontianak,6493,48709,(0586) 824 0516,KEDUA-DUANYA,3999636918,4544198385,2024-04-02,AKTIF
C000213,8683390198179,46.954.899.5-299.787,PT Agustina Maryadi (Persero) Tbk,Jl. Peta No. 5,Kota Administrasi Jakarta Pusat,9169,46799,+62 (122) 444 1899,KEDUA-DUANYA,2629016515,9952747871,2024-06-10,AKTIF
C000214,2934301071396,60.558.303.4-414.488,PT Natsir Saefullah Tbk,Jalan Suniaraja No. 30,Ambon,6407,45054,+62 (33) 868 6083,IMPORTIR,1793134756,1961765021,2025-03-20,AKTIF
C000215,0155699023557,70.272.785.7-608.495,UD Lestari (Persero) Tbk,Gg. Cempaka No. 46,Parepare,9879,37367,+62-017-036-3094,IMPORTIR,7864995870,0512538063,2025-02-28,AKTIF
C000216,0395512405682,99.629.145.0-461.735,Mulyani (Persero) Tbk,Gang HOS. Cokroaminoto No. 9,Bukittinggi,8504,23303,+62-860-205-0898,IMPORTIR,7693287927,4622689753,2023-11-30,AKTIF
C000217,4384215031780,78.235.784.5-218.230,PD Hardiansyah,Gg. Soekarno Hatta No. 86,Sibolga,8626,03579,+62 (0134) 909 6197,KEDUA-DUANYA,4387207579,3144494199,2024-09-15,AKTIF
C000218,6810409157018,40.943.533.4-485.714,CV Kusmawati Rahmawati Tbk,Gg. Dipatiukur No. 06,Samarinda,3546,29333,(0245) 284-1356,KEDUA-DUANYA,6243840927,7157368507,2024-09-25,AKTIF
C000219,2410988138585,42.493.214.9-587.020,UD Yulianti Wasita,Gg. Gegerkalong Hilir No. 2,Pontianak,8812,34944,+62-45-073-5674,IMPORTIR,5110318672,0759144566,2024-07-09,AKTIF
C000220,0160166299795,45.381.792.1-717.477,PD Tampubolon Haryanti Tbk,Gang Tebet Barat Dalam No. 9,Samarinda,4896,91085,+62 (739) 405 9802,EKSPORTIR,7601504340,1026557647,2024-11-01,AKTIF
C000221,3294562557701,71.577.245.9-928.161,UD Kurniawan Tbk,Gang KH Amin Jasuta No. 44,Ambon,6439,32830,+62 (94) 420-3158,EKSPORTIR,5732977410,5068590233,2024-09-18,AKTIF
C000222,8148769639382,76.153.966.9-583.219,UD Zulaika Mandala (Persero) Tbk,Gang Veteran No. 60,Magelang,9072,53875,084 907 3420,EKSPORTIR,2147061653,7305342890,2023-12-03,AKTIF
C000223,1997581724619,196570132902278,CV Wahyuni (Persero) Tbk,Gg. Gegerkalong Hilir No. 4,Salatiga,5875,51353,(0774) 867 5951,EKSPORTIR,2930961507,1066169036,2024-10-31,AKTIF
C000224,6997335494651,90.986.240.5-800.851,PD Sitompul Tbk,Gang Gedebage Selatan No. 09,Batam,5723,73816,086 482 3088,IMPORTIR,4117977963,1994670996,2025-01-16,AKTIF
C000225,0369656666832,72.386.562.4-220.102,PD Habibi (Persero) Tbk,Gg. Tubagus Ismail No. 7,Sibolga,9074,52175,+62 (868) 419 6233,EKSPORTIR,1229830878,8477988824,2023-10-18,AKTIF
C000226,6212679692786,87.653.269.0-973.846,UD Usada Hakim,Gang Laswi No. 927,Bandar Lampung,7112,29666,+62 (869) 427-6748,KEDUA-DUANYA,6862748230,0971547595,2023-11-19,AKTIF
C000227,0097519712847,81.891.371.8-949.058,PD Winarno Ardianto (Persero) Tbk,Jalan Raya Ujungberung No. 3,Palembang,1276,03354,+62-066-293-1518,IMPORTIR,6721156781,4082824649,2025-05-27,AKTIF
C000228,7787956544209,49.407.929.0-490.471,PT Winarno Mardhiyah,Jl. Cihampelas No. 47,Pangkalpinang,3177,62575,0882426559,IMPORTIR,3716509423,1596378131,2024-02-07,AKTIF
C000229,8144294440192,927524372805129,CV Waskita Budiyanto,Jl. Lembong No. 0,Solok,3625,15064,0890623272,IMPORTIR,8136900479,0464494058,2023-11-27,AKTIF
C000230,7663723950410,27.674.783.6-674.286,Perum Hardiansyah,Jalan Gardujati No. 76,Bitung,1294,84723,(0989) 022 3790,KEDUA-DUANYA,4278911926,8900986068,2023-07-07,AKTIF
C000231,4765801856945,44.149.673.9-385.258,UD Andriani,Jalan Veteran No. 891,Lubuklinggau,1273,11739,+62 (0870) 847 7954,IMPORTIR,6661177294,2067080585,2023-08-03,AKTIF
C000232,0106181753443,00.910.939.1-119.269,UD Nurdiyanti Pangestu,Gang Jamika No. 873,Padangpanjang,4127,53001,(0553) 981-8890,EKSPORTIR,9779572400,3031518617,2025-03-25,AKTIF
C000233,1244717465421,40.665.044.2-717.396,Perum Winarsih,Jl. Monginsidi No. 143,Tidore Kepulauan,4023,44701,+62-781-591-5790,IMPORTIR,4947641949,5832519901,2024-08-16,AKTIF
C000234,7128639174101,19.470.720.0-642.569,Siregar Tarihoran,Jalan Dipenogoro No. 022,Medan,1160,57941,089 626 8384,IMPORTIR,3492277708,5942682395,2024-08-10,AKTIF
C000235,8776618306719,85.546.015.8-517.432,UD Najmudin (Persero) Tbk,Gang Pasteur No. 76,Padang Sidempuan,1744,12021,+62-802-076-1239,EKSPORTIR,8213801155,7694151398,2024-04-15,AKTIF
C000236,6346157173203,09.376.184.7-870.050,Perum Laksmiwati Purnawati Tbk,Gang Kendalsari No. 277,Denpasar,6633,67014,+62 (090) 518-8129,IMPORTIR,2375083973,1752523243,2024-10-24,AKTIF
C000237,0613878293102,70.790.320.2-041.792,PT Wastuti (Persero) Tbk,Gg. Kapten Muslihat No. 3,Sungai Penuh,2147,56289,+62 (082) 070-6690,KEDUA-DUANYA,5796562807,3350064558,2025-04-18,AKTIF
C000238,1179931365651,98.253.092.5-114.262,Yuniar,Gang Jend. A. Yani No. 753,Banjarbaru,7160,40838,(0923) 729 8268,IMPORTIR,9407828625,5872937062,2024-09-23,AKTIF
C000239,8273902196207,10.021.946.7-232.487,PD Prakasa Hutapea Tbk,Jalan Yos Sudarso No. 51,Jayapura,7850,01660,+62 (0864) 970 3506,EKSPORTIR,3608055822,6231675011,2024-06-25,AKTIF
C000240,3290927914560,83.318.195.8-837.340,PT Suartini,Gg. Sadang Serang No. 03,Palu,4273,58997,089 683 3557,EKSPORTIR,0341477568,8637137998,2023-06-20,AKTIF
C000241,1277220054364,59.701.082.2-078.113,PD Latupono (Persero) Tbk,Gg. Setiabudhi No. 4,Palembang,8387,10272,+62-0123-155-5057,KEDUA-DUANYA,5382898122,3965753764,2024-11-16,AKTIF
C000242,9956353153136,36.317.970.6-239.726,PT Rajasa Suryatmi (Persero) Tbk,Gg. Lembong No. 35,Manado,7219,60917,+62 (18) 799 3844,EKSPORTIR,6222083464,4299613807,2023-12-31,AKTIF
C000243,2735435209042,17.762.534.9-292.983,Perum Mayasari Mansur Tbk,Gg. Indragiri No. 82,Lhokseumawe,2516,21699,+62 (883) 114-1470,IMPORTIR,6993994510,6838292162,2024-10-27,AKTIF
C000244,6873977406335,69.392.906.0-078.068,Perum Winarno Tbk,Gang Sadang Serang No. 72,Tomohon,7560,69848,+62 (35) 036 8715,IMPORTIR,4278571036,3056956250,2024-10-09,AKTIF
C000245,7177318063254,31.074.279.9-077.262,Perum Usamah (Persero) Tbk,Gg. Sentot Alibasa No. 2,Prabumulih,7168,88515,+62 (009) 779 7802,IMPORTIR,3528889908,8860811071,2023-12-07,AKTIF
C000246,7016580464989,31.950.850.1-657.905,Perum Pertiwi Widiastuti Tbk,Jalan M.T Haryono No. 062,Sorong,7103,03424,+62 (0568) 446 7940,IMPORTIR,6036808588,4443721326,2025-05-20,AKTIF
C000247,2818325381793,35.548.640.1-557.788,CV Halim Tbk,Gg. Cihampelas No. 983,Yogyakarta,3110,38406,(064) 016-3295,EKSPORTIR,6383191804,3843097975,2024-06-16,AKTIF
C000248,7884795137116,24.112.412.7-238.046,PD Sihotang Puspasari (Persero) Tbk,Jalan Wonoayu No. 35,Tual,3263,34721,(0831) 597-5729,EKSPORTIR,2181801874,7291311265,2025-05-16,AKTIF
C000249,7567043103856,95.579.887.7-492.424,CV Mulyani Lazuardi,Gg. Pelajar Pejuang No. 4,Surabaya,4815,29405,(0318) 683 0291,IMPORTIR,0231217817,0423275888,2024-02-22,AKTIF
C000250,7540254729284,22.223.105.9-274.523,Gunarto Mangunsong Tbk,Gang Joyoboyo No. 5,Tarakan,1668,58328,+62 (0233) 241-6518,IMPORTIR,0630416527,2618910953,2024-03-05,AKTIF
C000251,5525782841067,27.520.885.4-749.297,Perum Manullang,Jalan Sentot Alibasa No. 355,Prabumulih,6649,43987,+62-0966-073-4467,IMPORTIR,7925136223,8013702098,2024-12-11,AKTIF
C000252,1702814069375,15.093.983.4-301.871,PT Winarsih,Jalan H.J Maemunah No. 9,Meulaboh,9485,05616,+62 (15) 958-4174,IMPORTIR,1469613607,7272045098,2025-01-05,AKTIF
C000253,6375998056265,65.045.547.8-137.674,Perum Suryono (Persero) Tbk,Gang Cihampelas No. 35,Pagaralam,3783,12880,+62 (070) 502 2181,KEDUA-DUANYA,5333501626,2510494617,2024-04-19,AKTIF
C000254,6629912347851,96.106.462.8-792.326,CV Winarsih,Jalan Laswi No. 6,Sukabumi,5842,20750,+62 (0134) 476-0948,IMPORTIR,5133209673,0924074135,2023-11-14,AKTIF
C000255,8704947873002,44.714.627.3-014.719,PT Habibi,Jalan Joyoboyo No. 466,Palopo,7027,66506,+62 (0029) 286-4330,IMPORTIR,3903638574,3391958000,2025-03-01,AKTIF
