cluster_id,source,record_id,NIB,nama
OSS_202,OSS,5179,8925857839803,PT SIHOTANG WINARSIH TBK
OSS_202,OSS,2020,8925857839803,PT SIHOTANG WINARSIH TBK
OSS_203,OSS,5432,4523649411002,PT ANGGRAINI TBK
OSS_203,OSS,2043,4523649411002,PT ANGGRAINI TBK
OSS_204,OSS,2057,4522759426732,PT PURWANTI THAMRIN (PERSERO) TBK
OSS_204,OSS,5018,4522759426732,PT PURWANTI THAMRIN (PERSERO) TBK
OSS_205,OSS,5001,2491626317774,PT SAEFULLAH (PERSERO) TBK
OSS_205,OSS,2062,2491626317774,PT SAEFULLAH (PERSERO) TBK
OSS_206,OSS,2088,3345958295656,PERUM MANULLANG ZULAIKA TBK
OSS_206,OSS,5294,3345958295656,PERUM MANULLANG ZULAIKA TBK
OSS_207,OSS,2101,7952331432417,PERUM KUSUMO KUSUMO TBK
OSS_207,OSS,5454,7952331432417,PERUM KUSUMO KUSUMO TBK
OSS_208,OSS,5113,9497254720474,CV SIHOMBING
OSS_208,OSS,2107,9497254720474,CV SIHOMBING
OSS_209,OSS,5339,2241250383412,CV SANTOSO TBK
OSS_209,OSS,2110,2241250383412,CV SANTOSO TBK
OSS_210,OSS,5180,6012316257510,UD SAEFULLAH
OSS_210,OSS,2117,6012316257510,UD SAEFULLAH
OSS_211,OSS,5232,1632822519642,PERUM USADA (PERSERO) TBK
OSS_211,OSS,2133,1632822519642,PERUM USADA (PERSERO) TBK
OSS_212,OSS,2147,4210014996117,PD HARIYAH KUSUMO
OSS_212,OSS,5495,4210014996117,PD HARIYAH KUSUMO
OSS_213,OSS,5106,7013111751733,CV NOVITASARI TBK
OSS_213,OSS,2149,7013111751733,CV NOVITASARI TBK
OSS_214,OSS,2156,6607025076660,PERUM WIBISONO TBK
OSS_214,OSS,5293,6607025076660,PERUM WIBISONO TBK
OSS_215,OSS,5208,0315134650865,PERUM SETIAWAN DABUKKE
OSS_215,OSS,2164,0315134650865,PERUM SETIAWAN DABUKKE
OSS_216,OSS,2172,1538348995312,PD PRASETYA HANDAYANI (PERSERO) TBK
OSS_216,OSS,5014,1538348995312,PD PRASETYA HANDAYANI (PERSERO) TBK
OSS_217,OSS,2178,6594918684987,PT PRANOWO (PERSERO) TBK
OSS_217,OSS,5103,6594918684987,PT PRANOWO (PERSERO) TBK
OSS_218,OSS,2197,1927054874870,CV NURDIYANTI RAHIMAH TBK
OSS_218,OSS,5326,1927054874870,CV NURDIYANTI RAHIMAH TBK
OSS_219,OSS,2200,7142432111902,PERUM USADA
OSS_219,OSS,5351,7142432111902,PERUM USADA
OSS_220,OSS,5384,4849186146288,CV PRASETYA (PERSERO) TBK
OSS_220,OSS,2205,4849186146288,CV PRASETYA (PERSERO) TBK
OSS_221,OSS,5275,0276327223736,CV FUJIATI
OSS_221,OSS,2214,0276327223736,CV FUJIATI
OSS_222,OSS,5049,7150451967877,PERUM MEGANTARA
OSS_222,OSS,2223,7150451967877,PERUM MEGANTARA
OSS_223,OSS,5025,7586373533270,PERUM MARDHIYAH WIJAYANTI
OSS_223,OSS,2227,7586373533270,PERUM MARDHIYAH WIJAYANTI
OSS_224,OSS,2232,2453960424081,PERUM PUDJIASTUTI USAMAH
OSS_224,OSS,5182,2453960424081,PERUM PUDJIASTUTI USAMAH
OSS_225,OSS,2241,8796746726986,CV SANTOSO
OSS_225,OSS,5246,8796746726986,CV SANTOSO
OSS_226,OSS,5371,6782360842296,PERUM SINAGA (PERSERO) TBK
OSS_226,OSS,2247,6782360842296,PERUM SINAGA (PERSERO) TBK
OSS_227,OSS,5218,1014602353596,PD NASYIAH PRAKASA
OSS_227,OSS,2253,1014602353596,PD NASYIAH PRAKASA
OSS_228,OSS,5288,0345446843210,PERUM FARIDA (PERSERO) TBK
OSS_228,OSS,2270,0345446843210,PERUM FARIDA (PERSERO) TBK
OSS_229,OSS,2274,6072032489323,UD WIJAYA SALAHUDIN TBK
OSS_229,OSS,5116,6072032489323,UD WIJAYA SALAHUDIN TBK
OSS_230,OSS,5298,5153121413829,PERUM HIDAYAT NOVITASARI
OSS_230,OSS,2279,5153121413829,PERUM HIDAYAT NOVITASARI
OSS_231,OSS,5003,0021512851368,PT NAJMUDIN (PERSERO) TBK
OSS_231,OSS,2286,0021512851368,PT NAJMUDIN (PERSERO) TBK
OSS_232,OSS,2293,2880736649706,UD NASHIRUDDIN TBK
OSS_232,OSS,5119,2880736649706,UD NASHIRUDDIN TBK
OSS_233,OSS,5056,7110340207361,PD PRABOWO PURWANTI
OSS_233,OSS,2309,7110340207361,PD PRABOWO PURWANTI
OSS_234,OSS,2323,7781341452448,PERUM MELANI (PERSERO) TBK
OSS_234,OSS,5470,7781341452448,PERUM MELANI (PERSERO) TBK
OSS_235,OSS,5160,9308989309222,PERUM NUGROHO
OSS_235,OSS,2371,9308989309222,PERUM NUGROHO
OSS_236,OSS,2376,3928866898010,CV SALAHUDIN TBK
OSS_236,OSS,5284,3928866898010,CV SALAHUDIN TBK
OSS_237,OSS,5344,5588348564327,UD GUNAWAN
OSS_237,OSS,2420,5588348564327,UD GUNAWAN
OSS_238,OSS,2424,0666178088644,UD TARIHORAN TBK
OSS_238,OSS,5337,0666178088644,UD TARIHORAN TBK
OSS_239,OSS,2425,4250122915353,UD RAHMAWATI LAZUARDI
OSS_239,OSS,5085,4250122915353,UD RAHMAWATI LAZUARDI
OSS_240,OSS,5267,1004924601285,PD WIDODO
OSS_240,OSS,2463,1004924601285,PD WIDODO
OSS_241,OSS,5111,8099491943733,UD ADRIANSYAH HUTAPEA
OSS_241,OSS,2487,8099491943733,UD ADRIANSYAH HUTAPEA
OSS_242,OSS,5152,1059734468500,PERUM WIBOWO NASHIRUDDIN
OSS_242,OSS,2509,1059734468500,PERUM WIBOWO NASHIRUDDIN
OSS_243,OSS,2520,1364689068878,PERUM HALIMAH
OSS_243,OSS,5396,1364689068878,PERUM HALIMAH
OSS_244,OSS,5216,0928810423852,PT UYAINAH (PERSERO) TBK
OSS_244,OSS,2529,0928810423852,PT UYAINAH (PERSERO) TBK
OSS_245,OSS,5416,2040324044012,PD SIHOMBING IRAWAN TBK
OSS_245,OSS,2535,2040324044012,PD SIHOMBING IRAWAN TBK
OSS_246,OSS,5009,7247660531397,PERUM RAJATA
OSS_246,OSS,2542,7247660531397,PERUM RAJATA
OSS_247,OSS,2548,6660588095924,CV MARBUN KUSMAWATI (PERSERO) TBK
OSS_247,OSS,5054,6660588095924,CV MARBUN KUSMAWATI (PERSERO) TBK
OSS_248,OSS,2553,6589884386844,PT YULIANTI JANUAR
OSS_248,OSS,5341,6589884386844,PT YULIANTI JANUAR
OSS_249,OSS,5109,9656084695449,UD USADA
OSS_249,OSS,2591,9656084695449,UD USADA
OSS_250,OSS,2596,7579015508806,PT HUTAGALUNG (PERSERO) TBK
OSS_250,OSS,5279,7579015508806,PT HUTAGALUNG (PERSERO) TBK
OSS_251,OSS,5016,2950336936834,UD HABIBI SITUMORANG
OSS_251,OSS,2598,2950336936834,UD HABIBI SITUMORANG
OSS_252,OSS,5410,7531779105372,PT LAKSITA SIREGAR
OSS_252,OSS,2606,7531779105372,PT LAKSITA SIREGAR
OSS_253,OSS,5467,1733016548765,UD HASTUTI UYAINAH TBK
OSS_253,OSS,2614,1733016548765,UD HASTUTI UYAINAH TBK
OSS_254,OSS,2617,7961990979896,PT ANGGRAINI (PERSERO) TBK
OSS_254,OSS,5325,7961990979896,PT ANGGRAINI (PERSERO) TBK
OSS_255,OSS,2632,6203744571991,UD ARDIANTO
OSS_255,OSS,5075,6203744571991,UD ARDIANTO
OSS_256,OSS,2635,8012063357599,PT YULIARTI
OSS_256,OSS,5333,8012063357599,PT YULIARTI
OSS_257,OSS,2640,9959241971665,CV ADRIANSYAH
OSS_257,OSS,5291,9959241971665,CV ADRIANSYAH
OSS_258,OSS,5089,3353336941751,UD PRANOWO BUDIYANTO (PERSERO) TBK
OSS_258,OSS,2645,3353336941751,UD PRANOWO BUDIYANTO (PERSERO) TBK
OSS_259,OSS,5107,4578449023077,CV KUSWOYO TBK
OSS_259,OSS,2668,4578449023077,CV KUSWOYO TBK
OSS_260,OSS,2682,6015008585491,PD HASANAH NAPITUPULU (PERSERO) TBK
OSS_260,OSS,5365,6015008585491,PD HASANAH NAPITUPULU (PERSERO) TBK
OSS_261,OSS,5349,6145018187850,PERUM YUNIAR PADMASARI TBK
OSS_261,OSS,2686,6145018187850,PERUM YUNIAR PADMASARI TBK
OSS_262,OSS,5144,9864840927029,PT HASTUTI WAHYUNI
OSS_262,OSS,2694,9864840927029,PT HASTUTI WAHYUNI
OSS_263,OSS,2697,0895710706114,PT HARYANTI
OSS_263,OSS,5033,0895710706114,PT HARYANTI
OSS_264,OSS,2707,4840042109979,CV KUSWOYO THAMRIN
OSS_264,OSS,5166,4840042109979,CV KUSWOYO THAMRIN
OSS_265,OSS,2712,3751220721598,UD BUDIMAN
OSS_265,OSS,5212,3751220721598,UD BUDIMAN
OSS_266,OSS,2713,1337800684096,PERUM BUDIMAN (PERSERO) TBK
OSS_266,OSS,5127,1337800684096,PERUM BUDIMAN (PERSERO) TBK
OSS_267,OSS,2720,1305972533249,UD PADMASARI (PERSERO) TBK
OSS_267,OSS,5422,1305972533249,UD PADMASARI (PERSERO) TBK
OSS_268,OSS,2721,0228540402616,PERUM HARYANTO NASYIDAH
OSS_268,OSS,5414,0228540402616,PERUM HARYANTO NASYIDAH
OSS_269,OSS,5261,8828105925121,PT SITUMORANG WIJAYANTI
OSS_269,OSS,2727,8828105925121,PT SITUMORANG WIJAYANTI
OSS_270,OSS,2728,5636300433590,PERUM UYAINAH
OSS_270,OSS,5346,5636300433590,PERUM UYAINAH
OSS_271,OSS,2756,3276289082371,PT PANGESTU
OSS_271,OSS,5181,3276289082371,PT PANGESTU
OSS_272,OSS,2760,7567538668814,PT LATUPONO WAHYUDIN (PERSERO) TBK
OSS_272,OSS,5020,7567538668814,PT LATUPONO WAHYUDIN (PERSERO) TBK
OSS_273,OSS,5121,4442839632470,PD NUGROHO TBK
OSS_273,OSS,2811,4442839632470,PD NUGROHO TBK
OSS_274,OSS,5280,4054649859017,PT WIJAYA
OSS_274,OSS,2815,4054649859017,PT WIJAYA
OSS_275,OSS,2859,3400267161727,PD FUJIATI TBK
OSS_275,OSS,5407,3400267161727,PD FUJIATI TBK
OSS_276,OSS,5289,1229439715010,UD SITOMPUL FIRMANSYAH
OSS_276,OSS,2869,1229439715010,UD SITOMPUL FIRMANSYAH
OSS_277,OSS,5281,8162667141682,PT SUARTINI TBK
OSS_277,OSS,2877,8162667141682,PT SUARTINI TBK
OSS_278,OSS,5417,2151970962731,PERUM SIHOMBING MARBUN
OSS_278,OSS,2878,2151970962731,PERUM SIHOMBING MARBUN
OSS_279,OSS,2880,9278125983399,PT UTAMI
OSS_279,OSS,5195,9278125983399,PT UTAMI
OSS_280,OSS,5363,7415507576449,PD LAKSITA LAKSMIWATI
OSS_280,OSS,2887,7415507576449,PD LAKSITA LAKSMIWATI
OSS_281,OSS,5300,8546413728112,PT WAHYUNI MARYATI
OSS_281,OSS,2894,8546413728112,PT WAHYUNI MARYATI
OSS_282,OSS,2899,6625103153087,PT PALASTRI SANTOSO TBK
OSS_282,OSS,5173,6625103153087,PT PALASTRI SANTOSO TBK
OSS_283,OSS,5313,7064108091072,PT ISWAHYUDI (PERSERO) TBK
OSS_283,OSS,2900,7064108091072,PT ISWAHYUDI (PERSERO) TBK
OSS_284,OSS,2906,7567453770964,PT UYAINAH
OSS_284,OSS,5205,7567453770964,PT UYAINAH
OSS_285,OSS,2907,1442381454032,PERUM MULYANI
OSS_285,OSS,5439,1442381454032,PERUM MULYANI
OSS_286,OSS,2918,5993178587873,UD KUSWOYO
OSS_286,OSS,5343,5993178587873,UD KUSWOYO
OSS_287,OSS,2944,1270736620627,PD MANULLANG TBK
OSS_287,OSS,5083,1270736620627,PD MANULLANG TBK
OSS_288,OSS,5077,9389833337873,UD JANUAR MARDHIYAH (PERSERO) TBK
OSS_288,OSS,2950,9389833337873,UD JANUAR MARDHIYAH (PERSERO) TBK
OSS_289,OSS,2962,0858752193269,PT PRANOWO TBK
OSS_289,OSS,5415,0858752193269,PT PRANOWO TBK
OSS_290,OSS,2968,5474329955755,PT SIREGAR
OSS_290,OSS,5463,5474329955755,PT SIREGAR
OSS_291,OSS,5336,3736230576207,PT MULYANI PERTIWI TBK
OSS_291,OSS,2975,3736230576207,PT MULYANI PERTIWI TBK
OSS_292,OSS,5367,8514120119067,CV MARYADI NATSIR
OSS_292,OSS,2983,8514120119067,CV MARYADI NATSIR
OSS_293,OSS,5244,1944746905792,PT NAMAGA TBK
OSS_293,OSS,2989,1944746905792,PT NAMAGA TBK
OSS_294,OSS,3012,0729428981166,PERUM WIJAYA ZULKARNAIN (PERSERO) TBK
OSS_294,OSS,5055,0729428981166,PERUM WIJAYA ZULKARNAIN (PERSERO) TBK
OSS_295,OSS,5048,0770236810463,PD NATSIR
OSS_295,OSS,3027,0770236810463,PD NATSIR
OSS_296,OSS,3032,3274307667400,PT NABABAN TBK
OSS_296,OSS,5376,3274307667400,PT NABABAN TBK
OSS_297,OSS,5464,8781841476238,UD WIDODO UTAMA TBK
OSS_297,OSS,3036,8781841476238,UD WIDODO UTAMA TBK
OSS_298,OSS,5472,4557663940819,PT MANDALA PRANOWO
OSS_298,OSS,3041,4557663940819,PT MANDALA PRANOWO
OSS_299,OSS,5059,0660116558651,CV PANGESTU PUDJIASTUTI
OSS_299,OSS,3045,0660116558651,CV PANGESTU PUDJIASTUTI
OSS_300,OSS,3065,0912602870071,PD SITORUS
OSS_300,OSS,5129,0912602870071,PD SITORUS
OSS_301,OSS,5110,8353485842556,UD USAMAH ISWAHYUDI
OSS_301,OSS,3087,8353485842556,UD USAMAH ISWAHYUDI
OSS_302,OSS,5498,1184487890529,PT UTAMA HASANAH (PERSERO) TBK
OSS_302,OSS,3094,1184487890529,PT UTAMA HASANAH (PERSERO) TBK
OSS_303,OSS,5378,0725093330206,CV WINARNO (PERSERO) TBK
OSS_303,OSS,3102,0725093330206,CV WINARNO (PERSERO) TBK
OSS_304,OSS,5435,9886453868451,PERUM RAJASA
OSS_304,OSS,3123,9886453868451,PERUM RAJASA
OSS_305,OSS,3160,3287078961783,PT BUDIMAN
OSS_305,OSS,5143,3287078961783,PT BUDIMAN
OSS_306,OSS,5225,7793864047042,UD HUTASOIT (PERSERO) TBK
OSS_306,OSS,3175,7793864047042,UD HUTASOIT (PERSERO) TBK
OSS_307,OSS,3180,9377533594095,PT HARDIANSYAH FIRMANSYAH TBK
OSS_307,OSS,5271,9377533594095,PT HARDIANSYAH FIRMANSYAH TBK
OSS_308,OSS,5382,5414238614509,PD PERTIWI IRAWAN TBK
OSS_308,OSS,3183,5414238614509,PD PERTIWI IRAWAN TBK
OSS_309,OSS,3185,6344556582476,PERUM RAMADAN
OSS_309,OSS,5220,6344556582476,PERUM RAMADAN
OSS_310,OSS,3195,8753741260026,CV SIHOTANG
OSS_310,OSS,5023,8753741260026,CV SIHOTANG
OSS_311,OSS,3210,7071992575117,PT MARYATI (PERSERO) TBK
OSS_311,OSS,5380,7071992575117,PT MARYATI (PERSERO) TBK
OSS_312,OSS,3216,1672336935107,PT WAHYUNI
OSS_312,OSS,5223,1672336935107,PT WAHYUNI
OSS_313,OSS,3217,0946174556378,CV PADMASARI WULANDARI (PERSERO) TBK
OSS_313,OSS,5029,0946174556378,CV PADMASARI WULANDARI (PERSERO) TBK
OSS_314,OSS,3219,7552303350123,PERUM HARDIANSYAH JAILANI (PERSERO) TBK
OSS_314,OSS,5461,7552303350123,PERUM HARDIANSYAH JAILANI (PERSERO) TBK
OSS_315,OSS,5459,4869384137078,PERUM THAMRIN TBK
OSS_315,OSS,3235,4869384137078,PERUM THAMRIN TBK
OSS_316,OSS,3242,8395570160161,PT SIHOMBING
OSS_316,OSS,5391,8395570160161,PT SIHOMBING
OSS_317,OSS,5448,8250851154947,PD MARYATI
OSS_317,OSS,3257,8250851154947,PD MARYATI
OSS_318,OSS,3288,0622417486006,PD KUSWANDARI
OSS_318,OSS,5372,0622417486006,PD KUSWANDARI
OSS_319,OSS,3297,1587544963242,PT SUSANTI (PERSERO) TBK
OSS_319,OSS,5188,1587544963242,PT SUSANTI (PERSERO) TBK
OSS_320,OSS,5356,8607177545075,PT NOVITASARI
OSS_320,OSS,3325,8607177545075,PT NOVITASARI
OSS_321,OSS,5050,1952098463477,PD SITORUS TBK
OSS_321,OSS,3333,1952098463477,PD SITORUS TBK
OSS_322,OSS,3340,9627718698683,PT LAKSITA
OSS_322,OSS,5262,9627718698683,PT LAKSITA
OSS_323,OSS,5104,0097296782866,UD MANDALA MARPAUNG (PERSERO) TBK
OSS_323,OSS,3353,0097296782866,UD MANDALA MARPAUNG (PERSERO) TBK
OSS_324,OSS,3360,4495718134102,CV SIHOMBING WIDIASTUTI
OSS_324,OSS,5446,4495718134102,CV SIHOMBING WIDIASTUTI
OSS_325,OSS,3380,0941844462042,PERUM MUSTOFA RAHMAWATI
OSS_325,OSS,5327,0941844462042,PERUM MUSTOFA RAHMAWATI
OSS_326,OSS,3387,9876941300871,PERUM SAPTONO TBK
OSS_326,OSS,5237,9876941300871,PERUM SAPTONO TBK
OSS_327,OSS,3392,2678224909342,PT SARAGIH
OSS_327,OSS,5386,2678224909342,PT SARAGIH
OSS_328,OSS,5379,1670214929078,PD YULIANTI RAHAYU (PERSERO) TBK
OSS_328,OSS,3407,1670214929078,PD YULIANTI RAHAYU (PERSERO) TBK
OSS_329,OSS,3418,3535423653755,UD WIJAYA (PERSERO) TBK
OSS_329,OSS,5250,3535423653755,UD WIJAYA (PERSERO) TBK
OSS_330,OSS,3426,7259673475317,UD RAHMAWATI SAEFULLAH (PERSERO) TBK
OSS_330,OSS,5307,7259673475317,UD RAHMAWATI SAEFULLAH (PERSERO) TBK
OSS_331,OSS,3432,6605226124713,CV KUSMAWATI (PERSERO) TBK
OSS_331,OSS,5183,6605226124713,CV KUSMAWATI (PERSERO) TBK
OSS_332,OSS,5234,0695351717118,PERUM NURAINI HASTUTI TBK
OSS_332,OSS,3446,0695351717118,PERUM NURAINI HASTUTI TBK
OSS_333,OSS,5377,1246488078899,UD USADA PUTRA
OSS_333,OSS,3452,1246488078899,UD USADA PUTRA
OSS_334,OSS,5296,9553945345238,UD PERMADI
OSS_334,OSS,3460,9553945345238,UD PERMADI
OSS_335,OSS,5387,2798405827345,PT UTAMI MARPAUNG TBK
OSS_335,OSS,3470,2798405827345,PT UTAMI MARPAUNG TBK
OSS_336,OSS,3489,0910036675808,PD FUJIATI (PERSERO) TBK
OSS_336,OSS,5297,0910036675808,PD FUJIATI (PERSERO) TBK
OSS_337,OSS,5139,0342289951824,PERUM HUTAPEA
OSS_337,OSS,3495,0342289951824,PERUM HUTAPEA
OSS_338,OSS,5146,7784251081658,PERUM RAJASA TAMBA
OSS_338,OSS,3499,7784251081658,PERUM RAJASA TAMBA
OSS_339,OSS,3504,6289480633518,PD TAMBA PALASTRI (PERSERO) TBK
OSS_339,OSS,5240,6289480633518,PD TAMBA PALASTRI (PERSERO) TBK
OSS_340,OSS,3518,5564199039709,PT PERMATA PRAKASA
OSS_340,OSS,5311,5564199039709,PT PERMATA PRAKASA
OSS_341,OSS,3531,3632493845715,CV HASTUTI (PERSERO) TBK
OSS_341,OSS,5165,3632493845715,CV HASTUTI (PERSERO) TBK
OSS_342,OSS,3536,6365675696542,PD LAKSITA (PERSERO) TBK
OSS_342,OSS,5474,6365675696542,PD LAKSITA (PERSERO) TBK
OSS_343,OSS,3540,7359728046674,PERUM MANGUNSONG TBK
OSS_343,OSS,5381,7359728046674,PERUM MANGUNSONG TBK
OSS_344,OSS,3545,6966671563075,UD JANUAR
OSS_344,OSS,5204,6966671563075,UD JANUAR
OSS_345,OSS,5235,0503182736921,PT RAHAYU SALAHUDIN
OSS_345,OSS,3548,0503182736921,PT RAHAYU SALAHUDIN
OSS_346,OSS,5082,5680963489365,CV SIHOMBING SAMOSIR (PERSERO) TBK
OSS_346,OSS,3565,5680963489365,CV SIHOMBING SAMOSIR (PERSERO) TBK
OSS_347,OSS,3569,3598860000046,UD WINARSIH PADMASARI
OSS_347,OSS,5037,3598860000046,UD WINARSIH PADMASARI
OSS_348,OSS,5249,2132588076129,CV NAPITUPULU GUNAWAN
OSS_348,OSS,3572,2132588076129,CV NAPITUPULU GUNAWAN
OSS_349,OSS,3590,2594373591815,PT ASTUTI WIDODO
OSS_349,OSS,5319,2594373591815,PT ASTUTI WIDODO
OSS_350,OSS,5128,8938135246247,UD PRASETYO
OSS_350,OSS,3639,8938135246247,UD PRASETYO
OSS_351,OSS,3640,9779109922089,PT PRASASTA
OSS_351,OSS,5004,9779109922089,PT PRASASTA
OSS_352,OSS,3649,4657602491246,PERUM SANTOSO SIMBOLON TBK
OSS_352,OSS,5067,4657602491246,PERUM SANTOSO SIMBOLON TBK
OSS_353,OSS,3665,0666064064627,PT ANGGRAINI WULANDARI
OSS_353,OSS,5402,0666064064627,PT ANGGRAINI WULANDARI
OSS_354,OSS,5035,1651424329429,PD NAINGGOLAN YULIARTI
OSS_354,OSS,3685,1651424329429,PD NAINGGOLAN YULIARTI
OSS_355,OSS,5136,8789708746740,UD RAHAYU WALUYO TBK
OSS_355,OSS,3687,8789708746740,UD RAHAYU WALUYO TBK
OSS_356,OSS,5032,7715787293060,PD PRADIPTA TBK
OSS_356,OSS,3697,7715787293060,PD PRADIPTA TBK
OSS_357,OSS,3699,5948307413991,PD MULYANI JAILANI (PERSERO) TBK
OSS_357,OSS,5095,5948307413991,PD MULYANI JAILANI (PERSERO) TBK
OSS_358,OSS,3704,3404665046382,PD LAKSMIWATI TBK
OSS_358,OSS,5058,3404665046382,PD LAKSMIWATI TBK
OSS_359,OSS,5120,8215658868022,CV UTAMI TBK
OSS_359,OSS,3707,8215658868022,CV UTAMI TBK
OSS_360,OSS,3708,6018357841708,UD LAILASARI YULIANTI
OSS_360,OSS,5431,6018357841708,UD LAILASARI YULIANTI
OSS_361,OSS,5482,7605878917639,PD RAJASA
OSS_361,OSS,3740,7605878917639,PD RAJASA
OSS_362,OSS,3810,4423701415510,PD SIMANJUNTAK
OSS_362,OSS,5299,4423701415510,PD SIMANJUNTAK
OSS_363,OSS,3817,0623050478277,PT SIMANJUNTAK TBK
OSS_363,OSS,5198,0623050478277,PT SIMANJUNTAK TBK
OSS_364,OSS,5210,2362784237405,CV PUSPASARI WIJAYA TBK
OSS_364,OSS,3831,2362784237405,CV PUSPASARI WIJAYA TBK
OSS_365,OSS,3835,5231335862685,CV ANGGRAINI SALAHUDIN TBK
OSS_365,OSS,5247,5231335862685,CV ANGGRAINI SALAHUDIN TBK
OSS_366,OSS,3844,2018732856580,CV MELANI HIDAYANTO (PERSERO) TBK
OSS_366,OSS,5094,2018732856580,CV MELANI HIDAYANTO (PERSERO) TBK
OSS_367,OSS,5194,6089736547746,PT HIDAYANTO
OSS_367,OSS,3846,6089736547746,PT HIDAYANTO
OSS_368,OSS,5084,1460025300958,PT TARIHORAN
OSS_368,OSS,3847,1460025300958,PT TARIHORAN
OSS_369,OSS,3848,7495035449253,UD YOLANDA GUNAWAN (PERSERO) TBK
OSS_369,OSS,5400,7495035449253,UD YOLANDA GUNAWAN (PERSERO) TBK
OSS_370,OSS,3859,7883584341765,PD PRADANA ADRIANSYAH TBK
OSS_370,OSS,5285,7883584341765,PD PRADANA ADRIANSYAH TBK
OSS_371,OSS,3864,8586490796184,PT NAPITUPULU NASHIRUDDIN (PERSERO) TBK
OSS_371,OSS,5086,8586490796184,PT NAPITUPULU NASHIRUDDIN (PERSERO) TBK
OSS_372,OSS,5335,9470281623659,CV MARYADI WAHYUNI TBK
OSS_372,OSS,3871,9470281623659,CV MARYADI WAHYUNI TBK
OSS_373,OSS,3890,4832348634152,PERUM PRATAMA MAHESWARA (PERSERO) TBK
OSS_373,OSS,5126,4832348634152,PERUM PRATAMA MAHESWARA (PERSERO) TBK
OSS_374,OSS,5314,9538377929574,PT PADMASARI
OSS_374,OSS,3903,9538377929574,PT PADMASARI
OSS_375,OSS,5425,8532662528716,PERUM WASITA
OSS_375,OSS,3907,8532662528716,PERUM WASITA
OSS_376,OSS,5176,3462580419111,PERUM NASHIRUDDIN ZULKARNAIN (PERSERO) TBK
OSS_376,OSS,3915,3462580419111,PERUM NASHIRUDDIN ZULKARNAIN (PERSERO) TBK
OSS_377,OSS,3917,0452369238220,PERUM LAILASARI PURNAWATI
OSS_377,OSS,5175,0452369238220,PERUM LAILASARI PURNAWATI
OSS_378,OSS,3920,2719670310537,PT HANDAYANI
OSS_378,OSS,5233,2719670310537,PT HANDAYANI
OSS_379,OSS,3928,2261673366053,PT SIHOMBING HAKIM
OSS_379,OSS,5102,2261673366053,PT SIHOMBING HAKIM
OSS_380,OSS,5026,6572118728843,PT HARDIANSYAH UYAINAH (PERSERO) TBK
OSS_380,OSS,3946,6572118728843,PT HARDIANSYAH UYAINAH (PERSERO) TBK
OSS_381,OSS,3984,2427810830007,PD ZULKARNAIN SITOMPUL (PERSERO) TBK
OSS_381,OSS,5357,2427810830007,PD ZULKARNAIN SITOMPUL (PERSERO) TBK
OSS_382,OSS,3990,7738345365359,PD UWAIS (PERSERO) TBK
OSS_382,OSS,5383,7738345365359,PD UWAIS (PERSERO) TBK
OSS_383,OSS,4013,3463184761240,UD PALASTRI PRAKASA
OSS_383,OSS,5254,3463184761240,UD PALASTRI PRAKASA
OSS_384,OSS,4032,2733450563538,PT SETIAWAN NOVITASARI TBK
OSS_384,OSS,5455,2733450563538,PT SETIAWAN NOVITASARI TBK
OSS_385,OSS,4048,2730140850708,PT YUNIAR HALIMAH TBK
OSS_385,OSS,5342,2730140850708,PT YUNIAR HALIMAH TBK
OSS_386,OSS,4050,7959709321418,PD TAMPUBOLON (PERSERO) TBK
OSS_386,OSS,5340,7959709321418,PD TAMPUBOLON (PERSERO) TBK
OSS_387,OSS,5135,1226061424586,UD LAKSITA PERTIWI TBK
OSS_387,OSS,4071,1226061424586,UD LAKSITA PERTIWI TBK
OSS_388,OSS,4072,3330773753474,PERUM WINARNO WASITA (PERSERO) TBK
OSS_388,OSS,5397,3330773753474,PERUM WINARNO WASITA (PERSERO) TBK
OSS_389,OSS,4096,3943586213184,PD WINARSIH
OSS_389,OSS,5468,3943586213184,PD WINARSIH
OSS_390,OSS,4099,5073535324449,PERUM PRASETYO (PERSERO) TBK
OSS_390,OSS,5430,5073535324449,PERUM PRASETYO (PERSERO) TBK
OSS_391,OSS,5213,2554904184586,CV TARIHORAN (PERSERO) TBK
OSS_391,OSS,4125,2554904184586,CV TARIHORAN (PERSERO) TBK
OSS_392,OSS,5330,5577543729541,PERUM KUSMAWATI (PERSERO) TBK
OSS_392,OSS,4141,5577543729541,PERUM KUSMAWATI (PERSERO) TBK
OSS_393,OSS,4146,1976588608125,PT MAULANA SAEFULLAH (PERSERO) TBK
OSS_393,OSS,5046,1976588608125,PT MAULANA SAEFULLAH (PERSERO) TBK
OSS_394,OSS,5027,2785821062612,PT HUTASOIT (PERSERO) TBK
OSS_394,OSS,4156,2785821062612,PT HUTASOIT (PERSERO) TBK
OSS_395,OSS,5150,0677330665562,CV PRASASTA KUSMAWATI (PERSERO) TBK
OSS_395,OSS,4159,0677330665562,CV PRASASTA KUSMAWATI (PERSERO) TBK
OSS_396,OSS,4160,3570007116917,CV ZULAIKA
OSS_396,OSS,5217,3570007116917,CV ZULAIKA
OSS_397,OSS,4168,6328396775729,PT YOLANDA
OSS_397,OSS,5458,6328396775729,PT YOLANDA
OSS_398,OSS,5012,8675683633319,CV LESTARI
OSS_398,OSS,4206,8675683633319,CV LESTARI
