NIB,field,source
6172131451951,STATUS_NIB,OSS
4945147541022,NIB,OSS
4945147541022,NPWP,OSS
4945147541022,NAMA,OSS
4945147541022,NAMA_SINGKATAN,OSS
4945147541022,JENIS_PERSEROAN,OSS
4945147541022,STATUS_BADAN_HUKUM,OSS
4945147541022,STATUS_PERSEROAN,OSS
4945147541022,ALAMAT,OSS
4945147541022,KELURAHAN,OSS
4945147541022,DAERAH_ID,OSS
4945147541022,KODE_POS,N/A
4945147541022,FLAG_IMPOR,OSS
4945147541022,FLAG_EKSPOR,OSS
4945147541022,JENIS_API,N/A
4945147541022,KODE_KANTOR,CEISA
4945147541022,NOMOR_TELPON,CEISA
4945147541022,KATEGORI,CEISA
4945147541022,NIPER,N/A
4945147541022,NOMOR_API,CEISA
4945147541022,ID_PERUSAHAAN,CEISA
4945147541022,TGL_PERUBAHAN_NIB,OSS
4945147541022,TGL_TERBIT_NIB,CEISA
4945147541022,TGL_SYNC_OSS,CEISA
4945147541022,STATUS_NIB,OSS
2265576769523,NIB,OSS
2265576769523,NPWP,OSS
2265576769523,NAMA,OSS
2265576769523,NAMA_SINGKATAN,OSS
2265576769523,JENIS_PERSEROAN,OSS
2265576769523,STATUS_BADAN_HUKUM,OSS
2265576769523,STATUS_PERSEROAN,OSS
2265576769523,ALAMAT,OSS
2265576769523,KELURAHAN,OSS
2265576769523,DAERAH_ID,OSS
2265576769523,KODE_POS,N/A
2265576769523,FLAG_IMPOR,OSS
2265576769523,FLAG_EKSPOR,OSS
2265576769523,JENIS_API,OSS
2265576769523,KODE_KANTOR,CEISA
2265576769523,NOMOR_TELPON,CEISA
2265576769523,KATEGORI,CEISA
2265576769523,NIPER,CEISA
2265576769523,NOMOR_API,N/A
2265576769523,ID_PERUSAHAAN,CEISA
2265576769523,TGL_PERUBAHAN_NIB,OSS
2265576769523,TGL_TERBIT_NIB,CEISA
2265576769523,TGL_SYNC_OSS,CEISA
2265576769523,STATUS_NIB,OSS
9179202521310,NIB,OSS
9179202521310,NPWP,OSS
9179202521310,NAMA,OSS
9179202521310,NAMA_SINGKATAN,OSS
9179202521310,JENIS_PERSEROAN,OSS
9179202521310,STATUS_BADAN_HUKUM,OSS
9179202521310,STATUS_PERSEROAN,OSS
9179202521310,ALAMAT,OSS
9179202521310,KELURAHAN,OSS
9179202521310,DAERAH_ID,OSS
9179202521310,KODE_POS,N/A
9179202521310,FLAG_IMPOR,OSS
9179202521310,FLAG_EKSPOR,OSS
9179202521310,JENIS_API,N/A
9179202521310,KODE_KANTOR,CEISA
9179202521310,NOMOR_TELPON,CEISA
9179202521310,KATEGORI,CEISA
9179202521310,NIPER,CEISA
9179202521310,NOMOR_API,N/A
9179202521310,ID_PERUSAHAAN,CEISA
9179202521310,TGL_PERUBAHAN_NIB,OSS
9179202521310,TGL_TERBIT_NIB,CEISA
9179202521310,TGL_SYNC_OSS,CEISA
9179202521310,STATUS_NIB,OSS
0412009282066,NIB,OSS
0412009282066,NPWP,OSS
0412009282066,NAMA,OSS
0412009282066,NAMA_SINGKATAN,OSS
0412009282066,JENIS_PERSEROAN,OSS
0412009282066,STATUS_BADAN_HUKUM,OSS
0412009282066,STATUS_PERSEROAN,OSS
0412009282066,ALAMAT,OSS
0412009282066,KELURAHAN,N/A
0412009282066,DAERAH_ID,OSS
0412009282066,KODE_POS,N/A
0412009282066,FLAG_IMPOR,OSS
0412009282066,FLAG_EKSPOR,OSS
0412009282066,JENIS_API,N/A
0412009282066,KODE_KANTOR,CEISA
0412009282066,NOMOR_TELPON,CEISA
0412009282066,KATEGORI,CEISA
0412009282066,NIPER,CEISA
0412009282066,NOMOR_API,N/A
0412009282066,ID_PERUSAHAAN,CEISA
0412009282066,TGL_PERUBAHAN_NIB,OSS
0412009282066,TGL_TERBIT_NIB,CEISA
0412009282066,TGL_SYNC_OSS,CEISA
0412009282066,STATUS_NIB,OSS
2369036289177,NIB,OSS
2369036289177,NPWP,OSS
2369036289177,NAMA,OSS
2369036289177,NAMA_SINGKATAN,OSS
2369036289177,JENIS_PERSEROAN,OSS
2369036289177,STATUS_BADAN_HUKUM,OSS
2369036289177,STATUS_PERSEROAN,OSS
2369036289177,ALAMAT,OSS
2369036289177,KELURAHAN,OSS
2369036289177,DAERAH_ID,OSS
2369036289177,KODE_POS,N/A
2369036289177,FLAG_IMPOR,OSS
2369036289177,FLAG_EKSPOR,OSS
2369036289177,JENIS_API,OSS
2369036289177,KODE_KANTOR,CEISA
2369036289177,NOMOR_TELPON,CEISA
2369036289177,KATEGORI,CEISA
2369036289177,NIPER,N/A
2369036289177,NOMOR_API,CEISA
2369036289177,ID_PERUSAHAAN,CEISA
2369036289177,TGL_PERUBAHAN_NIB,OSS
2369036289177,TGL_TERBIT_NIB,CEISA
2369036289177,TGL_SYNC_OSS,CEISA
2369036289177,STATUS_NIB,OSS
5034281139043,NIB,OSS
5034281139043,NPWP,OSS
5034281139043,NAMA,OSS
5034281139043,NAMA_SINGKATAN,OSS
5034281139043,JENIS_PERSEROAN,OSS
5034281139043,STATUS_BADAN_HUKUM,OSS
5034281139043,STATUS_PERSEROAN,OSS
5034281139043,ALAMAT,OSS
5034281139043,KELURAHAN,OSS
5034281139043,DAERAH_ID,OSS
5034281139043,KODE_POS,N/A
5034281139043,FLAG_IMPOR,OSS
5034281139043,FLAG_EKSPOR,OSS
5034281139043,JENIS_API,OSS
5034281139043,KODE_KANTOR,CEISA
5034281139043,NOMOR_TELPON,CEISA
5034281139043,KATEGORI,CEISA
5034281139043,NIPER,CEISA
5034281139043,NOMOR_API,CEISA
5034281139043,ID_PERUSAHAAN,CEISA
5034281139043,TGL_PERUBAHAN_NIB,OSS
5034281139043,TGL_TERBIT_NIB,CEISA
5034281139043,TGL_SYNC_OSS,CEISA
5034281139043,STATUS_NIB,OSS
4683565215681,NIB,OSS
4683565215681,NPWP,OSS
4683565215681,NAMA,OSS
4683565215681,NAMA_SINGKATAN,OSS
4683565215681,JENIS_PERSEROAN,OSS
4683565215681,STATUS_BADAN_HUKUM,OSS
4683565215681,STATUS_PERSEROAN,OSS
4683565215681,ALAMAT,OSS
4683565215681,KELURAHAN,OSS
4683565215681,DAERAH_ID,OSS
4683565215681,KODE_POS,N/A
4683565215681,FLAG_IMPOR,OSS
4683565215681,FLAG_EKSPOR,OSS
4683565215681,JENIS_API,N/A
4683565215681,KODE_KANTOR,CEISA
4683565215681,NOMOR_TELPON,CEISA
4683565215681,KATEGORI,CEISA
4683565215681,NIPER,CEISA
4683565215681,NOMOR_API,CEISA
4683565215681,ID_PERUSAHAAN,CEISA
4683565215681,TGL_PERUBAHAN_NIB,OSS
4683565215681,TGL_TERBIT_NIB,CEISA
4683565215681,TGL_SYNC_OSS,CEISA
4683565215681,STATUS_NIB,OSS
6063399129710,NIB,OSS
6063399129710,NPWP,OSS
6063399129710,NAMA,OSS
6063399129710,NAMA_SINGKATAN,OSS
6063399129710,JENIS_PERSEROAN,OSS
6063399129710,STATUS_BADAN_HUKUM,OSS
6063399129710,STATUS_PERSEROAN,OSS
6063399129710,ALAMAT,OSS
6063399129710,KELURAHAN,OSS
6063399129710,DAERAH_ID,OSS
6063399129710,KODE_POS,N/A
6063399129710,FLAG_IMPOR,OSS
6063399129710,FLAG_EKSPOR,OSS
6063399129710,JENIS_API,OSS
6063399129710,KODE_KANTOR,CEISA
6063399129710,NOMOR_TELPON,CEISA
6063399129710,KATEGORI,CEISA
6063399129710,NIPER,CEISA
6063399129710,NOMOR_API,N/A
6063399129710,ID_PERUSAHAAN,CEISA
6063399129710,TGL_PERUBAHAN_NIB,OSS
6063399129710,TGL_TERBIT_NIB,CEISA
6063399129710,TGL_SYNC_OSS,CEISA
6063399129710,STATUS_NIB,OSS
5511274747219,NIB,OSS
5511274747219,NPWP,OSS
5511274747219,NAMA,OSS
5511274747219,NAMA_SINGKATAN,OSS
5511274747219,JENIS_PERSEROAN,OSS
5511274747219,STATUS_BADAN_HUKUM,OSS
5511274747219,STATUS_PERSEROAN,OSS
5511274747219,ALAMAT,OSS
5511274747219,KELURAHAN,OSS
5511274747219,DAERAH_ID,OSS
5511274747219,KODE_POS,OSS
5511274747219,FLAG_IMPOR,OSS
5511274747219,FLAG_EKSPOR,OSS
5511274747219,JENIS_API,OSS
5511274747219,KODE_KANTOR,CEISA
5511274747219,NOMOR_TELPON,CEISA
5511274747219,KATEGORI,CEISA
5511274747219,NIPER,CEISA
5511274747219,NOMOR_API,CEISA
5511274747219,ID_PERUSAHAAN,CEISA
5511274747219,TGL_PERUBAHAN_NIB,OSS
5511274747219,TGL_TERBIT_NIB,CEISA
5511274747219,TGL_SYNC_OSS,CEISA
5511274747219,STATUS_NIB,OSS
0903802146296,NIB,OSS
0903802146296,NPWP,OSS
0903802146296,NAMA,OSS
0903802146296,NAMA_SINGKATAN,OSS
0903802146296,JENIS_PERSEROAN,OSS
0903802146296,STATUS_BADAN_HUKUM,OSS
0903802146296,STATUS_PERSEROAN,OSS
0903802146296,ALAMAT,OSS
0903802146296,KELURAHAN,OSS
0903802146296,DAERAH_ID,OSS
0903802146296,KODE_POS,N/A
0903802146296,FLAG_IMPOR,OSS
0903802146296,FLAG_EKSPOR,OSS
0903802146296,JENIS_API,N/A
0903802146296,KODE_KANTOR,CEISA
0903802146296,NOMOR_TELPON,CEISA
0903802146296,KATEGORI,CEISA
0903802146296,NIPER,CEISA
0903802146296,NOMOR_API,CEISA
0903802146296,ID_PERUSAHAAN,CEISA
0903802146296,TGL_PERUBAHAN_NIB,OSS
0903802146296,TGL_TERBIT_NIB,CEISA
0903802146296,TGL_SYNC_OSS,CEISA
0903802146296,STATUS_NIB,OSS
6636515597371,NIB,OSS
6636515597371,NPWP,OSS
6636515597371,NAMA,OSS
6636515597371,NAMA_SINGKATAN,OSS
6636515597371,JENIS_PERSEROAN,OSS
6636515597371,STATUS_BADAN_HUKUM,OSS
6636515597371,STATUS_PERSEROAN,OSS
6636515597371,ALAMAT,OSS
6636515597371,KELURAHAN,OSS
6636515597371,DAERAH_ID,OSS
6636515597371,KODE_POS,N/A
6636515597371,FLAG_IMPOR,OSS
6636515597371,FLAG_EKSPOR,OSS
6636515597371,JENIS_API,OSS
6636515597371,KODE_KANTOR,CEISA
6636515597371,NOMOR_TELPON,CEISA
6636515597371,KATEGORI,CEISA
6636515597371,NIPER,CEISA
6636515597371,NOMOR_API,CEISA
6636515597371,ID_PERUSAHAAN,CEISA
6636515597371,TGL_PERUBAHAN_NIB,OSS
6636515597371,TGL_TERBIT_NIB,CEISA
6636515597371,TGL_SYNC_OSS,CEISA
6636515597371,STATUS_NIB,OSS
6730306442121,NIB,OSS
6730306442121,NPWP,OSS
6730306442121,NAMA,OSS
6730306442121,NAMA_SINGKATAN,N/A
6730306442121,JENIS_PERSEROAN,OSS
6730306442121,STATUS_BADAN_HUKUM,OSS
6730306442121,STATUS_PERSEROAN,OSS
6730306442121,ALAMAT,OSS
6730306442121,KELURAHAN,OSS
6730306442121,DAERAH_ID,OSS
6730306442121,KODE_POS,N/A
6730306442121,FLAG_IMPOR,OSS
6730306442121,FLAG_EKSPOR,OSS
6730306442121,JENIS_API,N/A
6730306442121,KODE_KANTOR,CEISA
6730306442121,NOMOR_TELPON,CEISA
6730306442121,KATEGORI,CEISA
6730306442121,NIPER,CEISA
6730306442121,NOMOR_API,N/A
6730306442121,ID_PERUSAHAAN,CEISA
6730306442121,TGL_PERUBAHAN_NIB,OSS
6730306442121,TGL_TERBIT_NIB,CEISA
6730306442121,TGL_SYNC_OSS,CEISA
6730306442121,STATUS_NIB,OSS
5423567782659,NIB,OSS
5423567782659,NPWP,OSS
5423567782659,NAMA,OSS
5423567782659,NAMA_SINGKATAN,OSS
5423567782659,JENIS_PERSEROAN,OSS
5423567782659,STATUS_BADAN_HUKUM,OSS
5423567782659,STATUS_PERSEROAN,OSS
5423567782659,ALAMAT,OSS
5423567782659,KELURAHAN,OSS
5423567782659,DAERAH_ID,OSS
5423567782659,KODE_POS,N/A
5423567782659,FLAG_IMPOR,OSS
5423567782659,FLAG_EKSPOR,OSS
5423567782659,JENIS_API,OSS
5423567782659,KODE_KANTOR,CEISA
5423567782659,NOMOR_TELPON,CEISA
5423567782659,KATEGORI,CEISA
5423567782659,NIPER,CEISA
5423567782659,NOMOR_API,CEISA
5423567782659,ID_PERUSAHAAN,CEISA
5423567782659,TGL_PERUBAHAN_NIB,OSS
5423567782659,TGL_TERBIT_NIB,CEISA
5423567782659,TGL_SYNC_OSS,CEISA
5423567782659,STATUS_NIB,OSS
2751648072791,NIB,OSS
2751648072791,NPWP,OSS
2751648072791,NAMA,OSS
2751648072791,NAMA_SINGKATAN,OSS
2751648072791,JENIS_PERSEROAN,OSS
2751648072791,STATUS_BADAN_HUKUM,OSS
2751648072791,STATUS_PERSEROAN,OSS
2751648072791,ALAMAT,OSS
2751648072791,KELURAHAN,OSS
2751648072791,DAERAH_ID,OSS
2751648072791,KODE_POS,N/A
2751648072791,FLAG_IMPOR,OSS
2751648072791,FLAG_EKSPOR,OSS
2751648072791,JENIS_API,OSS
2751648072791,KODE_KANTOR,CEISA
2751648072791,NOMOR_TELPON,CEISA
2751648072791,KATEGORI,CEISA
2751648072791,NIPER,N/A
2751648072791,NOMOR_API,CEISA
2751648072791,ID_PERUSAHAAN,CEISA
2751648072791,TGL_PERUBAHAN_NIB,OSS
2751648072791,TGL_TERBIT_NIB,CEISA
2751648072791,TGL_SYNC_OSS,CEISA
2751648072791,STATUS_NIB,OSS
4481776655868,NIB,OSS
4481776655868,NPWP,OSS
4481776655868,NAMA,OSS
4481776655868,NAMA_SINGKATAN,OSS
4481776655868,JENIS_PERSEROAN,OSS
4481776655868,STATUS_BADAN_HUKUM,OSS
4481776655868,STATUS_PERSEROAN,OSS
4481776655868,ALAMAT,OSS
4481776655868,KELURAHAN,OSS
4481776655868,DAERAH_ID,OSS
4481776655868,KODE_POS,N/A
4481776655868,FLAG_IMPOR,OSS
4481776655868,FLAG_EKSPOR,OSS
4481776655868,JENIS_API,OSS
4481776655868,KODE_KANTOR,CEISA
4481776655868,NOMOR_TELPON,CEISA
4481776655868,KATEGORI,CEISA
4481776655868,NIPER,N/A
4481776655868,NOMOR_API,CEISA
4481776655868,ID_PERUSAHAAN,CEISA
4481776655868,TGL_PERUBAHAN_NIB,OSS
4481776655868,TGL_TERBIT_NIB,CEISA
4481776655868,TGL_SYNC_OSS,CEISA
4481776655868,STATUS_NIB,OSS
1111096179817,NIB,OSS
1111096179817,NPWP,OSS
1111096179817,NAMA,OSS
1111096179817,NAMA_SINGKATAN,N/A
1111096179817,JENIS_PERSEROAN,OSS
1111096179817,STATUS_BADAN_HUKUM,OSS
1111096179817,STATUS_PERSEROAN,OSS
1111096179817,ALAMAT,OSS
1111096179817,KELURAHAN,N/A
1111096179817,DAERAH_ID,OSS
1111096179817,KODE_POS,OSS
1111096179817,FLAG_IMPOR,OSS
1111096179817,FLAG_EKSPOR,OSS
1111096179817,JENIS_API,OSS
1111096179817,KODE_KANTOR,CEISA
1111096179817,NOMOR_TELPON,CEISA
1111096179817,KATEGORI,CEISA
1111096179817,NIPER,CEISA
1111096179817,NOMOR_API,CEISA
1111096179817,ID_PERUSAHAAN,CEISA
1111096179817,TGL_PERUBAHAN_NIB,OSS
1111096179817,TGL_TERBIT_NIB,CEISA
1111096179817,TGL_SYNC_OSS,CEISA
1111096179817,STATUS_NIB,OSS
7660538444463,NIB,OSS
7660538444463,NPWP,OSS
7660538444463,NAMA,OSS
7660538444463,NAMA_SINGKATAN,N/A
7660538444463,JENIS_PERSEROAN,OSS
7660538444463,STATUS_BADAN_HUKUM,OSS
7660538444463,STATUS_PERSEROAN,OSS
7660538444463,ALAMAT,OSS
7660538444463,KELURAHAN,OSS
7660538444463,DAERAH_ID,OSS
7660538444463,KODE_POS,OSS
7660538444463,FLAG_IMPOR,OSS
7660538444463,FLAG_EKSPOR,OSS
7660538444463,JENIS_API,OSS
7660538444463,KODE_KANTOR,CEISA
7660538444463,NOMOR_TELPON,CEISA
7660538444463,KATEGORI,CEISA
7660538444463,NIPER,CEISA
7660538444463,NOMOR_API,N/A
7660538444463,ID_PERUSAHAAN,CEISA
7660538444463,TGL_PERUBAHAN_NIB,OSS
7660538444463,TGL_TERBIT_NIB,CEISA
7660538444463,TGL_SYNC_OSS,CEISA
7660538444463,STATUS_NIB,OSS
3960962626582,NIB,OSS
3960962626582,NPWP,OSS
3960962626582,NAMA,OSS
3960962626582,NAMA_SINGKATAN,OSS
3960962626582,JENIS_PERSEROAN,OSS
3960962626582,STATUS_BADAN_HUKUM,OSS
3960962626582,STATUS_PERSEROAN,OSS
3960962626582,ALAMAT,OSS
3960962626582,KELURAHAN,OSS
3960962626582,DAERAH_ID,OSS
3960962626582,KODE_POS,OSS
3960962626582,FLAG_IMPOR,OSS
3960962626582,FLAG_EKSPOR,OSS
3960962626582,JENIS_API,N/A
3960962626582,KODE_KANTOR,CEISA
3960962626582,NOMOR_TELPON,CEISA
3960962626582,KATEGORI,CEISA
3960962626582,NIPER,CEISA
3960962626582,NOMOR_API,N/A
3960962626582,ID_PERUSAHAAN,CEISA
3960962626582,TGL_PERUBAHAN_NIB,OSS
3960962626582,TGL_TERBIT_NIB,CEISA
3960962626582,TGL_SYNC_OSS,CEISA
3960962626582,STATUS_NIB,OSS
9209819602752,NIB,OSS
9209819602752,NPWP,OSS
9209819602752,NAMA,OSS
9209819602752,NAMA_SINGKATAN,OSS
9209819602752,JENIS_PERSEROAN,OSS
9209819602752,STATUS_BADAN_HUKUM,OSS
9209819602752,STATUS_PERSEROAN,OSS
9209819602752,ALAMAT,OSS
9209819602752,KELURAHAN,OSS
9209819602752,DAERAH_ID,OSS
9209819602752,KODE_POS,OSS
9209819602752,FLAG_IMPOR,OSS
9209819602752,FLAG_EKSPOR,OSS
9209819602752,JENIS_API,OSS
9209819602752,KODE_KANTOR,CEISA
9209819602752,NOMOR_TELPON,CEISA
9209819602752,KATEGORI,CEISA
9209819602752,NIPER,CEISA
9209819602752,NOMOR_API,N/A
9209819602752,ID_PERUSAHAAN,CEISA
9209819602752,TGL_PERUBAHAN_NIB,OSS
9209819602752,TGL_TERBIT_NIB,CEISA
9209819602752,TGL_SYNC_OSS,CEISA
9209819602752,STATUS_NIB,OSS
9117911244211,NIB,OSS
9117911244211,NPWP,OSS
9117911244211,NAMA,OSS
9117911244211,NAMA_SINGKATAN,OSS
9117911244211,JENIS_PERSEROAN,OSS
9117911244211,STATUS_BADAN_HUKUM,OSS
9117911244211,STATUS_PERSEROAN,OSS
9117911244211,ALAMAT,OSS
9117911244211,KELURAHAN,OSS
9117911244211,DAERAH_ID,OSS
9117911244211,KODE_POS,N/A
9117911244211,FLAG_IMPOR,OSS
9117911244211,FLAG_EKSPOR,OSS
9117911244211,JENIS_API,OSS
9117911244211,KODE_KANTOR,CEISA
9117911244211,NOMOR_TELPON,CEISA
9117911244211,KATEGORI,CEISA
9117911244211,NIPER,N/A
9117911244211,NOMOR_API,CEISA
9117911244211,ID_PERUSAHAAN,CEISA
9117911244211,TGL_PERUBAHAN_NIB,OSS
9117911244211,TGL_TERBIT_NIB,CEISA
9117911244211,TGL_SYNC_OSS,CEISA
9117911244211,STATUS_NIB,OSS
5722402990155,NIB,OSS
5722402990155,NPWP,OSS
5722402990155,NAMA,OSS
5722402990155,NAMA_SINGKATAN,OSS
5722402990155,JENIS_PERSEROAN,OSS
5722402990155,STATUS_BADAN_HUKUM,OSS
5722402990155,STATUS_PERSEROAN,OSS
5722402990155,ALAMAT,OSS
5722402990155,KELURAHAN,OSS
5722402990155,DAERAH_ID,OSS
5722402990155,KODE_POS,N/A
5722402990155,FLAG_IMPOR,OSS
5722402990155,FLAG_EKSPOR,OSS
5722402990155,JENIS_API,N/A
5722402990155,KODE_KANTOR,CEISA
5722402990155,NOMOR_TELPON,CEISA
5722402990155,KATEGORI,CEISA
5722402990155,NIPER,CEISA
5722402990155,NOMOR_API,CEISA
5722402990155,ID_PERUSAHAAN,CEISA
5722402990155,TGL_PERUBAHAN_NIB,OSS
5722402990155,TGL_TERBIT_NIB,CEISA
5722402990155,TGL_SYNC_OSS,CEISA
5722402990155,STATUS_NIB,OSS
3513052312447,NIB,OSS
3513052312447,NPWP,OSS
3513052312447,NAMA,OSS
3513052312447,NAMA_SINGKATAN,OSS
3513052312447,JENIS_PERSEROAN,OSS
3513052312447,STATUS_BADAN_HUKUM,OSS
3513052312447,STATUS_PERSEROAN,OSS
3513052312447,ALAMAT,OSS
3513052312447,KELURAHAN,OSS
3513052312447,DAERAH_ID,OSS
3513052312447,KODE_POS,N/A
3513052312447,FLAG_IMPOR,OSS
3513052312447,FLAG_EKSPOR,OSS
3513052312447,JENIS_API,N/A
3513052312447,KODE_KANTOR,CEISA
3513052312447,NOMOR_TELPON,CEISA
3513052312447,KATEGORI,CEISA
3513052312447,NIPER,CEISA
3513052312447,NOMOR_API,CEISA
3513052312447,ID_PERUSAHAAN,CEISA
3513052312447,TGL_PERUBAHAN_NIB,OSS
3513052312447,TGL_TERBIT_NIB,CEISA
3513052312447,TGL_SYNC_OSS,CEISA
3513052312447,STATUS_NIB,OSS
4619942376769,NIB,OSS
4619942376769,NPWP,OSS
4619942376769,NAMA,OSS
4619942376769,NAMA_SINGKATAN,OSS
4619942376769,JENIS_PERSEROAN,OSS
4619942376769,STATUS_BADAN_HUKUM,OSS
4619942376769,STATUS_PERSEROAN,OSS
4619942376769,ALAMAT,OSS
4619942376769,KELURAHAN,OSS
4619942376769,DAERAH_ID,OSS
4619942376769,KODE_POS,N/A
4619942376769,FLAG_IMPOR,OSS
4619942376769,FLAG_EKSPOR,OSS
4619942376769,JENIS_API,N/A
4619942376769,KODE_KANTOR,CEISA
4619942376769,NOMOR_TELPON,CEISA
4619942376769,KATEGORI,CEISA
4619942376769,NIPER,CEISA
4619942376769,NOMOR_API,CEISA
4619942376769,ID_PERUSAHAAN,CEISA
4619942376769,TGL_PERUBAHAN_NIB,OSS
4619942376769,TGL_TERBIT_NIB,CEISA
4619942376769,TGL_SYNC_OSS,CEISA
4619942376769,STATUS_NIB,OSS
7208496498560,NIB,OSS
7208496498560,NPWP,OSS
7208496498560,NAMA,OSS
7208496498560,NAMA_SINGKATAN,OSS
7208496498560,JENIS_PERSEROAN,OSS
7208496498560,STATUS_BADAN_HUKUM,OSS
7208496498560,STATUS_PERSEROAN,OSS
7208496498560,ALAMAT,OSS
7208496498560,KELURAHAN,OSS
7208496498560,DAERAH_ID,OSS
7208496498560,KODE_POS,N/A
7208496498560,FLAG_IMPOR,OSS
7208496498560,FLAG_EKSPOR,OSS
7208496498560,JENIS_API,N/A
7208496498560,KODE_KANTOR,CEISA
7208496498560,NOMOR_TELPON,CEISA
7208496498560,KATEGORI,CEISA
7208496498560,NIPER,CEISA
7208496498560,NOMOR_API,N/A
7208496498560,ID_PERUSAHAAN,CEISA
7208496498560,TGL_PERUBAHAN_NIB,OSS
7208496498560,TGL_TERBIT_NIB,CEISA
7208496498560,TGL_SYNC_OSS,CEISA
7208496498560,STATUS_NIB,OSS
0505379538164,NIB,OSS
0505379538164,NPWP,OSS
0505379538164,NAMA,OSS
0505379538164,NAMA_SINGKATAN,OSS
0505379538164,JENIS_PERSEROAN,OSS
0505379538164,STATUS_BADAN_HUKUM,OSS
0505379538164,STATUS_PERSEROAN,OSS
0505379538164,ALAMAT,OSS
0505379538164,KELURAHAN,OSS
0505379538164,DAERAH_ID,OSS
0505379538164,KODE_POS,N/A
0505379538164,FLAG_IMPOR,OSS
0505379538164,FLAG_EKSPOR,OSS
0505379538164,JENIS_API,OSS
0505379538164,KODE_KANTOR,CEISA
0505379538164,NOMOR_TELPON,CEISA
0505379538164,KATEGORI,CEISA
0505379538164,NIPER,N/A
0505379538164,NOMOR_API,CEISA
0505379538164,ID_PERUSAHAAN,CEISA
0505379538164,TGL_PERUBAHAN_NIB,OSS
0505379538164,TGL_TERBIT_NIB,CEISA
0505379538164,TGL_SYNC_OSS,CEISA
0505379538164,STATUS_NIB,OSS
0461172959639,NIB,OSS
0461172959639,NPWP,OSS
0461172959639,NAMA,OSS
0461172959639,NAMA_SINGKATAN,OSS
0461172959639,JENIS_PERSEROAN,OSS
0461172959639,STATUS_BADAN_HUKUM,OSS
0461172959639,STATUS_PERSEROAN,OSS
0461172959639,ALAMAT,OSS
0461172959639,KELURAHAN,OSS
0461172959639,DAERAH_ID,OSS
0461172959639,KODE_POS,N/A
0461172959639,FLAG_IMPOR,OSS
0461172959639,FLAG_EKSPOR,OSS
0461172959639,JENIS_API,N/A
0461172959639,KODE_KANTOR,CEISA
0461172959639,NOMOR_TELPON,CEISA
0461172959639,KATEGORI,CEISA
0461172959639,NIPER,CEISA
0461172959639,NOMOR_API,CEISA
0461172959639,ID_PERUSAHAAN,CEISA
0461172959639,TGL_PERUBAHAN_NIB,OSS
0461172959639,TGL_TERBIT_NIB,CEISA
0461172959639,TGL_SYNC_OSS,CEISA
0461172959639,STATUS_NIB,OSS
0644556185790,NIB,OSS
0644556185790,NPWP,OSS
0644556185790,NAMA,OSS
0644556185790,NAMA_SINGKATAN,OSS
0644556185790,JENIS_PERSEROAN,OSS
0644556185790,STATUS_BADAN_HUKUM,OSS
0644556185790,STATUS_PERSEROAN,OSS
0644556185790,ALAMAT,OSS
0644556185790,KELURAHAN,OSS
0644556185790,DAERAH_ID,OSS
0644556185790,KODE_POS,OSS
0644556185790,FLAG_IMPOR,OSS
0644556185790,FLAG_EKSPOR,OSS
0644556185790,JENIS_API,OSS
0644556185790,KODE_KANTOR,CEISA
0644556185790,NOMOR_TELPON,CEISA
0644556185790,KATEGORI,CEISA
0644556185790,NIPER,CEISA
0644556185790,NOMOR_API,N/A
0644556185790,ID_PERUSAHAAN,CEISA
0644556185790,TGL_PERUBAHAN_NIB,OSS
0644556185790,TGL_TERBIT_NIB,CEISA
0644556185790,TGL_SYNC_OSS,CEISA
0644556185790,STATUS_NIB,OSS
6321358004010,NIB,OSS
6321358004010,NPWP,OSS
6321358004010,NAMA,OSS
6321358004010,NAMA_SINGKATAN,OSS
6321358004010,JENIS_PERSEROAN,OSS
6321358004010,STATUS_BADAN_HUKUM,OSS
6321358004010,STATUS_PERSEROAN,OSS
6321358004010,ALAMAT,OSS
6321358004010,KELURAHAN,OSS
6321358004010,DAERAH_ID,OSS
6321358004010,KODE_POS,N/A
6321358004010,FLAG_IMPOR,OSS
6321358004010,FLAG_EKSPOR,OSS
6321358004010,JENIS_API,N/A
6321358004010,KODE_KANTOR,CEISA
6321358004010,NOMOR_TELPON,CEISA
6321358004010,KATEGORI,CEISA
6321358004010,NIPER,CEISA
6321358004010,NOMOR_API,CEISA
6321358004010,ID_PERUSAHAAN,CEISA
6321358004010,TGL_PERUBAHAN_NIB,OSS
6321358004010,TGL_TERBIT_NIB,CEISA
6321358004010,TGL_SYNC_OSS,CEISA
6321358004010,STATUS_NIB,OSS
9671883977457,NIB,OSS
9671883977457,NPWP,OSS
9671883977457,NAMA,OSS
9671883977457,NAMA_SINGKATAN,OSS
9671883977457,JENIS_PERSEROAN,OSS
9671883977457,STATUS_BADAN_HUKUM,OSS
9671883977457,STATUS_PERSEROAN,OSS
9671883977457,ALAMAT,OSS
9671883977457,KELURAHAN,OSS
9671883977457,DAERAH_ID,OSS
9671883977457,KODE_POS,N/A
9671883977457,FLAG_IMPOR,OSS
9671883977457,FLAG_EKSPOR,OSS
9671883977457,JENIS_API,OSS
9671883977457,KODE_KANTOR,CEISA
9671883977457,NOMOR_TELPON,CEISA
9671883977457,KATEGORI,CEISA
9671883977457,NIPER,CEISA
9671883977457,NOMOR_API,CEISA
9671883977457,ID_PERUSAHAAN,CEISA
