NIB,field,oss_value,ceisa_value,winner
1574932511497,FLAG_EKSPOR_vs_NIPER,N,5208759391.0,OSS (FLAG_EKSPOR)
6618308580018,NPWP_VALUE,61.988.249.1-319.211,662498492859,OSS
1078187109685,NPWP_VALUE,54.308.131.5-779.465,74141636,OSS
1078187109685,FLAG_EKSPOR_vs_NIPER,N,9322207413.0,OSS (FLAG_EKSPOR)
1542306002302,NPWP_VALUE,64.442.895.5-662.707,6992684255,OSS
6670151459920,STATUS_NIB,DICABUT,AKTIF,OSS
9222056201901,STATUS_NIB,DICABUT,AKTIF,OSS
1323945645234,FLAG_EKSPOR_vs_NIPER,N,3691891595.0,OSS (FLAG_EKSPOR)
6253809664147,FLAG_EKSPOR_vs_NIPER,N,1957801834.0,OSS (FLAG_EKSPOR)
6383543468586,FLAG_EKSPOR_vs_NIPER,N,3332427546.0,OSS (FLAG_EKSPOR)
8161538116837,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
1489678082649,NPWP_VALUE,26.120.134.1-292.407,60.058.333.8-198.624,OSS
1489678082649,FLAG_EKSPOR_vs_NIPER,N,1523664362.0,OSS (FLAG_EKSPOR)
2645633917299,NPWP_VALUE,80.920.307.0-220.404,71151989,OSS
6497196706833,FLAG_EKSPOR_vs_NIPER,N,9239120005.0,OSS (FLAG_EKSPOR)
1571171321940,NPWP_VALUE,17.310.927.7-685.888,54566544869,OSS
1571171321940,NAMA,PERUM HASANAH MARDHIYAH,PERUM HASANAH MARDHIYAH (CABANG),OSS
4232154013153,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
2408710066890,NAMA,CV BUDIYANTO,CV BUDIYANTO (CABANG),OSS
3599940041084,NPWP_VALUE,57.619.821.1-233.381,85981491,OSS
7803789121397,FLAG_EKSPOR_vs_NIPER,N,2160827568.0,OSS (FLAG_EKSPOR)
0842906969045,NAMA,UD WINARNO SUARTINI (PERSERO) TBK,UD WINARNO SUARTINI (PERSERO) TBK (CABANG),OSS
9644477250842,NPWP_VALUE,30.761.144.4-178.217,843292665,OSS
9644477250842,NAMA,PT PERMATA MEGANTARA,PERMATA MEGANTARA (CABANG),OSS
0000295616225,NPWP_VALUE,48.732.735.4-716.504,741092972,OSS
5323167781456,NPWP_VALUE,37.451.751.4-857.250,474001302,OSS
7666505276120,NAMA,UD FARIDA RAJASA,UD FARIDA RAJASA (CABANG),OSS
1678706763532,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
7114294300037,NPWP_VALUE,43.791.930.3-583.770,08.141.255.9-646.849,OSS
7114294300037,FLAG_EKSPOR_vs_NIPER,N,8274424722.0,OSS (FLAG_EKSPOR)
2664267351272,NPWP_VALUE,35.323.965.5-225.985,2387855427,OSS
2664267351272,FLAG_EKSPOR_vs_NIPER,N,3765522429.0,OSS (FLAG_EKSPOR)
2094516767063,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
4946920856490,NAMA,PERUM WIBISONO,PERUM WIBISONO (CABANG),OSS
6175808038890,FLAG_EKSPOR_vs_NIPER,N,6145302345.0,OSS (FLAG_EKSPOR)
3538148374755,STATUS_NIB,DICABUT,AKTIF,OSS
3538148374755,FLAG_EKSPOR_vs_NIPER,N,4746492903.0,OSS (FLAG_EKSPOR)
7840190271698,FLAG_EKSPOR_vs_NIPER,N,1508321431.0,OSS (FLAG_EKSPOR)
7382777711842,FLAG_EKSPOR_vs_NIPER,N,4478213703.0,OSS (FLAG_EKSPOR)
0423447305777,NAMA,PT PUDJIASTUTI WALUYO,PUDJIASTUTI WALUYO (CABANG),OSS
0439070547360,NPWP_VALUE,97.116.342.7-807.655,44.863.353.1-609.432,OSS
7397984218914,STATUS_NIB,DICABUT,AKTIF,OSS
7397984218914,FLAG_EKSPOR_vs_NIPER,N,8088002220.0,OSS (FLAG_EKSPOR)
8776288363688,NPWP_VALUE,85.682.366.0-089.746,86.832.455.3-947.012,OSS
7880937616522,NAMA,UD UWAIS TBK,UD UWAIS TBK (CABANG),OSS
2878757030293,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
5222336931806,NPWP_VALUE,21.907.042.0-801.975,61.890.545.4-687.873,OSS
5222336931806,FLAG_EKSPOR_vs_NIPER,N,8611540629.0,OSS (FLAG_EKSPOR)
4369580504505,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
5904265274286,NAMA,CV MUSTOFA (PERSERO) TBK,CV MUSTOFA (PERSERO) TBK (CABANG),OSS
5545146091935,NPWP_VALUE,12.080.488.4-352.848,7527623443,OSS
1673374612157,FLAG_EKSPOR_vs_NIPER,N,8146170485.0,OSS (FLAG_EKSPOR)
7620990693196,FLAG_EKSPOR_vs_NIPER,N,3113011260.0,OSS (FLAG_EKSPOR)
9982267312343,FLAG_EKSPOR_vs_NIPER,N,3013935032.0,OSS (FLAG_EKSPOR)
1834369531029,FLAG_EKSPOR_vs_NIPER,N,9768550161.0,OSS (FLAG_EKSPOR)
2816291087392,FLAG_EKSPOR_vs_NIPER,N,7296371629.0,OSS (FLAG_EKSPOR)
8387890345029,NPWP_VALUE,40.515.409.7-779.406,10840639,OSS
5418236881013,NPWP_VALUE,70.680.135.7-176.073,7562452268858,OSS
5418236881013,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
2201388253208,NPWP_VALUE,94.201.701.1-902.770,513430988,OSS
2201388253208,NAMA,PERUM NURAINI TBK,PERUM NURAINI TBK (CABANG),OSS
2201388253208,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
4767200052141,FLAG_EKSPOR_vs_NIPER,N,6121209676.0,OSS (FLAG_EKSPOR)
9276713771886,NPWP_VALUE,96.144.866.6-246.598,545573849433,OSS
3055737138874,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
6330411761421,NAMA,PERUM WIJAYA TBK,PERUM WIJAYA TBK (CABANG),OSS
6330411761421,FLAG_EKSPOR_vs_NIPER,N,9437464364.0,OSS (FLAG_EKSPOR)
6568969870368,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
2291270659341,NPWP_VALUE,05.929.270.0-386.760,659944900,OSS
2291270659341,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8301817960757,NAMA,CV HALIM NATSIR (PERSERO) TBK,CV HALIM NATSIR (PERSERO) TBK (CABANG),OSS
1711486565818,FLAG_EKSPOR_vs_NIPER,N,6008629759.0,OSS (FLAG_EKSPOR)
5174192581476,NPWP_VALUE,22.926.957.1-838.720,22682876862426,OSS
4138453156309,FLAG_EKSPOR_vs_NIPER,N,7303328361.0,OSS (FLAG_EKSPOR)
8724089921773,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
7217340242224,STATUS_NIB,DICABUT,AKTIF,OSS
1814442484202,NAMA,UD ANGGRIAWAN FARIDA TBK,UD ANGGRIAWAN FARIDA TBK (CABANG),OSS
8261103565942,FLAG_EKSPOR_vs_NIPER,N,8074882967.0,OSS (FLAG_EKSPOR)
3348893343751,FLAG_EKSPOR_vs_NIPER,N,28893603.0,OSS (FLAG_EKSPOR)
0847156756650,FLAG_EKSPOR_vs_NIPER,N,3500658347.0,OSS (FLAG_EKSPOR)
2343596985045,NAMA,PERUM TAMPUBOLON HIDAYANTO TBK,PERUM TAMPUBOLON HIDAYANTO TBK (CABANG),OSS
3849368063585,FLAG_EKSPOR_vs_NIPER,N,990813477.0,OSS (FLAG_EKSPOR)
3048527758670,FLAG_EKSPOR_vs_NIPER,N,5229970128.0,OSS (FLAG_EKSPOR)
8963318123357,FLAG_EKSPOR_vs_NIPER,N,2490424974.0,OSS (FLAG_EKSPOR)
8529537740376,NAMA,UD PUSPITA (PERSERO) TBK,UD PUSPITA (PERSERO) TBK (CABANG),OSS
6186870479666,NPWP_VALUE,70.906.150.9-016.758,62860180,OSS
4233029276405,FLAG_EKSPOR_vs_NIPER,N,6771768673.0,OSS (FLAG_EKSPOR)
6581539885217,NPWP_VALUE,70.616.335.5-897.637,34936354,OSS
6581539885217,FLAG_EKSPOR_vs_NIPER,N,8602540290.0,OSS (FLAG_EKSPOR)
1675923831934,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
2421959730912,FLAG_EKSPOR_vs_NIPER,N,1750831262.0,OSS (FLAG_EKSPOR)
1096598455766,NPWP_VALUE,30.767.819.4-333.907,795988235,OSS
1096598455766,NAMA,PT HANDAYANI SALAHUDIN (PERSERO) TBK,HANDAYANI SALAHUDIN (PERSERO) TBK (CABANG),OSS
1096598455766,FLAG_EKSPOR_vs_NIPER,N,961202465.0,OSS (FLAG_EKSPOR)
1910616691008,NPWP_VALUE,81.135.163.4-137.819,48.534.232.1-668.320,OSS
1910616691008,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
7562699620834,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
7129514520580,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
4065474769509,FLAG_EKSPOR_vs_NIPER,N,7915032862.0,OSS (FLAG_EKSPOR)
5562388788876,NAMA,PT RAHAYU RIYANTI TBK,RAHAYU RIYANTI TBK (CABANG),OSS
0138604794719,NPWP_VALUE,78.015.219.8-017.212,33.185.556.0-558.037,OSS
4191479053472,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8228280183235,STATUS_NIB,DICABUT,AKTIF,OSS
8228280183235,FLAG_EKSPOR_vs_NIPER,N,3802927761.0,OSS (FLAG_EKSPOR)
4583744959752,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8741148626751,NPWP_VALUE,95.667.120.9-633.504,331096863,OSS
8741148626751,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
6419678963009,FLAG_EKSPOR_vs_NIPER,N,402367216.0,OSS (FLAG_EKSPOR)
4228483492766,NPWP_VALUE,70.049.581.8-784.260,8697592529,OSS
0153735866715,FLAG_EKSPOR_vs_NIPER,N,919335168.0,OSS (FLAG_EKSPOR)
0763415359771,FLAG_EKSPOR_vs_NIPER,N,5242260908.0,OSS (FLAG_EKSPOR)
0284136233470,NPWP_VALUE,38.018.476.1-257.410,77223936,OSS
0284136233470,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
3418559508374,NPWP_VALUE,47.731.784.6-037.125,66.388.887.8-151.183,OSS
3418559508374,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
3896763536735,NAMA,PD BUDIMAN,PD BUDIMAN (CABANG),OSS
1335139014309,FLAG_EKSPOR_vs_NIPER,N,3302739496.0,OSS (FLAG_EKSPOR)
9671480300735,NPWP_VALUE,99.643.447.5-574.833,98.087.767.6-939.256,OSS
2594657446532,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0048886804186,NPWP_VALUE,73.227.045.3-907.846,96741095,OSS
0048886804186,NAMA,UD USADA,UD USADA (CABANG),OSS
0048886804186,FLAG_EKSPOR_vs_NIPER,N,1787848609.0,OSS (FLAG_EKSPOR)
2519701815891,NAMA,PERUM HASANAH (PERSERO) TBK,PERUM HASANAH (PERSERO) TBK (CABANG),OSS
6252602216908,NPWP_VALUE,90.522.466.5-811.282,5594242833,OSS
1283319558979,NAMA,CV GUNARTO TBK,CV GUNARTO TBK (CABANG),OSS
1283319558979,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
5687094124605,FLAG_EKSPOR_vs_NIPER,N,3855609964.0,OSS (FLAG_EKSPOR)
7574510484809,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
4685606699261,NAMA,PT HARIYAH,HARIYAH (CABANG),OSS
4685606699261,FLAG_EKSPOR_vs_NIPER,N,7045509642.0,OSS (FLAG_EKSPOR)
2432333023993,STATUS_NIB,DICABUT,AKTIF,OSS
4255078688786,FLAG_EKSPOR_vs_NIPER,N,4700462439.0,OSS (FLAG_EKSPOR)
4249562917964,FLAG_EKSPOR_vs_NIPER,N,2750621502.0,OSS (FLAG_EKSPOR)
8723836806014,FLAG_EKSPOR_vs_NIPER,N,3754760383.0,OSS (FLAG_EKSPOR)
0757414248739,NAMA,CV PRAYOGA TBK,CV PRAYOGA TBK (CABANG),OSS
0757414248739,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
6772443435497,NPWP_VALUE,66.507.168.9-997.887,117770292,OSS
0299034804247,FLAG_EKSPOR_vs_NIPER,N,1957881600.0,OSS (FLAG_EKSPOR)
0184293359847,NPWP_VALUE,39.167.161.9-551.652,95.655.522.2-897.928,OSS
0184293359847,FLAG_EKSPOR_vs_NIPER,N,1969457054.0,OSS (FLAG_EKSPOR)
1539022624736,FLAG_EKSPOR_vs_NIPER,N,6736013583.0,OSS (FLAG_EKSPOR)
3969045392528,NPWP_VALUE,60.571.710.3-342.467,183866214,OSS
3969045392528,FLAG_EKSPOR_vs_NIPER,N,1798412906.0,OSS (FLAG_EKSPOR)
2325107155587,FLAG_EKSPOR_vs_NIPER,N,7473791492.0,OSS (FLAG_EKSPOR)
1621856352007,FLAG_EKSPOR_vs_NIPER,N,1923281815.0,OSS (FLAG_EKSPOR)
6163881687851,NPWP_VALUE,67.836.701.5-954.430,50055288,OSS
6163881687851,FLAG_EKSPOR_vs_NIPER,N,8005134483.0,OSS (FLAG_EKSPOR)
0072720814723,STATUS_NIB,DICABUT,AKTIF,OSS
0072720814723,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
9995145498367,FLAG_EKSPOR_vs_NIPER,N,2443134795.0,OSS (FLAG_EKSPOR)
5653377730316,FLAG_EKSPOR_vs_NIPER,N,4972227772.0,OSS (FLAG_EKSPOR)
0034383000914,NAMA,PD LAZUARDI NASYIAH (PERSERO) TBK,PD LAZUARDI NASYIAH (PERSERO) TBK (CABANG),OSS
5677125158904,NAMA,PERUM WINARSIH WIBOWO TBK,PERUM WINARSIH WIBOWO TBK (CABANG),OSS
5677125158904,FLAG_EKSPOR_vs_NIPER,N,1244962649.0,OSS (FLAG_EKSPOR)
2392788447909,NPWP_VALUE,71.390.818.3-426.084,67941783,OSS
2392788447909,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
9396061047189,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0447085609406,FLAG_EKSPOR_vs_NIPER,N,5363984925.0,OSS (FLAG_EKSPOR)
9412641060326,NPWP_VALUE,97.828.461.5-239.962,3644372527,OSS
9412641060326,NAMA,UD ANGGRAINI TBK,UD ANGGRAINI TBK (CABANG),OSS
9412641060326,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
9654612536064,STATUS_NIB,DICABUT,AKTIF,OSS
9654612536064,NPWP_VALUE,02.062.287.7-297.973,193919447,OSS
9654612536064,FLAG_EKSPOR_vs_NIPER,N,2868509555.0,OSS (FLAG_EKSPOR)
8170361007701,NPWP_VALUE,56.497.972.3-669.492,104031151,OSS
0719600490214,NPWP_VALUE,36.300.088.5-342.869,508645875,OSS
0719600490214,NAMA,PD ARYANI RAMADAN (PERSERO) TBK,PD ARYANI RAMADAN (PERSERO) TBK (CABANG),OSS
9655239170335,NPWP_VALUE,31.928.001.0-318.632,313166640,OSS
9655239170335,FLAG_EKSPOR_vs_NIPER,N,548105482.0,OSS (FLAG_EKSPOR)
0506989354646,NPWP_VALUE,26.839.606.8-710.610,793072997,OSS
0506989354646,FLAG_EKSPOR_vs_NIPER,N,378441161.0,OSS (FLAG_EKSPOR)
3427186692552,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0882206318641,NPWP_VALUE,61.393.064.3-848.029,173361010,OSS
0882206318641,FLAG_EKSPOR_vs_NIPER,N,3719441708.0,OSS (FLAG_EKSPOR)
9499952252964,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
3306409805877,NPWP_VALUE,10.861.341.5-719.356,35674454928,OSS
7737939579551,NPWP_VALUE,72.984.658.2-260.737,28975069,OSS
7737939579551,FLAG_EKSPOR_vs_NIPER,N,982639249.0,OSS (FLAG_EKSPOR)
7038625676112,NPWP_VALUE,46.970.568.4-747.870,467070439,OSS
0019708428741,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0283034243753,NAMA,PERUM MUSTOFA,PERUM MUSTOFA (CABANG),OSS
9687403304544,NAMA,UD MARYADI WIDIASTUTI TBK,UD MARYADI WIDIASTUTI TBK (CABANG),OSS
1525523228058,NPWP_VALUE,70.197.466.7-651.311,25.755.196.7-101.454,OSS
0045880971861,FLAG_EKSPOR_vs_NIPER,N,9291385920.0,OSS (FLAG_EKSPOR)
5967577991137,NPWP_VALUE,75.816.561.3-018.725,371266866,OSS
5967577991137,FLAG_EKSPOR_vs_NIPER,N,2636683528.0,OSS (FLAG_EKSPOR)
1160895897015,NAMA,UD WAHYUDIN HUTAPEA,UD WAHYUDIN HUTAPEA (CABANG),OSS
1160895897015,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
3598398590799,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
0200617413644,NAMA,PD SAMOSIR SANTOSO,PD SAMOSIR SANTOSO (CABANG),OSS
0650761222830,NPWP_VALUE,46.395.303.4-429.570,07907369,OSS
0650761222830,FLAG_EKSPOR_vs_NIPER,N,7959672401.0,OSS (FLAG_EKSPOR)
9502635607778,NAMA,PT ADRIANSYAH,ADRIANSYAH (CABANG),OSS
0151200393449,NAMA,UD PRABOWO TBK,UD PRABOWO TBK (CABANG),OSS
9192969210530,FLAG_EKSPOR_vs_NIPER,N,8963929212.0,OSS (FLAG_EKSPOR)
5895247609606,FLAG_EKSPOR_vs_NIPER,N,1295866140.0,OSS (FLAG_EKSPOR)
8407094657770,FLAG_EKSPOR_vs_NIPER,N,2060290158.0,OSS (FLAG_EKSPOR)
0170867152077,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
2392010297599,FLAG_EKSPOR_vs_NIPER,N,7815256792.0,OSS (FLAG_EKSPOR)
5269420416415,FLAG_EKSPOR_vs_NIPER,N,5850141340.0,OSS (FLAG_EKSPOR)
6997681608557,NPWP_VALUE,98.090.827.7-308.613,939977570,OSS
6997681608557,NAMA,PERUM ARDIANTO WINARNO TBK,PERUM ARDIANTO WINARNO TBK (CABANG),OSS
6997681608557,FLAG_EKSPOR_vs_NIPER,N,6655441300.0,OSS (FLAG_EKSPOR)
9908035862405,NAMA,PT PANGESTU TBK,PANGESTU TBK (CABANG),OSS
9111108518466,NPWP_VALUE,65.624.567.5-610.227,2867453755469,OSS
9111108518466,NAMA,PERUM UYAINAH,PERUM UYAINAH (CABANG),OSS
9111108518466,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
3480022642597,NAMA,PD MAULANA,PD MAULANA (CABANG),OSS
3480022642597,FLAG_EKSPOR_vs_NIPER,N,8941368190.0,OSS (FLAG_EKSPOR)
5804529267698,FLAG_EKSPOR_vs_NIPER,N,1162887280.0,OSS (FLAG_EKSPOR)
8447936561156,NPWP_VALUE,70.822.411.2-722.135,5569595852,OSS
5316022743303,STATUS_NIB,DICABUT,AKTIF,OSS
5631121380782,NPWP_VALUE,71.925.499.8-776.817,04156012,OSS
6864277862685,NAMA,PD HARTATI SURYATMI (PERSERO) TBK,PD HARTATI SURYATMI (PERSERO) TBK (CABANG),OSS
6864277862685,FLAG_EKSPOR_vs_NIPER,N,4587588576.0,OSS (FLAG_EKSPOR)
7106283345573,FLAG_EKSPOR_vs_NIPER,N,2165257840.0,OSS (FLAG_EKSPOR)
9730273228570,FLAG_EKSPOR_vs_NIPER,N,7137949810.0,OSS (FLAG_EKSPOR)
3977041167881,FLAG_EKSPOR_vs_NIPER,N,1019456213.0,OSS (FLAG_EKSPOR)
8467332291248,NPWP_VALUE,77.338.360.8-476.940,62.447.053.4-134.186,OSS
8467332291248,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
5994264076089,NPWP_VALUE,41.211.060.1-131.966,639044839,OSS
1628335689058,NPWP_VALUE,99.077.039.8-689.017,130152493,OSS
1628335689058,NAMA,PT MARPAUNG TBK,MARPAUNG TBK (CABANG),OSS
1628335689058,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
2772871565969,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8216511921457,FLAG_EKSPOR_vs_NIPER,N,8253458994.0,OSS (FLAG_EKSPOR)
4029363409412,NPWP_VALUE,91.090.842.8-922.039,97.958.574.1-701.834,OSS
4029363409412,NAMA,PT SINAGA,SINAGA (CABANG),OSS
9627686127342,NPWP_VALUE,14.786.119.2-026.791,17.998.241.5-808.743,OSS
8029890888196,NAMA,PT WIBOWO TBK,WIBOWO TBK (CABANG),OSS
2316316037811,FLAG_EKSPOR_vs_NIPER,N,8806235395.0,OSS (FLAG_EKSPOR)
9714086332343,NPWP_VALUE,03.818.770.6-345.910,6342834828,OSS
3873693238004,NPWP_VALUE,88.241.421.4-449.372,4353386329692,OSS
3873693238004,FLAG_EKSPOR_vs_NIPER,N,7314080408.0,OSS (FLAG_EKSPOR)
6371206317552,NPWP_VALUE,73.452.492.6-038.124,3699275997887,OSS
6371206317552,NAMA,UD MANULLANG (PERSERO) TBK,UD MANULLANG (PERSERO) TBK (CABANG),OSS
6371206317552,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
5546542683684,NPWP_VALUE,99.994.865.3-511.462,29928445349374,OSS
9566003011962,NPWP_VALUE,19.508.794.2-979.225,10058104,OSS
7368385095709,NPWP_VALUE,24.264.030.9-587.087,54.982.098.1-085.853,OSS
0348484377006,NAMA,PT HIDAYANTO TBK,HIDAYANTO TBK (CABANG),OSS
6954217562752,FLAG_EKSPOR_vs_NIPER,N,5159132059.0,OSS (FLAG_EKSPOR)
3049484142355,FLAG_EKSPOR_vs_NIPER,N,842668323.0,OSS (FLAG_EKSPOR)
7487700788125,NPWP_VALUE,31.176.342.1-160.088,9373226763766,OSS
7487700788125,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8088669320709,NPWP_VALUE,65.240.279.8-277.608,510398795,OSS
8088669320709,FLAG_EKSPOR_vs_NIPER,N,4208962928.0,OSS (FLAG_EKSPOR)
6507445657267,STATUS_NIB,DICABUT,AKTIF,OSS
6507445657267,FLAG_EKSPOR_vs_NIPER,N,8116817865.0,OSS (FLAG_EKSPOR)
0345220262693,NAMA,PD HASTUTI HASTUTI (PERSERO) TBK,PD HASTUTI HASTUTI (PERSERO) TBK (CABANG),OSS
5442157837926,FLAG_EKSPOR_vs_NIPER,N,3268534887.0,OSS (FLAG_EKSPOR)
8839039799783,FLAG_EKSPOR_vs_NIPER,N,6271778603.0,OSS (FLAG_EKSPOR)
2506668606734,NPWP_VALUE,63.427.482.1-891.304,911566937,OSS
2506668606734,FLAG_EKSPOR_vs_NIPER,N,9875214721.0,OSS (FLAG_EKSPOR)
3963994959403,STATUS_NIB,DICABUT,AKTIF,OSS
3963994959403,NPWP_VALUE,71.576.356.5-806.761,44.067.029.4-004.785,OSS
3963994959403,FLAG_EKSPOR_vs_NIPER,N,1063970818.0,OSS (FLAG_EKSPOR)
1660191090488,STATUS_NIB,DICABUT,AKTIF,OSS
4176090937164,NPWP_VALUE,98.724.672.5-653.972,39.198.841.9-464.926,OSS
4473387805289,FLAG_EKSPOR_vs_NIPER,N,4382296825.0,OSS (FLAG_EKSPOR)
8837434509685,NAMA,PT OKTAVIANI SALAHUDIN,OKTAVIANI SALAHUDIN (CABANG),OSS
6469243435486,FLAG_EKSPOR_vs_NIPER,N,7885410545.0,OSS (FLAG_EKSPOR)
3546946604903,NAMA,CV SAPUTRA SIRAIT (PERSERO) TBK,CV SAPUTRA SIRAIT (PERSERO) TBK (CABANG),OSS
0285071961293,FLAG_EKSPOR_vs_NIPER,N,9725933381.0,OSS (FLAG_EKSPOR)
5165712118601,NAMA,PD NAMAGA,PD NAMAGA (CABANG),OSS
5165712118601,FLAG_EKSPOR_vs_NIPER,N,6546832750.0,OSS (FLAG_EKSPOR)
7920623145968,NAMA,CV YOLANDA KUSMAWATI,CV YOLANDA KUSMAWATI (CABANG),OSS
1120360816418,FLAG_EKSPOR_vs_NIPER,N,22909979.0,OSS (FLAG_EKSPOR)
8346954495060,NAMA,PD MULYANI HARYANTO,PD MULYANI HARYANTO (CABANG),OSS
8346954495060,FLAG_EKSPOR_vs_NIPER,N,7071261228.0,OSS (FLAG_EKSPOR)
4766919530164,NPWP_VALUE,63.142.537.6-126.480,09720983,OSS
6297611662866,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
6172150520535,FLAG_EKSPOR_vs_NIPER,N,6349120987.0,OSS (FLAG_EKSPOR)
0210912944314,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8240211682313,STATUS_NIB,DICABUT,AKTIF,OSS
8240211682313,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
2253511788280,NAMA,PERUM SIMANJUNTAK KUSWANDARI,PERUM SIMANJUNTAK KUSWANDARI (CABANG),OSS
2621074144301,NPWP_VALUE,01.824.396.1-284.944,14588214,OSS
3199711533349,NPWP_VALUE,57.168.637.6-862.630,00678356,OSS
3199711533349,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
9758586188817,FLAG_EKSPOR_vs_NIPER,N,3717692672.0,OSS (FLAG_EKSPOR)
2749033122239,NPWP_VALUE,41.270.570.0-951.900,72248727,OSS
8368747774070,FLAG_EKSPOR_vs_NIPER,N,1552235916.0,OSS (FLAG_EKSPOR)
7264393304596,FLAG_EKSPOR_vs_NIPER,N,930047175.0,OSS (FLAG_EKSPOR)
4358498118465,NPWP_VALUE,12.157.990.4-185.121,28.493.426.5-494.532,OSS
5942193793136,NPWP_VALUE,24.931.705.6-344.590,379435492,OSS
5942193793136,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
5861341749195,NPWP_VALUE,28.793.833.8-024.982,374867473843,OSS
4587669494715,NPWP_VALUE,45.862.643.3-281.874,10.952.311.9-117.617,OSS
7729084896539,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
8569329136964,NPWP_VALUE,94.537.043.4-830.799,10825995,OSS
6603327399741,FLAG_EKSPOR_vs_NIPER,N,4803163678.0,OSS (FLAG_EKSPOR)
6139123774599,FLAG_EKSPOR_vs_NIPER,N,7634557387.0,OSS (FLAG_EKSPOR)
9663309235654,NPWP_VALUE,00.250.030.7-611.658,68412327,OSS
0953185004231,NAMA,PD PUTRA (PERSERO) TBK,PD PUTRA (PERSERO) TBK (CABANG),OSS
0953185004231,FLAG_EKSPOR_vs_NIPER,N,4754253063.0,OSS (FLAG_EKSPOR)
