no_dok_ekspor,tgl_dok_ekspor,nama_perusahaan,npwp_perusahaan,alamat_perusahaan,nama_barang,hs_code_2d,kode_pelabuhan_ekspor,nama_pelabuhan_ekspor,berat_barang_ton,negara_tujuan,kode_negara_tujuan,nama_kapal,flag_anomali_tonase,flag_anomali_kapal,flag_anomali_kombinasi,selisih_hari_kapal,pt_hs_count,pel_hs_count,hs_neg_count
00852819,2026-02-18 00:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jl. Astana Anyar No. 309, Kendari, JB 19374",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,30805.39,Jepang,JP,MV CANDRAKANTA 18,0,1,0,0.4166666666666667,12,72,66
00223222,2026-02-18 08:00:00,PD Pudjiastuti Marbun,489638346578713,"Gg. BKR No. 178, Pariaman, SS 35784",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,26644.62,Singapura,SG,MV CANDRAKANTA 18,0,1,0,0.3333333333333333,21,75,69
00125996,2026-02-21 05:00:00,UD Mandala Prayoga,884969653287101,"Gg. Ir. H. Djuanda No. 0, Padang Sidempuan, Sulawesi Barat 74231",Sereal/Beras,10,IDBEL,Belawan,36416.99,China,CN,MV CANDRAKANTA 18,0,1,0,0.375,16,58,61
00795066,2026-01-02 01:00:00,UD Mandala Prayoga,884969653287101,"Jalan Abdul Muis No. 62, Sibolga, Jambi 35797",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,25599.47,Singapura,SG,MV CENGKAL 48,0,1,0,0.4166666666666667,15,80,69
00228913,2026-01-11 20:00:00,PD Manullang Tbk,048281489325288,"Gg. Ronggowarsito No. 372, Binjai, DKI Jakarta 59574",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,6934.43,India,IN,MV CENGKAL 48,0,1,0,1.375,12,68,85
00564192,2026-01-13 13:00:00,Perum Saptono Mustofa,513542784980841,"Jalan Stasiun Wonokromo No. 2, Sabang, SB 56856",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,14608.02,Singapura,SG,MV CENGKAL 48,0,1,0,1.7083333333333333,15,66,66
00732035,2026-01-13 18:00:00,PT Waskita,513338726247317,"Jl. Medokan Ayu No. 352, Tarakan, Sulawesi Tengah 12552",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,4077.85,India,IN,MV CENGKAL 48,0,1,0,0.20833333333333334,15,66,51
00634025,2026-01-14 02:00:00,PD Pudjiastuti Marbun,489638346578713,"Jalan Erlangga No. 11, Palangkaraya, SB 12415",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,13761.66,Singapura,SG,MV CENGKAL 48,0,1,0,0.3333333333333333,21,68,69
00853369,2026-01-14 08:00:00,PD Suwarno Tbk,872343098050097,"Jl. Peta No. 22, Bandar Lampung, BT 57784",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,33410.55,China,CN,MV CENGKAL 48,0,1,0,0.25,21,80,75
00894272,2026-01-14 20:00:00,PD Pudjiastuti Marbun,489638346578713,"Jalan Tubagus Ismail No. 01, Sungai Penuh, Maluku Utara 89935",Sereal/Beras,10,IDKBU,Kotabaru,24049.12,India,IN,MV CENGKAL 48,0,1,0,0.5,17,56,64
00551309,2026-01-15 22:00:00,PT Yulianti,801326773602606,"Jalan Medokan Ayu No. 182, Pasuruan, Kalimantan Utara 26978",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,30388.47,Singapura,SG,MV CENGKAL 48,0,1,0,1.0833333333333333,20,46,66
00261195,2026-01-17 16:00:00,PT Melani Hutapea,219136193990916,"Gang Pasteur No. 14, Pangkalpinang, KU 85258",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,31793.85,Jepang,JP,MV CENGKAL 48,0,1,0,1.75,9,72,66
00373601,2026-01-17 18:00:00,PD Pudjiastuti Marbun,489638346578713,"Gg. Tubagus Ismail No. 7, Surabaya, RI 71545",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,33954.78,Singapura,SG,MV CENGKAL 48,0,1,0,0.08333333333333333,22,54,63
00326377,2026-01-23 08:00:00,UD Mandala Prayoga,884969653287101,"Gang Kebonjati No. 25, Parepare, KU 05597",Sereal/Beras,10,IDTPE,Tanjung Perak,21740.34,Jepang,JP,MV CENGKAL 48,0,1,0,1.125,16,66,58
00513215,2026-01-29 09:00:00,PD Manullang Tbk,048281489325288,"Gang Cempaka No. 3, Tanjungbalai, PB 24077",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,5455.18,India,IN,MV CENGKAL 48,0,1,0,0.9583333333333334,24,46,51
00188422,2026-02-05 00:00:00,UD Putra Tbk,346247510799118,"Gang Abdul Muis No. 32, Cilegon, Kepulauan Riau 54152",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,42478.06,Singapura,SG,MV CENGKAL 48,0,1,0,0.7916666666666666,20,72,69
00329004,2026-02-19 20:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jl. Astana Anyar No. 3, Magelang, KR 45868",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,44408.31,Singapura,SG,MV CENGKAL 48,0,1,0,1.5,12,68,69
00361606,2026-02-20 15:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jalan PHH. Mustofa No. 05, Tasikmalaya, Sumatera Selatan 61124",Sereal/Beras,27,IDBEL,Belawan,35634.24,Singapura,SG,MV CENGKAL 48,0,1,0,0.7916666666666666,60,80,69
00410660,2026-02-21 22:00:00,PD Manullang Tbk,048281489325288,"Jl. Cempaka No. 94, Tanjungbalai, BB 43671",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,48608.61,Singapura,SG,MV CENGKAL 48,0,1,0,1.2916666666666667,12,80,69
00207257,2026-02-21 23:00:00,PD Suwarno Tbk,872343098050097,"Gang Cikutra Timur No. 8, Pagaralam, Kalimantan Tengah 14846",Sereal/Beras,10,IDTPE,Tanjung Perak,44166.07,Singapura,SG,MV CENGKAL 48,0,1,0,0.041666666666666664,14,66,49
00549494,2026-01-09 21:00:00,Perum Saptono Mustofa,513542784980841,"Gang Joyoboyo No. 08, Batu, JT 50272",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,40897.28,Jepang,JP,MV DAGEL 60,0,1,0,0.4166666666666667,16,54,48
00950537,2026-01-11 11:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Gg. Ahmad Dahlan No. 205, Salatiga, NB 73214",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,10093.24,India,IN,MV DAGEL 60,0,1,0,1.5833333333333333,12,72,85
00897487,2026-01-19 01:00:00,UD Putra Tbk,346247510799118,"Gg. Jend. Sudirman No. 4, Pematangsiantar, Sulawesi Selatan 03131",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,41735.91,Singapura,SG,MV DAGEL 60,0,1,0,1.625,21,65,66
00960950,2026-01-19 16:00:00,PT Yulianti,801326773602606,"Jl. Ciumbuleuit No. 0, Tebingtinggi, SB 21267",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,13844.98,India,IN,MV DAGEL 60,0,1,0,0.625,15,66,57
00173887,2026-01-30 07:00:00,PD Suwarno Tbk,872343098050097,"Jalan Medokan Ayu No. 99, Bengkulu, PB 93350",Sereal/Beras,10,IDKBU,Kotabaru,24456.64,India,IN,MV DAGEL 60,0,1,0,0.6666666666666666,14,56,64
00442455,2026-01-31 15:00:00,PT Melani Hutapea,219136193990916,"Gg. Ahmad Yani No. 295, Subulussalam, Gorontalo 25135",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,33266.0,India,IN,MV DAGEL 60,0,1,0,1.3333333333333333,17,65,51
00413375,2026-02-08 16:00:00,CV Zulaika Anggraini,916697848018451,"Gang Kutisari Selatan No. 30, Prabumulih, Lampung 53042",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,21752.5,Singapura,SG,MV DAGEL 60,0,1,0,0.3333333333333333,20,66,63
00133117,2026-02-11 22:00:00,PD Suwarno Tbk,872343098050097,"Gang Kebonjati No. 59, Yogyakarta, MA 59792",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,13772.05,China,CN,MV DAGEL 60,0,1,0,0.7916666666666666,21,72,75
00984273,2026-02-12 06:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gang Cihampelas No. 16, Malang, KI 54722",Sereal/Beras,27,IDTPP,Tanjung Priok,20509.94,Jepang,JP,MV DAGEL 60,0,1,0,0.3333333333333333,60,75,66
00820327,2026-02-15 09:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gg. Setiabudhi No. 0, Kota Administrasi Jakarta Pusat, JB 48821",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,10547.14,India,IN,MV DAGEL 60,0,1,0,0.3333333333333333,60,68,85
00899516,2026-02-19 06:00:00,PT Melani Hutapea,219136193990916,"Jl. Rungkut Industri No. 127, Tomohon, Sulawesi Tengah 52717",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,11946.98,Singapura,SG,MV DAGEL 60,0,1,0,1.4583333333333333,19,52,63
00695834,2026-02-20 05:00:00,PD Suwarno Tbk,872343098050097,"Gg. Wonoayu No. 3, Sawahlunto, Jawa Tengah 74740",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,28377.03,India,IN,MV DAGEL 60,0,1,0,0.9583333333333334,22,54,57
00910346,2026-02-22 22:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jl. Rumah Sakit No. 742, Ternate, NB 93296",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,41486.75,China,CN,MV DAGEL 60,0,1,0,0.625,16,66,70
00152754,2026-02-26 04:00:00,PD Manullang Tbk,048281489325288,"Gang Dipatiukur No. 182, Tanjungbalai, Sumatera Barat 23164",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,14086.54,Singapura,SG,MV DAGEL 60,0,1,0,0.7083333333333334,16,54,63
00149082,2026-03-01 23:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Gg. Kutisari Selatan No. 306, Kota Administrasi Jakarta Timur, NB 76094",Sereal/Beras,10,IDTPE,Tanjung Perak,48878.72,China,CN,MV DAGEL 60,0,1,0,0.20833333333333334,15,66,61
00881196,2026-01-05 09:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Gang Rawamangun No. 7, Gorontalo, SG 60321",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,25792.3,Singapura,SG,MV DAMU 41,0,1,0,0.16666666666666666,18,66,66
00769736,2026-01-09 17:00:00,CV Zulaika Anggraini,916697848018451,"Gg. Kutisari Selatan No. 0, Tasikmalaya, JT 60953",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,1896.31,India,IN,MV DAMU 41,0,1,0,0.16666666666666666,20,52,57
00497715,2026-01-12 21:00:00,Perum Saptono Mustofa,513542784980841,"Jl. Tebet Barat Dalam No. 33, Bandar Lampung, BT 79176",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,29016.92,Singapura,SG,MV DAMU 41,0,1,0,0.9583333333333334,15,46,66
00127491,2026-01-18 22:00:00,PD Pudjiastuti Marbun,489638346578713,"Gang Suryakencana No. 8, Kediri, Kalimantan Timur 14111",Sereal/Beras,10,IDBEL,Belawan,7432.86,China,CN,MV DAMU 41,0,1,0,1.5833333333333333,17,58,61
00408505,2026-01-23 04:00:00,PD Suwarno Tbk,872343098050097,"Gg. Rajawali Barat No. 0, Binjai, Sulawesi Tengah 99704",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,46536.76,Singapura,SG,MV DAMU 41,0,1,0,0.2916666666666667,14,66,66
00183232,2026-01-31 19:00:00,PT Melani Hutapea,219136193990916,"Jl. Bangka Raya No. 2, Semarang, JB 63203",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,21431.96,Singapura,SG,MV DAMU 41,0,1,0,0.0,19,66,63
00125682,2026-02-05 21:00:00,PD Suwarno Tbk,872343098050097,"Gg. Stasiun Wonokromo No. 34, Tarakan, KT 57584",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,40241.62,Jepang,JP,MV DAMU 41,0,1,0,1.8333333333333333,22,54,48
00549582,2026-02-06 12:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Gang Rungkut Industri No. 476, Surabaya, BA 28326",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,15447.2,Singapura,SG,MV DAMU 41,0,1,0,0.625,19,66,63
00108890,2026-02-09 05:00:00,PT Melani Hutapea,219136193990916,"Gg. Soekarno Hatta No. 65, Bima, Kalimantan Tengah 83389",Sereal/Beras,10,IDTPE,Tanjung Perak,4981.02,India,IN,MV DAMU 41,0,1,0,0.375,21,66,64
00490351,2026-02-09 06:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jl. PHH. Mustofa No. 5, Binjai, JT 37730",Sereal/Beras,10,IDKBU,Kotabaru,37578.91,China,CN,MV DAMU 41,0,1,0,0.041666666666666664,16,56,61
00467296,2026-02-09 16:00:00,UD Mandala Prayoga,884969653287101,"Gang Pasirkoja No. 770, Balikpapan, Sulawesi Tenggara 57836",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,45199.33,India,IN,MV DAMU 41,0,1,0,0.4166666666666667,20,52,57
00789334,2026-02-10 10:00:00,PD Pudjiastuti Marbun,489638346578713,"Gg. Joyoboyo No. 0, Kota Administrasi Jakarta Selatan, DKI Jakarta 86227",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,38316.81,Jepang,JP,MV DAMU 41,0,1,0,0.75,21,72,66
00615045,2026-02-11 14:00:00,Perum Saptono Mustofa,513542784980841,"Jalan Stasiun Wonokromo No. 8, Kota Administrasi Jakarta Barat, DI Yogyakarta 65911",Sereal/Beras,10,IDKBU,Kotabaru,25165.08,Singapura,SG,MV DAMU 41,0,1,0,1.1666666666666667,25,56,49
00455285,2026-02-12 03:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jalan Astana Anyar No. 93, Kota Administrasi Jakarta Utara, BE 85932",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,39391.39,India,IN,MV DAMU 41,0,1,0,0.5416666666666666,15,65,51
00794252,2026-02-13 02:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jl. Dipatiukur No. 66, Banjarmasin, Aceh 17659",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,4916.25,India,IN,MV DAMU 41,0,1,0,0.9583333333333334,19,66,57
00149236,2026-02-26 18:00:00,PT Waskita,513338726247317,"Gg. M.T Haryono No. 67, Pontianak, Sulawesi Utara 76015",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,38473.9,Singapura,SG,MV DAMU 41,0,1,0,0.08333333333333333,15,46,66
00464058,2026-02-27 10:00:00,PT Yulianti,801326773602606,"Gg. Erlangga No. 6, Padang, LA 96003",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,4119.49,China,CN,MV DAMU 41,0,1,0,0.6666666666666666,15,66,70
00801949,2026-03-02 02:00:00,PD Manullang Tbk,048281489325288,"Gg. Kutisari Selatan No. 824, Langsa, KI 50488",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,2733.63,China,CN,MV DAMU 41,0,1,0,0.041666666666666664,24,57,61
00340900,2026-03-02 15:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jalan Setiabudhi No. 7, Tangerang, Lampung 08106",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,7866.41,Singapura,SG,MV DAMU 41,0,1,0,0.5416666666666666,18,46,66
00914917,2026-01-13 18:00:00,UD Putra Tbk,346247510799118,"Gang Jend. Sudirman No. 710, Tanjungpinang, KS 18751",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,33404.79,China,CN,MV DRAJAT 56,0,1,0,1.9583333333333333,14,52,70
00971435,2026-01-14 22:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jl. Lembong No. 84, Yogyakarta, Sumatera Utara 14939",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,24675.11,Singapura,SG,MV DRAJAT 56,0,1,0,1.1666666666666667,12,72,69
00116423,2026-01-15 17:00:00,PD Manullang Tbk,048281489325288,"Gg. Kendalsari No. 57, Bukittinggi, SG 32426",Sereal/Beras,10,IDTPE,Tanjung Perak,22914.47,China,CN,MV DRAJAT 56,0,1,0,0.7916666666666666,20,66,61
00650827,2026-01-17 03:00:00,UD Putra Tbk,346247510799118,"Jalan Sukabumi No. 765, Palopo, KI 63757",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,1886.15,Jepang,JP,MV DRAJAT 56,0,1,0,1.4166666666666667,20,80,66
00113000,2026-01-17 06:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jalan Jend. Sudirman No. 0, Tasikmalaya, SB 45608",Mesin & Peralatan Elektrik,27,IDKBU,Kotabaru,3289.17,China,CN,MV DRAJAT 56,0,1,0,0.125,60,72,75
00861625,2026-01-18 02:00:00,PT Waskita,513338726247317,"Jl. Abdul Muis No. 94, Pekanbaru, SG 07401",Sereal/Beras,10,IDBEL,Belawan,4225.29,India,IN,MV DRAJAT 56,0,1,0,0.8333333333333334,19,58,64
00272856,2026-01-23 17:00:00,Perum Saptono Mustofa,513542784980841,"Gang Rajawali Barat No. 036, Medan, SU 31441",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,38362.39,India,IN,MV DRAJAT 56,0,1,0,1.9583333333333333,16,52,57
00545751,2026-01-24 01:00:00,PT Waskita,513338726247317,"Gg. Monginsidi No. 2, Purwokerto, PB 25922",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,521.54,China,CN,MV DRAJAT 56,0,1,0,0.3333333333333333,15,65,61
00254532,2026-01-25 09:00:00,PD Manullang Tbk,048281489325288,"Gang Peta No. 9, Tasikmalaya, Papua Barat 15893",Sereal/Beras,10,IDKBU,Kotabaru,16598.79,India,IN,MV DRAJAT 56,0,1,0,1.3333333333333333,20,56,64
00617156,2026-01-28 15:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jalan Antapani Lama No. 3, Batu, Bengkulu 72405",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,24757.24,Jepang,JP,MV DRAJAT 56,0,1,0,0.125,12,80,66
00727869,2026-01-29 10:00:00,PT Sirait Damanik,983930103105183,"Gg. Moch. Toha No. 977, Palembang, JK 38498",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,38308.6,Jepang,JP,MV DRAJAT 56,0,1,0,0.7916666666666666,15,66,56
00493923,2026-02-03 23:00:00,CV Zulaika Anggraini,916697848018451,"Jalan PHH. Mustofa No. 9, Madiun, KI 03824",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,27857.34,China,CN,MV DRAJAT 56,0,1,0,0.7083333333333334,11,65,61
00646483,2026-02-07 00:00:00,PT Yulianti,801326773602606,"Jl. KH Amin Jasuta No. 48, Palembang, LA 72156",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,29833.72,India,IN,MV DRAJAT 56,0,1,0,0.0,20,66,51
00922076,2026-02-07 11:00:00,UD Putra Tbk,346247510799118,"Jalan M.H Thamrin No. 26, Madiun, BE 53424",Sereal/Beras,10,IDTPP,Tanjung Priok,16986.02,India,IN,MV DRAJAT 56,0,1,0,0.4583333333333333,18,53,64
00168188,2026-02-15 16:00:00,UD Mandala Prayoga,884969653287101,"Gg. HOS. Cokroaminoto No. 63, Tarakan, SN 11800",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,44201.92,Jepang,JP,MV DRAJAT 56,0,1,0,1.2916666666666667,18,66,56
00990997,2026-02-16 01:00:00,PT Yulianti,801326773602606,"Gang Sukajadi No. 49, Bekasi, SN 92661",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,2166.05,Singapura,SG,MV DRAJAT 56,0,1,0,0.375,15,75,69
00585425,2026-02-19 05:00:00,PT Sirait Damanik,983930103105183,"Jl. BKR No. 02, Blitar, SS 65268",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,29113.63,Jepang,JP,MV DRAJAT 56,0,1,0,0.16666666666666666,15,46,56
00146184,2026-02-19 14:00:00,Perum Sinaga,701543039117182,"Jl. R.E Martadinata No. 18, Bontang, Aceh 03662",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,7921.46,Singapura,SG,MV DRAJAT 56,0,1,0,0.375,18,80,69
00516180,2026-02-19 15:00:00,CV Zulaika Anggraini,916697848018451,"Jalan Cihampelas No. 451, Sawahlunto, JK 90326",Sereal/Beras,10,IDTPP,Tanjung Priok,5896.68,China,CN,MV DRAJAT 56,0,1,0,0.041666666666666664,12,53,61
00390508,2026-02-20 18:00:00,Perum Saptono Mustofa,513542784980841,"Jalan Ciumbuleuit No. 13, Bengkulu, KI 33839",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,45766.59,Jepang,JP,MV DRAJAT 56,0,1,0,1.125,16,66,48
00998103,2026-02-28 20:00:00,PT Yulianti,801326773602606,"Gang Laswi No. 2, Banda Aceh, Kalimantan Utara 29922",Bahan Bakar Mineral (Batubara/Minyak),10,IDTPP,Tanjung Priok,33156.64,Greenland,GL,MV DRAJAT 56,0,0,1,2.9583333333333335,13,53,1
00560838,2026-01-06 09:00:00,PT Yulianti,801326773602606,"Jl. Cikutra Timur No. 67, Yogyakarta, SR 25177",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,14483.72,China,CN,MV GALANG 12,0,1,0,0.20833333333333334,15,75,75
00947908,2026-01-06 20:00:00,PD Manullang Tbk,048281489325288,"Jalan Kapten Muslihat No. 57, Tual, Jawa Barat 65290",Sereal/Beras,10,IDBEL,Belawan,23458.54,Singapura,SG,MV GALANG 12,0,1,0,0.4583333333333333,20,58,49
00329334,2026-01-06 20:00:00,UD Mandala Prayoga,884969653287101,"Gg. Jend. A. Yani No. 4, Padangpanjang, Jawa Timur 32514",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,39391.76,China,CN,MV GALANG 12,0,1,0,0.0,20,52,70
00168264,2026-01-16 09:00:00,UD Mandala Prayoga,884969653287101,"Gg. Antapani Lama No. 369, Padangpanjang, Jawa Tengah 89430",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,40642.04,India,IN,MV GALANG 12,0,1,0,0.875,15,75,85
00792393,2026-01-17 02:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jl. S. Parman No. 6, Balikpapan, JT 96394",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,24427.1,Singapura,SG,MV GALANG 12,0,1,0,0.7083333333333334,18,80,69
00993089,2026-01-27 11:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gg. Ahmad Dahlan No. 46, Cirebon, Papua 23728",Lemak & Minyak Hewani/Nabati (CPO),27,IDTPE,Tanjung Perak,11540.27,Singapura,SG,MV GALANG 12,0,1,0,1.5,60,68,69
00112742,2026-02-02 21:00:00,UD Putra Tbk,346247510799118,"Jl. Bangka Raya No. 789, Tarakan, Kalimantan Barat 64969",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,38678.28,Singapura,SG,MV GALANG 12,0,1,0,1.4166666666666667,21,57,66
00453022,2026-02-12 01:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jalan Pacuan Kuda No. 850, Cilegon, Nusa Tenggara Timur 78637",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,48230.8,Singapura,SG,MV GALANG 12,0,1,0,0.16666666666666666,60,72,69
00828389,2026-02-13 03:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Gg. Veteran No. 54, Pangkalpinang, Jambi 09991",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,14571.25,India,IN,MV GALANG 12,0,1,0,1.0833333333333333,18,65,51
00166126,2026-02-13 15:00:00,Perum Saptono Mustofa,513542784980841,"Gang Yos Sudarso No. 9, Bandung, Sumatera Barat 78997",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,12257.17,Jepang,JP,MV GALANG 12,0,1,0,0.5,24,72,66
00795673,2026-02-18 03:00:00,PD Pudjiastuti Marbun,489638346578713,"Jl. Laswi No. 7, Kota Administrasi Jakarta Barat, Sulawesi Tengah 27819",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,44256.82,Jepang,JP,MV GALANG 12,0,1,0,1.5833333333333333,21,72,66
00686711,2026-02-18 21:00:00,Perum Saptono Mustofa,513542784980841,"Gang Cikutra Timur No. 48, Yogyakarta, Aceh 55699",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,48829.7,Singapura,SG,MV GALANG 12,0,1,0,0.75,24,72,69
00851838,2026-02-19 18:00:00,Perum Saptono Mustofa,513542784980841,"Gg. Pelajar Pejuang No. 31, Sungai Penuh, SU 46136",Sereal/Beras,10,IDKBU,Kotabaru,27069.42,Singapura,SG,MV GALANG 12,0,1,0,0.875,25,56,49
00576804,2026-02-20 14:00:00,PT Melani Hutapea,219136193990916,"Gg. KH Amin Jasuta No. 94, Bengkulu, Kalimantan Barat 43251",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,25220.97,China,CN,MV GALANG 12,0,1,0,0.8333333333333334,17,57,61
00639071,2026-02-21 19:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gg. Indragiri No. 3, Madiun, NT 86401",Sereal/Beras,27,IDBEL,Belawan,36412.87,Jepang,JP,MV GALANG 12,0,1,0,1.2083333333333333,60,80,66
00606401,2026-02-25 11:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gg. Wonoayu No. 1, Bekasi, JK 42585",Lemak & Minyak Hewani/Nabati (CPO),27,IDTPP,Tanjung Priok,31113.68,India,IN,MV GALANG 12,0,1,0,0.5833333333333334,60,75,85
00946310,2026-02-25 18:00:00,UD Putra Tbk,346247510799118,"Jl. Dipatiukur No. 580, Kota Administrasi Jakarta Selatan, BT 04145",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,30658.72,Jepang,JP,MV GALANG 12,0,1,0,0.2916666666666667,14,66,48
00317986,2026-02-27 13:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gang Suryakencana No. 2, Madiun, KS 52654",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,48684.61,China,CN,MV GALANG 12,0,1,0,1.7916666666666667,60,75,75
00716024,2026-02-28 06:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jalan Raya Ujungberung No. 86, Binjai, GO 22580",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,3907.86,Jepang,JP,MV GALANG 12,0,1,0,0.7083333333333334,60,68,66
00662369,2026-01-02 14:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Gg. Asia Afrika No. 5, Ternate, MU 39769",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,27505.05,Singapura,SG,MV GASTI 55,0,1,0,0.9583333333333334,16,66,63
