no_dok_ekspor,tgl_dok_ekspor,nama_perusahaan,npwp_perusahaan,alamat_perusahaan,nama_barang,hs_code_2d,kode_pelabuhan_ekspor,nama_pelabuhan_ekspor,berat_barang_ton,negara_tujuan,kode_negara_tujuan,nama_kapal,flag_anomali_tonase,flag_anomali_kapal,flag_anomali_kombinasi,selisih_hari_kapal,pt_hs_count,pel_hs_count,hs_neg_count
00971435,2026-01-14 22:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jl. Lembong No. 84, Yogyakarta, Sumatera Utara 14939",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,24675.11,Singapura,SG,MV DRAJAT 56,0,1,0,1.1666666666666667,12,72,69
00116423,2026-01-15 17:00:00,PD Manullang Tbk,048281489325288,"Gg. Kendalsari No. 57, Bukittinggi, SG 32426",Sereal/Beras,10,IDTPE,Tanjung Perak,22914.47,China,CN,MV DRAJAT 56,0,1,0,0.7916666666666666,20,66,61
00650827,2026-01-17 03:00:00,UD Putra Tbk,346247510799118,"Jalan Sukabumi No. 765, Palopo, KI 63757",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,1886.15,Jepang,JP,MV DRAJAT 56,0,1,0,1.4166666666666667,20,80,66
00113000,2026-01-17 06:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jalan Jend. Sudirman No. 0, Tasikmalaya, SB 45608",Mesin & Peralatan Elektrik,27,IDKBU,Kotabaru,3289.17,China,CN,MV DRAJAT 56,0,1,0,0.125,60,72,75
00861625,2026-01-18 02:00:00,PT Waskita,513338726247317,"Jl. Abdul Muis No. 94, Pekanbaru, SG 07401",Sereal/Beras,10,IDBEL,Belawan,4225.29,India,IN,MV DRAJAT 56,0,1,0,0.8333333333333334,19,58,64
00773180,2026-01-21 18:00:00,PT Sirait Damanik,983930103105183,"Jl. Peta No. 97, Prabumulih, Aceh 62456",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,15680.56,Singapura,SG,MV DRAJAT 56,0,0,0,3.6666666666666665,20,75,69
00272856,2026-01-23 17:00:00,Perum Saptono Mustofa,513542784980841,"Gang Rajawali Barat No. 036, Medan, SU 31441",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,38362.39,India,IN,MV DRAJAT 56,0,1,0,1.9583333333333333,16,52,57
00545751,2026-01-24 01:00:00,PT Waskita,513338726247317,"Gg. Monginsidi No. 2, Purwokerto, PB 25922",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,521.54,China,CN,MV DRAJAT 56,0,1,0,0.3333333333333333,15,65,61
00254532,2026-01-25 09:00:00,PD Manullang Tbk,048281489325288,"Gang Peta No. 9, Tasikmalaya, Papua Barat 15893",Sereal/Beras,10,IDKBU,Kotabaru,16598.79,India,IN,MV DRAJAT 56,0,1,0,1.3333333333333333,20,56,64
00745976,2026-01-28 12:00:00,UD Putra Tbk,346247510799118,"Jl. Suniaraja No. 0, Gorontalo, MA 24451",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,31264.23,China,CN,MV DRAJAT 56,0,0,0,3.125,20,68,75
00617156,2026-01-28 15:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jalan Antapani Lama No. 3, Batu, Bengkulu 72405",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,24757.24,Jepang,JP,MV DRAJAT 56,0,1,0,0.125,12,80,66
00727869,2026-01-29 10:00:00,PT Sirait Damanik,983930103105183,"Gg. Moch. Toha No. 977, Palembang, JK 38498",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,38308.6,Jepang,JP,MV DRAJAT 56,0,1,0,0.7916666666666666,15,66,56
00105082,2026-02-03 06:00:00,PD Manullang Tbk,048281489325288,"Gg. Merdeka No. 2, Payakumbuh, BA 96531",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,31186.5,India,IN,MV DRAJAT 56,0,0,0,4.833333333333333,16,52,57
00493923,2026-02-03 23:00:00,CV Zulaika Anggraini,916697848018451,"Jalan PHH. Mustofa No. 9, Madiun, KI 03824",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,27857.34,China,CN,MV DRAJAT 56,0,1,0,0.7083333333333334,11,65,61
00521184,2026-02-07 00:00:00,PT Melani Hutapea,219136193990916,"Jalan Pasirkoja No. 7, Serang, PB 91557",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,9103.44,Jepang,JP,MV DRAJAT 56,0,0,0,3.0416666666666665,17,65,56
00646483,2026-02-07 00:00:00,PT Yulianti,801326773602606,"Jl. KH Amin Jasuta No. 48, Palembang, LA 72156",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,29833.72,India,IN,MV DRAJAT 56,0,1,0,0.0,20,66,51
00922076,2026-02-07 11:00:00,UD Putra Tbk,346247510799118,"Jalan M.H Thamrin No. 26, Madiun, BE 53424",Sereal/Beras,10,IDTPP,Tanjung Priok,16986.02,India,IN,MV DRAJAT 56,0,1,0,0.4583333333333333,18,53,64
00189433,2026-02-12 03:00:00,PT Sirait Damanik,983930103105183,"Gg. Tubagus Ismail No. 1, Batu, GO 67243",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,12316.43,Jepang,JP,MV DRAJAT 56,0,0,0,4.666666666666667,20,80,66
00887627,2026-02-14 09:00:00,PD Manullang Tbk,048281489325288,"Gang Rajawali Barat No. 2, Cimahi, BB 75402",Sereal/Beras,10,IDBEL,Belawan,43430.06,Jepang,JP,MV DRAJAT 56,0,0,0,2.25,20,58,58
00168188,2026-02-15 16:00:00,UD Mandala Prayoga,884969653287101,"Gg. HOS. Cokroaminoto No. 63, Tarakan, SN 11800",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,44201.92,Jepang,JP,MV DRAJAT 56,0,1,0,1.2916666666666667,18,66,56
00990997,2026-02-16 01:00:00,PT Yulianti,801326773602606,"Gang Sukajadi No. 49, Bekasi, SN 92661",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,2166.05,Singapura,SG,MV DRAJAT 56,0,1,0,0.375,15,75,69
00317990,2026-02-19 01:00:00,PD Pudjiastuti Marbun,489638346578713,"Jalan W.R. Supratman No. 1, Ambon, Kalimantan Tengah 12938",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,37671.19,China,CN,MV DRAJAT 56,0,0,0,3.0,21,68,75
00585425,2026-02-19 05:00:00,PT Sirait Damanik,983930103105183,"Jl. BKR No. 02, Blitar, SS 65268",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,29113.63,Jepang,JP,MV DRAJAT 56,0,1,0,0.16666666666666666,15,46,56
00146184,2026-02-19 14:00:00,Perum Sinaga,701543039117182,"Jl. R.E Martadinata No. 18, Bontang, Aceh 03662",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,7921.46,Singapura,SG,MV DRAJAT 56,0,1,0,0.375,18,80,69
00516180,2026-02-19 15:00:00,CV Zulaika Anggraini,916697848018451,"Jalan Cihampelas No. 451, Sawahlunto, JK 90326",Sereal/Beras,10,IDTPP,Tanjung Priok,5896.68,China,CN,MV DRAJAT 56,0,1,0,0.041666666666666664,12,53,61
00390508,2026-02-20 18:00:00,Perum Saptono Mustofa,513542784980841,"Jalan Ciumbuleuit No. 13, Bengkulu, KI 33839",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,45766.59,Jepang,JP,MV DRAJAT 56,0,1,0,1.125,16,66,48
00694851,2026-02-22 22:00:00,UD Putra Tbk,346247510799118,"Gang Cihampelas No. 2, Ternate, Gorontalo 43223",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,3220.05,India,IN,MV DRAJAT 56,0,0,0,2.1666666666666665,20,68,85
00174915,2026-02-25 21:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Gg. HOS. Cokroaminoto No. 7, Bukittinggi, KS 08576",Sereal/Beras,10,IDKBU,Kotabaru,41745.71,India,IN,MV DRAJAT 56,0,0,0,2.9583333333333335,16,56,64
00998103,2026-02-28 20:00:00,PT Yulianti,801326773602606,"Gang Laswi No. 2, Banda Aceh, Kalimantan Utara 29922",Bahan Bakar Mineral (Batubara/Minyak),10,IDTPP,Tanjung Priok,33156.64,Greenland,GL,MV DRAJAT 56,0,0,1,2.9583333333333335,13,53,1
00426869,2026-01-01 00:00:00,PD Suwarno Tbk,872343098050097,"Jl. KH Amin Jasuta No. 14, Cimahi, KS 19212",Sereal/Beras,10,IDKBU,Kotabaru,25681.65,India,IN,MV GALANG 12,0,0,0,,14,56,64
00613125,2026-01-03 08:00:00,PT Melani Hutapea,219136193990916,"Jl. W.R. Supratman No. 33, Batam, Nusa Tenggara Barat 77959",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,24295.54,China,CN,MV GALANG 12,0,0,0,2.3333333333333335,9,72,75
00690650,2026-01-06 04:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jalan Kutisari Selatan No. 82, Gorontalo, Riau 61880",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,17520.67,Jepang,JP,MV GALANG 12,0,0,0,2.8333333333333335,60,72,66
00560838,2026-01-06 09:00:00,PT Yulianti,801326773602606,"Jl. Cikutra Timur No. 67, Yogyakarta, SR 25177",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,14483.72,China,CN,MV GALANG 12,0,1,0,0.20833333333333334,15,75,75
00947908,2026-01-06 20:00:00,PD Manullang Tbk,048281489325288,"Jalan Kapten Muslihat No. 57, Tual, Jawa Barat 65290",Sereal/Beras,10,IDBEL,Belawan,23458.54,Singapura,SG,MV GALANG 12,0,1,0,0.4583333333333333,20,58,49
00329334,2026-01-06 20:00:00,UD Mandala Prayoga,884969653287101,"Gg. Jend. A. Yani No. 4, Padangpanjang, Jawa Timur 32514",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,39391.76,China,CN,MV GALANG 12,0,1,0,0.0,20,52,70
00166621,2026-01-09 18:00:00,CV Zulaika Anggraini,916697848018451,"Gang Kutai No. 1, Metro, Kalimantan Timur 55779",Sereal/Beras,10,IDTPP,Tanjung Priok,41475.35,Jepang,JP,MV GALANG 12,0,0,0,2.9166666666666665,12,53,58
00750272,2026-01-15 12:00:00,PD Manullang Tbk,048281489325288,"Jl. Antapani Lama No. 1, Samarinda, SB 18114",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,31481.39,China,CN,MV GALANG 12,0,0,0,5.75,16,52,70
00168264,2026-01-16 09:00:00,UD Mandala Prayoga,884969653287101,"Gg. Antapani Lama No. 369, Padangpanjang, Jawa Tengah 89430",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,40642.04,India,IN,MV GALANG 12,0,1,0,0.875,15,75,85
00792393,2026-01-17 02:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Jl. S. Parman No. 6, Balikpapan, JT 96394",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,24427.1,Singapura,SG,MV GALANG 12,0,1,0,0.7083333333333334,18,80,69
00795717,2026-01-19 13:00:00,PT Sirait Damanik,983930103105183,"Jalan Gedebage Selatan No. 20, Tanjungpinang, Sulawesi Tengah 10704",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,26368.57,China,CN,MV GALANG 12,0,0,0,2.4583333333333335,20,75,75
00790135,2026-01-21 19:00:00,UD Putra Tbk,346247510799118,"Jl. W.R. Supratman No. 5, Tangerang, Sulawesi Selatan 49451",Sereal/Beras,10,IDBEL,Belawan,9846.3,China,CN,MV GALANG 12,0,0,0,2.25,18,58,61
00269363,2026-01-25 23:00:00,PT Waskita,513338726247317,"Gg. Pelajar Pejuang No. 961, Kota Administrasi Jakarta Selatan, Papua Barat 67146",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,13375.66,India,IN,MV GALANG 12,0,0,0,4.166666666666667,13,66,57
00993089,2026-01-27 11:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gg. Ahmad Dahlan No. 46, Cirebon, Papua 23728",Lemak & Minyak Hewani/Nabati (CPO),27,IDTPE,Tanjung Perak,11540.27,Singapura,SG,MV GALANG 12,0,1,0,1.5,60,68,69
00311596,2026-02-01 11:00:00,PT Waskita,513338726247317,"Jl. Pasteur No. 4, Malang, Aceh 29612",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,11550.58,Jepang,JP,MV GALANG 12,0,0,0,5.0,14,75,66
00112742,2026-02-02 21:00:00,UD Putra Tbk,346247510799118,"Jl. Bangka Raya No. 789, Tarakan, Kalimantan Barat 64969",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,38678.28,Singapura,SG,MV GALANG 12,0,1,0,1.4166666666666667,21,57,66
00520854,2026-02-05 06:00:00,PD Pudjiastuti Marbun,489638346578713,"Gang Jayawijaya No. 1, Tangerang Selatan, Sulawesi Tengah 33351",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,3514.82,Singapura,SG,MV GALANG 12,0,0,0,2.375,22,66,63
00266192,2026-02-08 01:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jalan Laswi No. 2, Bogor, MA 62925",Lemak & Minyak Hewani/Nabati (CPO),27,IDTPP,Tanjung Priok,12802.7,India,IN,MV GALANG 12,0,0,0,2.7916666666666665,60,75,85
00708979,2026-02-11 21:00:00,PT Waskita,513338726247317,"Jalan Pasir Koja No. 5, Pariaman, RI 03816",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,19495.65,Singapura,SG,MV GALANG 12,0,0,0,3.8333333333333335,15,46,66
00453022,2026-02-12 01:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jalan Pacuan Kuda No. 850, Cilegon, Nusa Tenggara Timur 78637",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,48230.8,Singapura,SG,MV GALANG 12,0,1,0,0.16666666666666666,60,72,69
00828389,2026-02-13 03:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Gg. Veteran No. 54, Pangkalpinang, Jambi 09991",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,14571.25,India,IN,MV GALANG 12,0,1,0,1.0833333333333333,18,65,51
00166126,2026-02-13 15:00:00,Perum Saptono Mustofa,513542784980841,"Gang Yos Sudarso No. 9, Bandung, Sumatera Barat 78997",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,12257.17,Jepang,JP,MV GALANG 12,0,1,0,0.5,24,72,66
00825864,2026-02-16 13:00:00,PT Melani Hutapea,219136193990916,"Gang Kebonjati No. 15, Semarang, Sumatera Utara 47281",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,37962.29,China,CN,MV GALANG 12,0,0,0,2.9166666666666665,19,66,70
00795673,2026-02-18 03:00:00,PD Pudjiastuti Marbun,489638346578713,"Jl. Laswi No. 7, Kota Administrasi Jakarta Barat, Sulawesi Tengah 27819",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,44256.82,Jepang,JP,MV GALANG 12,0,1,0,1.5833333333333333,21,72,66
00686711,2026-02-18 21:00:00,Perum Saptono Mustofa,513542784980841,"Gang Cikutra Timur No. 48, Yogyakarta, Aceh 55699",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,48829.7,Singapura,SG,MV GALANG 12,0,1,0,0.75,24,72,69
00851838,2026-02-19 18:00:00,Perum Saptono Mustofa,513542784980841,"Gg. Pelajar Pejuang No. 31, Sungai Penuh, SU 46136",Sereal/Beras,10,IDKBU,Kotabaru,27069.42,Singapura,SG,MV GALANG 12,0,1,0,0.875,25,56,49
00576804,2026-02-20 14:00:00,PT Melani Hutapea,219136193990916,"Gg. KH Amin Jasuta No. 94, Bengkulu, Kalimantan Barat 43251",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,25220.97,China,CN,MV GALANG 12,0,1,0,0.8333333333333334,17,57,61
00639071,2026-02-21 19:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gg. Indragiri No. 3, Madiun, NT 86401",Sereal/Beras,27,IDBEL,Belawan,36412.87,Jepang,JP,MV GALANG 12,0,1,0,1.2083333333333333,60,80,66
00567303,2026-02-24 21:00:00,PD Suwarno Tbk,872343098050097,"Jl. Pacuan Kuda No. 524, Pekalongan, SS 62207",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,39878.33,Jepang,JP,MV GALANG 12,0,0,0,3.0833333333333335,21,75,66
00606401,2026-02-25 11:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gg. Wonoayu No. 1, Bekasi, JK 42585",Lemak & Minyak Hewani/Nabati (CPO),27,IDTPP,Tanjung Priok,31113.68,India,IN,MV GALANG 12,0,1,0,0.5833333333333334,60,75,85
00946310,2026-02-25 18:00:00,UD Putra Tbk,346247510799118,"Jl. Dipatiukur No. 580, Kota Administrasi Jakarta Selatan, BT 04145",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,30658.72,Jepang,JP,MV GALANG 12,0,1,0,0.2916666666666667,14,66,48
00317986,2026-02-27 13:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gang Suryakencana No. 2, Madiun, KS 52654",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,48684.61,China,CN,MV GALANG 12,0,1,0,1.7916666666666667,60,75,75
00716024,2026-02-28 06:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jalan Raya Ujungberung No. 86, Binjai, GO 22580",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,3907.86,Jepang,JP,MV GALANG 12,0,1,0,0.7083333333333334,60,68,66
00219130,2026-01-01 15:00:00,PT Waskita,513338726247317,"Jalan Erlangga No. 49, Subulussalam, PA 37098",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,7449.05,China,CN,MV GASTI 55,0,0,0,,13,66,70
00662369,2026-01-02 14:00:00,PD Saputra Uyainah (Persero) Tbk,503056413953767,"Gg. Asia Afrika No. 5, Ternate, MU 39769",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,27505.05,Singapura,SG,MV GASTI 55,0,1,0,0.9583333333333334,16,66,63
00176983,2026-01-05 20:00:00,PT Waskita,513338726247317,"Gang Antapani Lama No. 8, Bitung, BT 99688",Sereal/Beras,10,IDTPP,Tanjung Priok,16310.05,India,IN,MV GASTI 55,0,0,0,3.25,19,53,64
00955926,2026-01-06 03:00:00,PT Sirait Damanik,983930103105183,"Jalan H.J Maemunah No. 9, Banjar, NT 77402",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,39148.06,Singapura,SG,MV GASTI 55,0,1,0,0.2916666666666667,13,66,63
00357537,2026-01-07 10:00:00,UD Putra Tbk,346247510799118,"Gg. Cempaka No. 515, Banjarmasin, Riau 31713",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,45651.32,China,CN,MV GASTI 55,0,1,0,1.2916666666666667,21,66,61
00884316,2026-01-08 00:00:00,Perum Saptono Mustofa,513542784980841,"Gang Raya Setiabudhi No. 701, Padang Sidempuan, BT 19948",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,21504.02,China,CN,MV GASTI 55,0,1,0,0.5833333333333334,15,65,61
00356555,2026-01-15 08:00:00,PD Suwarno Tbk,872343098050097,"Jalan Ir. H. Djuanda No. 83, Pematangsiantar, BB 73522",Sereal/Beras,10,IDTPE,Tanjung Perak,37395.74,Singapura,SG,MV GASTI 55,0,0,0,7.333333333333333,14,66,49
00442249,2026-01-20 08:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Gg. Medokan Ayu No. 6, Tarakan, Papua 65535",Mesin & Peralatan Elektrik,27,IDBEL,Belawan,13187.79,China,CN,MV GASTI 55,0,0,0,5.0,60,80,75
00603674,2026-01-20 16:00:00,PT Waskita,513338726247317,"Gang Rawamangun No. 94, Kota Administrasi Jakarta Barat, JK 73799",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,14853.7,China,CN,MV GASTI 55,0,1,0,0.3333333333333333,15,57,61
00370340,2026-01-24 18:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Jl. M.T Haryono No. 270, Serang, Kalimantan Tengah 59626",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,10719.07,China,CN,MV GASTI 55,0,0,0,4.083333333333333,19,66,70
00949316,2026-01-28 08:00:00,Perum Saptono Mustofa,513542784980841,"Gg. Pacuan Kuda No. 9, Bengkulu, SS 85193",Mesin & Peralatan Elektrik,85,IDBEL,Belawan,12765.33,India,IN,MV GASTI 55,0,0,0,3.5833333333333335,16,54,57
00962964,2026-01-28 21:00:00,UD Putra Tbk,346247510799118,"Jl. Gedebage Selatan No. 314, Binjai, ST 18878",Sereal/Beras,10,IDTPE,Tanjung Perak,35918.14,Singapura,SG,MV GASTI 55,0,1,0,0.5416666666666666,18,66,49
00632124,2026-01-29 18:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jl. Kendalsari No. 862, Kota Administrasi Jakarta Barat, Kalimantan Barat 07151",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,46272.92,Jepang,JP,MV GASTI 55,0,1,0,0.875,60,80,66
00947220,2026-01-31 02:00:00,Perum Sinaga,701543039117182,"Jl. Antapani Lama No. 515, Dumai, Jawa Tengah 41595",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,2392.52,Jepang,JP,MV GASTI 55,0,1,0,1.3333333333333333,16,46,56
00483753,2026-02-01 14:00:00,CV Zulaika Anggraini,916697848018451,"Jalan Rajawali Barat No. 8, Purwokerto, Kalimantan Barat 67474",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,31799.11,China,CN,MV GASTI 55,0,1,0,1.5,20,66,70
00811535,2026-02-02 23:00:00,Perum Saptono Mustofa,513542784980841,"Jalan K.H. Wahid Hasyim No. 28, Parepare, Sulawesi Barat 70412",Lemak & Minyak Hewani/Nabati (CPO),15,IDBEL,Belawan,19697.18,India,IN,MV GASTI 55,0,1,0,1.375,15,66,51
00664843,2026-02-03 05:00:00,CV Zulaika Anggraini,916697848018451,"Gg. Gedebage Selatan No. 705, Probolinggo, Kepulauan Riau 90552",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,32107.17,China,CN,MV GASTI 55,0,1,0,0.25,16,75,75
00295137,2026-02-16 20:00:00,Perum Sinaga,701543039117182,"Jl. Jayawijaya No. 34, Medan, Nusa Tenggara Barat 38300",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,3459.35,India,IN,MV GASTI 55,0,0,0,13.625,18,80,85
00662810,2026-02-17 12:00:00,PT Pradipta (Persero) Tbk,647525534192832,"Jl. Sadang Serang No. 9, Madiun, Bali 77358",Mesin & Peralatan Elektrik,27,IDTPP,Tanjung Priok,28180.47,Jepang,JP,MV GASTI 55,0,1,0,0.6666666666666666,60,75,66
00998223,2026-02-17 18:00:00,Perum Saptono Mustofa,513542784980841,"Gang Jend. A. Yani No. 17, Kota Administrasi Jakarta Barat, KT 11602",Bahan Bakar Mineral (Batubara/Minyak),27,IDKBU,Kotabaru,27077.05,China,CN,MV GASTI 55,0,1,0,0.25,24,72,75
00715702,2026-02-19 13:00:00,PD Prabowo (Persero) Tbk,997376311656670,"Gang PHH. Mustofa No. 786, Palangkaraya, JK 25577",Mesin & Peralatan Elektrik,85,IDTPE,Tanjung Perak,20357.86,Jepang,JP,MV GASTI 55,0,1,0,1.7916666666666667,19,66,48
00296988,2026-02-21 10:00:00,PT Melani Hutapea,219136193990916,"Jl. Soekarno Hatta No. 129, Tomohon, Jawa Tengah 34064",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPE,Tanjung Perak,15969.88,India,IN,MV GASTI 55,0,1,0,1.875,9,68,85
00482749,2026-02-22 03:00:00,PD Manullang Tbk,048281489325288,"Jalan Ahmad Dahlan No. 64, Binjai, GO 42241",Lemak & Minyak Hewani/Nabati (CPO),15,IDKBU,Kotabaru,11255.96,China,CN,MV GASTI 55,0,1,0,0.7083333333333334,24,46,61
00552560,2026-02-28 21:00:00,UD Putra Tbk,346247510799118,"Jl. Cikutra Barat No. 8, Banjarbaru, Kalimantan Timur 00332",Sereal/Beras,10,IDTPP,Tanjung Priok,24749.89,Jepang,JP,MV GASTI 55,0,0,0,6.75,18,53,58
00875267,2026-03-02 13:00:00,UD Putra Tbk,346247510799118,"Gang Otto Iskandardinata No. 54, Kendari, Riau 67548",Mesin & Peralatan Elektrik,85,IDTPP,Tanjung Priok,27142.48,China,CN,MV GASTI 55,0,1,0,1.6666666666666667,14,52,70
00694274,2026-01-02 03:00:00,Perum Sinaga,701543039117182,"Jl. Otto Iskandardinata No. 15, Serang, NT 20175",Sereal/Beras,10,IDTPE,Tanjung Perak,23948.77,Jepang,JP,MV HARJO 85,0,0,0,,8,66,58
00905501,2026-01-05 20:00:00,PT Sirait Damanik,983930103105183,"Jl. HOS. Cokroaminoto No. 965, Lubuklinggau, JB 41389",Sereal/Beras,10,IDTPE,Tanjung Perak,30217.6,China,CN,MV HARJO 85,0,0,0,3.7083333333333335,18,66,61
00394255,2026-01-07 04:00:00,CV Zulaika Anggraini,916697848018451,"Jl. Suniaraja No. 6, Banjarbaru, ST 51066",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,27768.05,Singapura,SG,MV HARJO 85,0,1,0,1.3333333333333333,16,75,69
00939927,2026-01-07 05:00:00,UD Putra Tbk,346247510799118,"Jl. Joyoboyo No. 845, Pariaman, Sulawesi Tengah 32002",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPE,Tanjung Perak,16728.54,Singapura,SG,MV HARJO 85,0,1,0,0.041666666666666664,21,65,66
00466272,2026-01-08 06:00:00,PT Sirait Damanik,983930103105183,"Jl. Cikapayang No. 207, Cilegon, SG 17075",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,36339.18,China,CN,MV HARJO 85,0,1,0,1.0416666666666667,13,66,70
00997412,2026-01-08 07:00:00,PT Sirait Damanik,983930103105183,"Gang Moch. Toha No. 174, Padang, SS 14593",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,19448.92,Singapura,SG,MV HARJO 85,0,1,0,0.041666666666666664,20,75,69
00693152,2026-01-12 15:00:00,Perum Sinaga,701543039117182,"Gg. Rawamangun No. 755, Tangerang, BB 90216",Lemak & Minyak Hewani/Nabati (CPO),15,IDTPP,Tanjung Priok,17373.25,China,CN,MV HARJO 85,0,0,0,4.333333333333333,16,57,61
00230442,2026-01-13 21:00:00,Perum Sinaga,701543039117182,"Gang Tubagus Ismail No. 52, Madiun, Sulawesi Barat 43878",Bahan Bakar Mineral (Batubara/Minyak),27,IDBEL,Belawan,16275.52,India,IN,MV HARJO 85,0,1,0,1.25,18,80,85
00695000,2026-01-15 08:00:00,PT Yulianti,801326773602606,"Jalan Pasirkoja No. 1, Bandar Lampung, PB 29333",Mesin & Peralatan Elektrik,85,IDKBU,Kotabaru,7196.28,Jepang,JP,MV HARJO 85,0,1,0,1.4583333333333333,15,66,48
00221770,2026-01-15 18:00:00,Perum Sinaga,701543039117182,"Jalan Rawamangun No. 473, Bengkulu, BE 69632",Bahan Bakar Mineral (Batubara/Minyak),27,IDTPP,Tanjung Priok,47371.98,Jepang,JP,MV HARJO 85,0,1,0,0.4166666666666667,18,75,66
