ID_PERUSAHAAN,NIB,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,STATUS_NIB,KODE_KANTOR,TGL_SYNC_OSS
C000508,4266225492036,76.236.054.9-778.086,CV YOLANDA PRASETYA,JALAN JAKARTA NO. 20,PEKALONGAN,31,74527,+62 (21) 991-4315,KEDUA-DUANYA,1208819077,1959141296,2023-10-31,AKTIF,040400,2026-06-04
C000509,2621074144301,01.824.396.1-284.944,UD NASYIAH (PERSERO) TBK,JALAN RAWAMANGUN NO. 446,TARAKAN,12,62159,+62-97-071-0202,KEDUA-DUANYA,6028505558,8083424410,2025-08-02,AKTIF,010800,2026-06-04
C000510,3408705683355,45.411.245.8-379.604,PT NASHIRUDDIN,JL. LEMBONG NO. 9,,35,85681,+62-492-509-6183,EKSPORTIR,0918622329,,2024-08-31,AKTIF,070500,2026-04-05
C000511,3353336941751,64.030.689.0-459.679,UD PRANOWO BUDIYANTO (PERSERO) TBK (CABANG),GG. INDRAGIRI NO. 0,BATAM,21,79520,+62-38-628-9818,KEDUA-DUANYA,4676687496,1154483320,2024-06-18,AKTIF,020400,2026-05-26
C000512,3172366704171,01.878.670.3-707.561,PD LAKSITA,JALAN KUTISARI SELATAN NO. 019,PROBOLINGGO,51,31132,+62-0284-007-8269,KEDUA-DUANYA,1540572374,2047707106,2024-10-19,DIBEKUKAN,080100,2026-04-17
C000513,5445278610954,66 159 881,CV SURYATMI,GANG AHMAD DAHLAN NO. 442,PADANG SIDEMPUAN,12,79214,+62-132-419-1002,IMPORTIR,,7903985377,2023-09-11,DICABUT,010700,2026-04-21
C000514,0733973510909,25.680.215.1-533.427,PT SIRAIT OKTAVIANI TBK,JALAN PASIRKOJA NO. 21,BOGOR,31,38870,+62 (59) 163 3453,EKSPORTIR,8531208033,,2024-05-13,DIBEKUKAN,040400,2026-05-13
C000515,3738013184341,24.352.880.7-732.122,PD PUDJIASTUTI TBK,JL. SUNIARAJA NO. 62,TIDORE KEPULAUAN,61,,+62 (0210) 558-9119,IMPORTIR,,9832137060,2023-05-14,AKTIF,090400,2026-03-17
C000516,0000000000000,10.040.629.0-841.944,PD HARIYAH BUDIYANTO,GG. BKR NO. 78,PADANG SIDEMPUAN,35,91498,0831030527,IMPORTIR,,3621884798,2025-12-13,AKTIF,060100,2026-06-08
C000517,9788316622458,92.416.940.0-276.529,PD WACANA PRASETYA TBK,JL. BKR NO. 67,,32,78689,+62-34-418-4404,IMPORTIR,4803163678,0529229549,2023-02-13,AKTIF,050900,2026-04-01
C000518,0456847756269,265O9OO86897375,CV PUSPASARI,JL. KAPTEN MUSLIHAT NO. 49,,33,57168,+62-807-554-0555,IMPORTIR,,5733562393,2025-04-11,DIBEKUKAN,050100,2026-04-06
C000519,1938415311892,96 741 095,UD SIMANJUNTAK TBK,JALAN KH AMIN JASUTA NO. 810,SURAKARTA,51,56055,0864452646,IMPORTIR,4803163678,2453663872,2025-08-02,AKTIF,080100,2026-04-18
C000520,6214598484716X,485622959430361,UD ANGGRIAWAN TBK,JALAN SENTOT ALIBASA NO. 146,,16,,+62 (072) 313-4191,EKSPORTIR,4803163678,,2025-03-29,AKTIF,030100,2026-03-14
C000521,4503860729430,52.142.515.7-192.790,PT PRAKASA WASKITA (PERSERO) TBK,JALAN RAJIMAN NO. 045,TANJUNGPINANG,12,63533,(028) 844-8357,KEDUA-DUANYA,7137949810,2117409830,2023-08-28,AKTIF,010700,2026-05-17
C000522,2374040694575,81.465.074.5-662.544,UD RIYANTI RAHMAWATI (CABANG),GANG CIUMBULEUIT NO. 253,PADANGPANJANG,73,,+62 (314) 808 1026,KEDUA-DUANYA,6342238486,7583318445,2025-02-07,DICABUT,110100,2026-05-16
C000523,7839018384403,88.803.638.0-098.052,PT KUSMAWATI DAMANIK (PERSERO) TBK,GANG JEND. SUDIRMAN NO. 555,PASURUAN,35,21691,+62 (33) 329 6193,EKSPORTIR,0891271600,,2024-11-04,AKTIF,060100,2026-05-23
C000524,4055525177485,55.328.159.6-315.934,PERUM UTAMI PALASTRI TBK,GANG RAYA UJUNGBERUNG NO. 85,SEMARANG,33,91450,+62-02-079-0647,KEDUA-DUANYA,3048743918,6460590952,2025-10-31,AKTIF,050100,2026-05-08
C000525,9553945345238,94.374.173.1-300.420,UD PERMADI (CABANG),GANG PELAJAR PEJUANG NO. 602,SAWAHLUNTO,35,95940,+62-958-008-1744,IMPORTIR,,2538706309,2024-07-29,AKTIF,070100,2026-04-06
C000526,1647199212818,86.979.970.5-511.928,CV NUGROHO PRADANA,JALAN CIHAMPELAS NO. 506,BINJAI,12,66368,+62 (017) 072 3089,KEDUA-DUANYA,3706725548,3808957567,2023-02-09,AKTIF,020300,2026-04-25
C000527,7307178535633,01.617.517.0-014.190,CV RAHIMAH PADMASARI (CABANG),GG. KENDALSARI NO. 3,,35,,+62 (0666) 298-1997,KEDUA-DUANYA,1481001298,0227039459,2023-04-26,AKTIF,071300,2026-05-25
C000528,0000000000000,77 223 936,PERUM YUNIAR HARYANTI TBK (CABANG),GANG M.T HARYONO NO. 4,BEKASI,35,62635,088 358 4341,IMPORTIR,,6436460789,2023-02-11,AKTIF,070500,2026-04-21
C000529,9714086332343,03.818.770.6-345.910,PT UTAMA PRADIPTA (PERSERO) TBK,JALAN JAYAWIJAYA NO. 02,PASURUAN,35,,(0650) 360-2919,IMPORTIR,,3542581208,2023-12-17,AKTIF,070500,2026-05-25
C000530,5249489185298,30.519.514.2-931.004,PD MARDHIYAH BUDIYANTO TBK,JALAN RONGGOWARSITO NO. 49,SAMARINDA,31,52135,+62-051-271-9810,EKSPORTIR,1580299804,,2025-06-23,AKTIF,040400,2026-03-27
C000531,9504910860431,60.090.379.5-696.482,PD SIHOMBING,JALAN JOYOBOYO NO. 23,BITUNG,35,40131,084 465 2488,IMPORTIR,,2132913760,2024-04-19,AKTIF,070500,2026-04-05
C000532,8404291037497,24.434.306.5-424.507,PT PUSPASARI TBK,GANG DIPATIUKUR NO. 65,CILEGON,12,45883,+62 (65) 234 3040,IMPORTIR,,8709850196,2025-06-04,AKTIF,020300,2026-05-22
C000533,8026142284746,75.498.533.5-907.125,PT ZULAIKA,GANG RAJAWALI BARAT NO. 84,SERANG,35,07405,(032) 529 5691,IMPORTIR,,8643480890,2023-02-14,AKTIF,060100,2026-04-09
C000534,3761092594452,522226089,CV SARAGIH PUSPASARI,GG. CIWASTRA NO. 8,YOGYAKARTA,35,,+62-35-241-5447,EKSPORTIR,2945628182,,2024-09-02,AKTIF,070100,2026-04-02
C000535,6899773951660,416608071812072,UD MULYANI,GG. ASTANA ANYAR NO. 9,SUNGAI PENUH,33,46403,+62 (818) 501 2083,IMPORTIR,4803163678,8310510151,2023-05-07,AKTIF,060300,2026-04-29
C000536,0184819737418,982669325544170,PD NAJMUDIN,JL. KEBONJATI NO. 7,SUKABUMI,35,04226,089 211 6347,IMPORTIR,,1061008197,2023-08-20,AKTIF,071300,2026-04-17
C000537,1919074992164,05.051.413.9-754.743,PD AGUSTINA,GG. KUTAI NO. 744,KEDIRI,35,64083,+62-16-541-8384,EKSPORTIR,7624340458,,2024-04-16,AKTIF,071300,2026-04-18
C000538,1732652346554,54.765.065.2-837.674,PD LAILASARI NARPATI,GANG RAYA SETIABUDHI NO. 945,KENDARI,61,54807,+62 (93) 631 7619,KEDUA-DUANYA,3446112789,6604919132,2025-07-20,AKTIF,090400,2026-04-22
C000539,8810569741328,29.312.759.8-215.125,PERUM RAHMAWATI,JL. S. PARMAN NO. 0,MALANG,21,,(0301) 411-1094,IMPORTIR,,1545433557,2023-08-22,AKTIF,020400,2026-05-06
C000540,0213671603384,09.935.743.7-777.533,CV WASTUTI SITORUS TBK,GANG SENTOT ALIBASA NO. 634,,18,25442,089 905 6798,IMPORTIR,,3122142225,2024-09-26,AKTIF,030700,2026-04-09
C000541,4587586285743,26.097.804.1-424.286,CV IRAWAN HARYANTI (PERSERO) TBK,GG. SUNIARAJA NO. 3,,18,70015,+62 (864) 907 9618,IMPORTIR,,1408818029,2014-08-16,DIBEKUKAN,030700,2026-03-24
C000542,1711486565818,79.547.678.1-963.912,PT PRASASTA ANGGRIAWAN,GANG AHMAD YANI NO. 46,BONTANG,31,,+62 (0042) 116-3340,IMPORTIR,,7857421592,2025-04-12,DIBEKUKAN,010100,2026-05-25
C000543,7039395498353,557766421,PERUM UTAMA TBK,JALAN KENDALSARI NO. 74,PEKANBARU,36,,+62 (066) 331-3933,KEDUA-DUANYA,5675385919,0175647642,2025-09-08,AKTIF,050400,2026-04-06
C000544,474984746042,74.253.957.7-981.106,CV HALIMAH (CABANG),JALAN ANTAPANI LAMA NO. 0,BANDA ACEH,36,,(0361) 798-4489,KEDUA-DUANYA,1280816003,5507165010,2025-05-30,AKTIF,050400,2026-05-11
C000545,5933688301160,52.286.085.6-893.396,CV UWAIS HASSANAH,JL. RAYA UJUNGBERUNG NO. 49,BATAM,32,86068,083 587 4485,IMPORTIR,,5867058094,2024-05-04,DIBEKUKAN,050900,2026-04-12
C000546,8136956565666,30.203.046.8-009.167,UD UTAMI (PERSERO) TBK,JL. CIHAMPELAS NO. 7,SUBULUSSALAM,12,22923,+62-124-175-9164,IMPORTIR,,1856170186,2025-03-12,AKTIF,011200,2026-04-03
C000547,3407307177613,96 478 269,CV ZULKARNAIN LATUPONO,GANG DIPATIUKUR NO. 42,TASIKMALAYA,35,65441,0897046400,IMPORTIR,,6506736901,2024-02-09,AKTIF,070500,2026-04-17
C000548,9038240309228X,28.800.316.3-395.278,UD PRASETYA TARIHORAN (PERSERO) TBK (CABANG),GANG MERDEKA NO. 631,SAWAHLUNTO,12,,+62 (049) 133-7094,KEDUA-DUANYA,4746492903,4535916432,2023-04-02,AKTIF,010800,2026-06-01
C000549,0430241935080,47.273.860.2-209.225,UD WASKITA,JALAN PASIR KOJA NO. 107,CIREBON,35,99722,(0262) 163 1577,KEDUA-DUANYA,4803163678,1198630856,2023-09-05,DICABUT,071300,2026-05-21
C000550,276223984742,81.165.349.6-732.472,CV MANULLANG,GANG RAWAMANGUN NO. 2,BINJAI,33,,(015) 743-5513,IMPORTIR,4803163678,2924236882,2025-07-11,AKTIF,060300,2026-05-24
C000551,0372954585835,88.431.925.3-696.612,PUTRA TBK (CABANG),GG. JAMIKA NO. 2,KOTA ADMINISTRASI JAKARTA BARAT,51,47424,(049) 301 6945,KEDUA-DUANYA,3216215975,6152334301,2023-11-12,AKTIF,080100,2026-05-04
C000552,379640497038,30.312.097.0-244.071,CV MUSTOFA ADRIANSYAH TBK (CABANG),JL. SURAPATI NO. 4,BINJAI,35,69718,+62 (96) 724 3470,IMPORTIR,,2012845081,2023-04-22,AKTIF,070100,2026-03-18
C000553,0000000000000,40.185.841.2-348.681,PD RIYANTI TBK,JL. PACUAN KUDA NO. 700,BIMA,91,,+62 (049) 279 1026,KEDUA-DUANYA,9033024239,7728592092,2023-11-20,AKTIF,120300,2026-04-19
C000554,1531234550688,23.446.585.1-497.641,PD PRASETYO (PERSERO) TBK,JL. PHH. MUSTOFA NO. 74,PASURUAN,36,95587,(0428) 906-6904,KEDUA-DUANYA,4803163678,5274245336,2025-12-10,DIBEKUKAN,050400,2026-03-18
C000555,8836956337144,14.086.704.8-998.997,CV SAPTONO NURAINI (PERSERO) TBK,JL. MEDOKAN AYU NO. 74,MOJOKERTO,61,12398,(036) 430-4497,KEDUA-DUANYA,1048560646,2801154677,2023-03-04,AKTIF,090400,2026-05-10
C000556,5159490603562,123306756,PT SURYONO PRAYOGA,JALAN SOEKARNO HATTA NO. 92,,91,02604,(097) 715-7606,EKSPORTIR,6731881912,,2025-09-21,DIBEKUKAN,120300,2026-03-27
C000557,0000000000000,20.143.234.2-565.151,PD SANTOSO ISWAHYUDI (PERSERO) TBK,GANG RAJAWALI BARAT NO. 134,PALOPO,73,16994,(0001) 280-0243,IMPORTIR,,4337756149,2014-02-17,AKTIF,140100,2026-05-12
C000558,9013257044148,18.152.285.3-814.018,UD RAJASA (PERSERO) TBK,GANG IR. H. DJUANDA NO. 77,BAU-BAU,73,96362,+62 (081) 009 8253,IMPORTIR,,2201829004,2024-10-29,DICABUT,140100,2026-04-11
C000559,8438281404624,60.545.447.3-814.366,PD WAHYUDIN WULANDARI TBK,GANG LEMBONG NO. 26,PRABUMULIH,18,50310,+62-436-594-7028,KEDUA-DUANYA,6220452453,6829091607,2024-04-21,AKTIF,030700,2026-03-14
C000560,2811018013805,82.145.015.6-198.348,PD PRADANA TBK,JL. WARINGIN NO. 470,DEPOK,36,12506,+62 (062) 365-9567,KEDUA-DUANYA,2444190865,3974807620,2024-06-02,DIBEKUKAN,050400,2026-04-27
C000561,0000000000000,53.397.574.2-753.305,PD NASYIAH HARIYAH,GANG DIPATIUKUR NO. 287,PASURUAN,35,44471,(0146) 857-4945,EKSPORTIR,4803163678,,2024-10-30,AKTIF,071300,2026-04-12
C000562,5149241009690,02.849.278.1-524.996,PD NASYIAH MAULANA,JL. BKR NO. 152,CIREBON,12,76795,+62 (88) 250-8336,IMPORTIR,,9288240307,2025-03-01,DIBEKUKAN,020300,2026-03-16
C000563,9180250226652,69.666.865.2-823.412,PD MUSTOFA,GANG ERLANGGA NO. 2,BANJAR,12,99446,(0809) 227 3558,KEDUA-DUANYA,9016143806,3388731677,2024-03-21,AKTIF,010800,2026-04-23
C000564,9470281623659,92.341.435.7-714.639,CV MARYADI WAHYUNI TBK,GANG AHMAD DAHLAN NO. 639,PALEMBANG,51,13898,(0977) 298 9872,EKSPORTIR,4803163678,,2025-11-15,AKTIF,080100,2026-04-23
C000565,6853193556429,17.484.993.7-546.183,PD MANSUR,JALAN YOS SUDARSO NO. 5,BANJARMASIN,35,25093,+62 (693) 746 8639,EKSPORTIR,4230374327,,2024-07-10,AKTIF,060100,2026-05-15
C000566,0146715118888,90.188.898.7-053.246,PERUM PERTIWI UYAINAH (PERSERO) TBK,JALAN SETIABUDHI NO. 56,,73,10302,084 055 3728,EKSPORTIR,5317171537,,2023-03-21,AKTIF,140100,2026-06-01
C000567,843905529580,85.412.426.0-066.197,PD PURWANTI TBK,JALAN WARINGIN NO. 230,PEKALONGAN,35,76665,+62 (839) 313-4036,EKSPORTIR,1487427065,,2024-07-18,AKTIF,071300,2026-05-20
C000568,0648133578299,19.274.885.4-951.133,PERUM SANTOSO,JL. DR. DJUNJUNAN NO. 81,JAMBI,51,24249,+62-073-771-5061,IMPORTIR,,6210581687,2024-03-16,AKTIF,090100,2026-05-03
C000569,8779936427379,44.464.152.3-533.738,CV PERTIWI,GG. DR. DJUNJUNAN NO. 5,BANJARBARU,73,38788,+62-0806-490-0288,KEDUA-DUANYA,5108654715,0707216352,2023-06-24,AKTIF,110100,2026-05-16
C000570,6938925291493,60.978.218.5-654.667,UD MANDASARI SANTOSO (PERSERO) TBK,GG. SURYAKENCANA NO. 492,BONTANG,91,35060,+62-73-383-0404,EKSPORTIR,3995264933,,2025-03-11,AKTIF,120300,2026-03-17
C000571,9364076202820,61.314.644.9-909.329,PERUM NASHIRUDDIN MANULLANG TBK,JALAN RAJAWALI TIMUR NO. 096,BATAM,31,92932,(0941) 612-3652,KEDUA-DUANYA,1661741499,0684877863,2023-10-20,AKTIF,040400,2026-05-18
C000572,5622171467418,904756227203189,UD HARYANTO HARYANTI,GG. SURYAKENCANA NO. 52,,35,69344,0893933575,KEDUA-DUANYA,2464712123,4018849212,2023-07-21,AKTIF,060100,2026-03-15
C000573,3825534616950,06.346.257.0-179.345,PD MAHENDRA TBK,GANG PASTEUR NO. 7,PONTIANAK,33,83960,(0445) 825 7423,EKSPORTIR,3662017918,,2025-07-23,AKTIF,050100,2026-05-22
C000574,0000000000000,19.428.962.0-705.408,CV RAHIMAH THAMRIN,GANG KH AMIN JASUTA NO. 591,PALEMBANG,73,06773,(0720) 439-3453,IMPORTIR,,7532339854,2023-01-10,AKTIF,140100,2026-03-20
C000575,2167715009211,01.989.075.9-204.673,UD USADA TBK,JL. SUKAJADI NO. 425,SIBOLGA,35,72625,+62-39-519-4687,EKSPORTIR,0919335168,,2025-08-22,AKTIF,070500,2026-04-06
C000576,1158707914813,77.530.853.2-594.526,PT LESTARI SIHOMBING,JL. KAPTEN MUSLIHAT NO. 33,,12,86354,087 139 5038,IMPORTIR,4803163678,3760114097,2024-12-09,AKTIF,020300,2026-06-02
C000577,3737927490728,00.081.180.3-269.147,PT HARYANTI,JL. PETA NO. 21,PAYAKUMBUH,35,,+62 (433) 665-8193,IMPORTIR,,1271083026,2024-04-11,AKTIF,070500,2026-04-28
C000578,6990413797723,52.615.146.9-840.785,UD PURNAWATI,GG. R.E MARTADINATA NO. 27,BEKASI,73,39308,+62 (09) 667-2162,IMPORTIR,,5582414088,2024-04-15,AKTIF,140100,2026-06-08
C000579,8880697338287,65.703.631.9-692.081,CV WALUYO MAULANA (PERSERO) TBK (CABANG),GANG KH AMIN JASUTA NO. 33,DUMAI,91,77630,+62 (685) 788 4347,EKSPORTIR,9762748218,,2023-08-06,AKTIF,120300,2026-04-21
C000580,6408977953614,00.565.193.0-657.476,PD LESTARI LAILASARI (PERSERO) TBK,GANG HOS. COKROAMINOTO NO. 6,BENGKULU,31,95696,+62 (850) 808 6105,IMPORTIR,,0862770949,2023-09-21,AKTIF,040300,2026-05-15
C000581,7869036184396,68.169.163.9-527.670,PRATAMA LESTARI (CABANG),JALAN AHMAD DAHLAN NO. 743,TEGAL,35,06083,(0265) 284 6159,KEDUA-DUANYA,8304317862,3306153112,2025-06-22,AKTIF,060100,2026-05-04
C000582,3304349481598,65.849.146.6-528.481,PERUM ASTUTI NUGROHO TBK,JL. ANTAPANI LAMA NO. 971,KOTA ADMINISTRASI JAKARTA PUSAT,12,59501,(054) 391 0510,KEDUA-DUANYA,0661268113,4744343026,2024-02-27,AKTIF,010800,2026-05-06
C000583,7175840531886,42.559.333.2-190.519,UD SUARTINI PUTRA TBK,JALAN S. PARMAN NO. 16,TANJUNGPINANG,32,76458,(056) 886-7382,EKSPORTIR,7673179334,,2025-08-04,AKTIF,050900,2026-03-13
C000584,6954217562752,64.007.990.0-114.424,UD MUSTOFA,GANG CIUMBULEUIT NO. 395,PALEMBANG,33,06453,+62 (65) 599-9331,KEDUA-DUANYA,9503754768,1421851444,2024-08-05,AKTIF,060300,2026-04-04
C000585,5280433264445,65.097.414.4-599.996,UD SIREGAR HARTATI,JALAN KUTAI NO. 6,LHOKSEUMAWE,12,,+62 (99) 315 2300,KEDUA-DUANYA,5901484521,1914787353,2023-08-21,AKTIF,010700,2026-05-31
C000586,4151061252060,40.459.610.9-228.277,CV BUDIYANTO IRAWAN (CABANG),GANG CIUMBULEUIT NO. 149,TEGAL,31,28673,+62 (166) 523 4319,EKSPORTIR,6612232687,,2023-06-29,AKTIF,040400,2026-05-12
C000587,6204485157919,59.090.119.1-186.747,PD SAMOSIR YUNIAR (PERSERO) TBK (CABANG),JL. SUKAJADI NO. 2,,12,45875,+62 (0657) 499 8164,KEDUA-DUANYA,8622061413,0422824487,2024-03-21,AKTIF,020300,2026-05-26
C000588,9497397687659,52.302.879.7-111.546,UD WACANA (PERSERO) TBK,JALAN RAWAMANGUN NO. 460,JAMBI,61,,084 624 3143,IMPORTIR,4803163678,2502946246,2025-06-04,AKTIF,090400,2026-05-08
C000589,7055440274124,690965380558934,UD DAMANIK YUNIAR,JL. RAYA SETIABUDHI NO. 3,TARAKAN,73,81835,+62 (603) 411 4625,KEDUA-DUANYA,4803163678,6108076156,2023-11-03,AKTIF,110100,2026-05-31
C000590,5641220310303,61.664.148.3-446.862,PT AGUSTINA,GG. KENDALSARI NO. 9,PALU,73,01455,+62 (412) 809 4930,KEDUA-DUANYA,4803163678,0383414504,2025-05-14,AKTIF,110100,2026-03-20
C000591,5696826069280,39.121.460.9-644.382,PT WIBISONO HARDIANSYAH,JL. SURAPATI NO. 7,SINGKAWANG,35,54352,+62 (534) 009 4674,KEDUA-DUANYA,6385838983,3603030745,2023-02-25,DICABUT,070500,2026-05-03
C000592,108528194659,39.005.981.2-751.067,CV AGUSTINA (PERSERO) TBK,GANG ASTANA ANYAR NO. 69,PARIAMAN,61,25891,080 411 4575,IMPORTIR,,9780037764,2015-06-20,DIBEKUKAN,090400,2026-05-23
C000593,6639792551164X,31.402.979.9-043.675,CV GUNARTO GUNAWAN TBK,JL. VETERAN NO. 3,,33,89430,+62-395-157-4606,KEDUA-DUANYA,3341875043,3171505292,2015-04-03,AKTIF,050100,2026-04-15
C000594,8729276189377,655443181576270,PERUM SIRAIT TBK (CABANG),JALAN RAJAWALI BARAT NO. 7,PEKANBARU,12,,(0808) 312 4653,EKSPORTIR,5714017310,,2025-04-23,AKTIF,010800,2026-03-19
C000595,2135302816506,32.405.201.0-698.844,UD PRAYOGA LATUPONO (PERSERO) TBK,JL. HOS. COKROAMINOTO NO. 76,CIMAHI,31,95799,+62-72-299-5521,IMPORTIR,,8505472609,2025-07-30,AKTIF,040300,2026-06-09
C000596,6938102102518,40.530.165.3-487.616,PERUM NARPATI KUSUMO,GG. MONGINSIDI NO. 514,PANGKALPINANG,35,,+62 (723) 148 8975,IMPORTIR,,7108784147,2025-11-26,AKTIF,070100,2026-03-14
C000597,9502635607778,77.821.688.4-945.812,PT ADRIANSYAH,GG. MEDOKAN AYU NO. 74,BEKASI,35,43599,+62 (596) 841-3892,EKSPORTIR,4803163678,,2024-06-22,AKTIF,060100,2026-05-21
C000598,1305972533249,58.825.044.7-683.202,UD PADMASARI (PERSERO) TBK,GANG R.E MARTADINATA NO. 6,SOLOK,31,39745,088 875 6999,EKSPORTIR,9244016741,,2025-06-13,DIBEKUKAN,010100,2026-04-14
C000599,8467332291248X,622832388,PD ARYANI SUDIATI (PERSERO) TBK,JALAN AHMAD YANI NO. 0,PADANG,31,01753,+62-85-692-0283,EKSPORTIR,4803163678,,2023-11-28,AKTIF,040400,2026-04-29
C000600,5422054872912,76.516.672.9-411.458,PERUM SITORUS YULIANTI (PERSERO) TBK,GG. H.J MAEMUNAH NO. 387,SUNGAI PENUH,51,59422,+62 (287) 675 6673,IMPORTIR,,7062615811,2024-03-17,AKTIF,090100,2026-03-27
C000601,8823234533566,65.828.165.2-792.779,UD SURYONO (PERSERO) TBK,GG. SURYAKENCANA NO. 02,SORONG,32,13788,+62 (058) 417-1479,EKSPORTIR,4803163678,,2024-09-13,AKTIF,050900,2026-04-03
C000602,0319711170878X,95.144.156.3-526.340,UD NOVITASARI KUSMAWATI,JALAN GEDEBAGE SELATAN NO. 511,BOGOR,12,41022,(085) 199 0765,EKSPORTIR,7634557387,,2025-08-08,DICABUT,011200,2026-05-20
C000603,4982474140703,36.845.607.1-054.500,PERUM NURDIYANTI,JALAN GEDEBAGE SELATAN NO. 8,BANDA ACEH,12,33971,+62 (052) 035-0836,KEDUA-DUANYA,4217500568,2322364454,2023-10-10,AKTIF,010800,2026-04-16
C000604,4272477115787,71 122 468,PERUM HASANAH LESTARI TBK,GANG CIKUTRA TIMUR NO. 877,,16,98189,086 067 8449,IMPORTIR,,9778230123,2024-03-09,AKTIF,030100,2026-04-27
C000605,2310109459751,31.031.111.2-010.862,UD OKTAVIANI MANDALA (PERSERO) TBK,JL. KIARACONDONG NO. 89,MADIUN,36,43172,(041) 135-8927,IMPORTIR,,5395249214,2024-08-14,AKTIF,050400,2026-03-21
C000606,0700227962445,23.453.517.4-971.200,PT HARTATI,GANG SUNIARAJA NO. 34,KOTAMOBAGU,31,69390,+62-06-982-1929,EKSPORTIR,9667249806,,2025-05-10,DICABUT,010100,2026-06-10
C000607,2532676992427,60.940.242.9-955.726,PD NARPATI JANUAR,JALAN KH AMIN JASUTA NO. 38,KENDARI,73,55398,+62-024-507-6248,KEDUA-DUANYA,3937964564,9514827506,2024-01-09,AKTIF,140100,2026-06-02
C000608,2757940740337,96 749 199,UD TARIHORAN,GG. KH AMIN JASUTA NO. 972,TEGAL,32,02446,(044) 998 1595,KEDUA-DUANYA,1212389970,4108864304,2024-04-13,AKTIF,050900,2026-04-11
C000609,3678377701436,88.249.313.9-377.484,PERUM LAKSITA (PERSERO) TBK,JALAN PETA NO. 455,BOGOR,35,36231,+62 (077) 434-0219,EKSPORTIR,9887034483,,2024-07-08,AKTIF,070500,2026-04-12
C000610,0000000000000,69 910 805,PT MARBUN,JL. MERDEKA NO. 8,MANADO,35,,(0020) 634-8323,EKSPORTIR,4803163678,,2023-11-06,AKTIF,070100,2026-03-24
C000611,8817561095834,69.740.245.5-953.610,UD UTAMI TBK,GANG KH AMIN JASUTA NO. 790,PALEMBANG,12,,+62 (0863) 415-2138,KEDUA-DUANYA,3273093361,9672989422,2024-09-08,DICABUT,020300,2026-05-31
C000612,0762914304913,38.121.017.3-528.831,PD PURNAWATI (PERSERO) TBK,JL. JOYOBOYO NO. 596,TOMOHON,51,89843,(074) 171-4485,EKSPORTIR,1479945955,,2023-09-29,AKTIF,080100,2026-05-21
C000613,1840708737116,09.501.262.1-249.373,UD HARYANTI TBK,GG. AHMAD YANI NO. 486,JAMBI,31,,+62-71-384-5684,IMPORTIR,,0022559194,2025-11-07,AKTIF,040400,2026-06-07
C000614,1014602353596,65.166.522.9-015.099,PD NASYIAH PRAKASA,GG. SADANG SERANG NO. 418,SINGKAWANG,61,57802,+62 (861) 624-8438,EKSPORTIR,4803163678,,2024-11-20,AKTIF,090400,2026-05-02
C000615,1280489578316,75.472.586.2-172.252,PERUM WINARSIH MANDALA TBK,GG. OTTO ISKANDARDINATA NO. 18,SUNGAI PENUH,31,16877,089 330 4498,EKSPORTIR,0013126073,,2025-11-04,AKTIF,010100,2026-03-25
C000616,4837441715810X,32928O66OI3O3O2,PERUM WIJAYA,GG. LASWI NO. 106,SORONG,73,09819,+62 (089) 581 2386,EKSPORTIR,4431211568,,2023-06-28,DIBEKUKAN,140100,2026-03-28
C000617,0000000000000,45.486.410.8-941.249,PD ANGGRAINI WACANA,GANG KUTISARI SELATAN NO. 29,TANGERANG,33,92342,(0397) 960 0860,EKSPORTIR,6838590915,,2024-02-07,AKTIF,050100,2026-05-29
C000618,3155516517680,210444338193374,PT MANDALA,GANG MERDEKA NO. 135,,35,40104,(0804) 990-3326,IMPORTIR,,6279444468,2024-04-10,AKTIF,070500,2026-04-06
C000619,7094522536147,52.845.558.4-168.547,PERUM SAPUTRA HABIBI (PERSERO) TBK (CABANG),GANG KUTISARI SELATAN NO. 71,BUKITTINGGI,35,11162,+62-125-177-6983,IMPORTIR,,5175495966,2024-03-27,AKTIF,060100,2026-04-09
C000620,9685199076515,18.026.877.3-336.033,PT HASSANAH SUDIATI (PERSERO) TBK,GANG ASIA AFRIKA NO. 559,TERNATE,32,99493,(071) 390-8850,EKSPORTIR,8160636077,,2025-08-26,DICABUT,050900,2026-03-31
C000621,0093738033837,15.894.204.2-500.579,CV SUWARNO (PERSERO) TBK,GANG KUTAI NO. 15,SURAKARTA,31,94617,085 424 0128,KEDUA-DUANYA,7348221467,6743343389,2023-04-03,AKTIF,040300,2026-03-19
C000622,3863997546823,64.347.485.3-123.132,PT NASYIDAH UTAMA,JL. M.T HARYONO NO. 25,,21,63948,+62 (73) 154-2125,EKSPORTIR,0454440848,,2024-10-04,AKTIF,020400,2026-04-03
C000623,4072524082416,72.614.328.1-773.351,UD FUJIATI TBK,JALAN PASIRKOJA NO. 448,,51,17572,088 706 5702,KEDUA-DUANYA,5778263531,7609812977,2024-08-25,AKTIF,090100,2026-05-26
