GR_ID,NIB,NPWP,NAMA,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT,KELURAHAN,DAERAH_ID,KODE_POS,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,KODE_KANTOR,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,ID_PERUSAHAAN,TGL_PERUBAHAN_NIB,TGL_TERBIT_NIB,TGL_SYNC_OSS,STATUS_NIB,SOURCE,MATCH_TYPE,SOURCE_COUNT,N_CONFLICTS,IS_OUT_OF_SYNC,IS_STALE,HIGH_SYNC_LAG,IS_LOGICAL_CONFLICT_NIPER,CREATED_AT
GR001165,1257804737198,90.657.641.5-770.957,PERUM NAMAGA SETIAWAN (PERSERO) TBK,PERUM,Perum,Belum Berbadan Hukum,Dibekukan,Jalan Kutai No. 9,,91,49326.0,Y,Y,API-P,120300.0,62299835570.0,IMPORTIR,,978862781.0,C001661,2025-03-01,2025-03-01,2026-04-13,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,False,2026-06-12 00:42:58
GR001166,8839039799783,86.216.082.5-023.243,UD BUDIYANTO ARDIANTO,,UD,Belum Berbadan Hukum,Tidak Aktif,Gg. Bangka Raya No. 2,DEPOK,73,74225.0,Y,N,API-P,140100.0,62424130389.0,IMPORTIR,,7855917297.0,C002295,2023-06-15,2023-06-15,2026-05-31,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:58
GR001167,2506668606734,63.427.482.1-891.304,PD MAYASARI LESTARI (PERSERO) TBK,,CV,Berbadan Hukum,Dibekukan,Jl. Cihampelas No. 8,BANJARMASIN,51,84168.0,N,N,,80100.0,62726183284.0,IMPORTIR,,621169743.0,C002238,2023-07-02,2023-07-02,2026-05-26,DIBEKUKAN,MATCHED,EXACT_NIB,2,1,False,True,False,False,2026-06-12 00:42:58
GR001168,3963994959403,71.576.356.5-806.761,PERUM WIBISONO (PERSERO) TBK,PERUM,Firma,Belum Berbadan Hukum,Dibekukan,Gg. Jakarta No. 610,SAMARINDA,12,61662.0,N,N,,10800.0,625637883964.0,KEDUA-DUANYA,299040570.0,4935581725.0,C004120,2024-02-11,2024-02-11,2026-06-02,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:58
GR001169,3002102736632,44.753.399.7-209.737,PT ANDRIANI,PT,CV,Belum Berbadan Hukum,Dibekukan,Gang Cihampelas No. 8,KOTA ADMINISTRASI JAKARTA UTARA,31,78655.0,Y,N,API-U,40400.0,62391121447.0,EKSPORTIR,9486817586.0,,C003366,2024-07-02,2024-07-02,2026-05-27,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:58
GR001170,1660191090488,55.405.737.0-765.452,PD THAMRIN (PERSERO) TBK,PD,Firma,Belum Berbadan Hukum,Tidak Aktif,Gang Bangka Raya No. 00,MEULABOH,35,58682.0,Y,Y,API-P,60100.0,6276045650.0,EKSPORTIR,480510663.0,,C002008,2025-08-18,2025-08-18,2026-05-14,AKTIF,MATCHED,EXACT_NIB,2,0,False,False,False,False,2026-06-12 00:42:58
GR001171,4176090937164,98.724.672.5-653.972,PT TAMBA (PERSERO) TBK,PT,Firma,Belum Berbadan Hukum,Tidak Aktif,Gang Pasir Koja No. 12,KOTA ADMINISTRASI JAKARTA PUSAT,35,41899.0,Y,Y,API-U,70500.0,625796514946.0,IMPORTIR,,2456259956.0,C003703,2024-07-10,2024-07-10,2026-05-05,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001172,4473387805289,03.675.339.6-447.353,UD ARDIANTO MEGANTARA (PERSERO) TBK,UD,UD,Belum Berbadan Hukum,Dibekukan,Gang Asia Afrika No. 3,PAREPARE,12,17036.0,Y,N,API-P,20300.0,62861208858.0,KEDUA-DUANYA,4803163678.0,5069891054.0,C000994,2025-06-25,2025-06-25,2026-05-22,AKTIF,MATCHED,EXACT_NIB,2,1,False,False,False,True,2026-06-12 00:42:58
GR001173,8837434509685,79.219.515.0-404.161,PT OKTAVIANI SALAHUDIN,PT,PT,Berbadan Hukum,Aktif,Jl. Monginsidi No. 6,CIREBON,33,50898.0,N,Y,,60300.0,62145610925.0,EKSPORTIR,2890538780.0,,C004914,2014-11-13,2014-11-13,2026-06-06,DIBEKUKAN,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:58
GR001174,6469243435486,76.337.181.1-191.839,PT SUDIATI SETIAWAN,PT,Perum,Berbadan Hukum,Aktif,Gg. Otto Iskandardinata No. 0,,35,97979.0,N,N,,70100.0,628313129785.0,IMPORTIR,,1003025502.0,C000020,2023-05-11,2023-05-11,2026-04-30,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001175,3546946604903,61.412.265.7-282.470,CV SAPUTRA SIRAIT (PERSERO) TBK,CV,Perum,Berbadan Hukum,Aktif,Jl. Siliwangi No. 94,LANGSA,16,,Y,Y,API-U,30100.0,62288815744.0,EKSPORTIR,7040523932.0,,C004214,2023-08-26,2023-08-26,2026-03-21,DIBEKUKAN,MATCHED,EXACT_NIB,2,1,False,True,True,False,2026-06-12 00:42:58
GR001176,0965586819004,15.321.533.9-226.220,UD MELANI BUDIMAN TBK,,CV,Belum Berbadan Hukum,Dibekukan,Gg. Tebet Barat Dalam No. 598,BOGOR,35,,N,N,,60100.0,623368602040.0,KEDUA-DUANYA,3056084844.0,685002108.0,C002790,2023-01-03,2023-01-03,2026-04-13,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:58
GR001177,5500295738010,08.188.876.4-830.362,PT PRADIPTA ISWAHYUDI,,Firma,Berbadan Hukum,Tidak Aktif,Gg. M.T Haryono No. 90,DEPOK,18,20319.0,Y,Y,API-U,30700.0,62801168218.0,KEDUA-DUANYA,3613361439.0,5992653053.0,C001699,2024-08-27,2024-08-27,2026-04-03,DICABUT,MATCHED,EXACT_NIB,2,2,True,True,True,False,2026-06-12 00:42:58
GR001178,0285071961293,26.832.143.1-780.199,PERUM SIMANJUNTAK YUNIAR,PERUM,CV,Berbadan Hukum,Aktif,Jalan Joyoboyo No. 23,CIMAHI,12,,N,N,,10700.0,62379736789.0,KEDUA-DUANYA,4803163678.0,1988377569.0,C000428,2023-03-26,2023-03-26,2026-06-11,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,False,True,2026-06-12 00:42:58
GR001179,3717758856274,69.007.397.6-108.069,CV HARYANTI TBK,CV,CV,Berbadan Hukum,Dibekukan,Jalan Dipenogoro No. 30,PADANG,31,93151.0,Y,Y,API-P,40400.0,628237801618.0,EKSPORTIR,9970438594.0,,C004232,2023-05-02,2023-05-02,2026-03-25,DICABUT,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001180,5165712118601,69.083.920.1-683.747,PD NAMAGA,PD,CV,Berbadan Hukum,Aktif,Jalan Sukabumi No. 59,PADANGPANJANG,33,62327.0,Y,N,API-U,50100.0,62715241050.0,EKSPORTIR,4803163678.0,,C003359,2025-01-01,2025-01-01,2026-05-17,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,False,True,2026-06-12 00:42:58
GR001181,7920623145968,84.704.517.9-866.835,CV YOLANDA KUSMAWATI,CV,PT,Belum Berbadan Hukum,Dibekukan,Jalan Jakarta No. 379,BANDUNG,35,54870.0,Y,Y,API-P,70100.0,621515681914.0,EKSPORTIR,6329446287.0,,C004319,2024-08-13,2024-08-13,2026-04-26,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001182,8346954495060,75.696.831.5-848.930,PD MULYANI HARYANTO,PD,CV,Belum Berbadan Hukum,Tidak Aktif,Gg. Yos Sudarso No. 0,MEDAN,32,26838.0,Y,N,API-P,50900.0,62347633475.0,KEDUA-DUANYA,8663375212.0,2132104216.0,C002303,2025-03-26,2025-03-26,2026-03-20,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,True,True,2026-06-12 00:42:58
GR001183,9859074294142,85.633.673.0-297.635,PERUM MULYANI TBK,PERUM,Perum,Belum Berbadan Hukum,Aktif,Jl. Jakarta No. 761,,21,12190.0,N,N,,20400.0,62885505920.0,IMPORTIR,,3258533389.0,C001824,2024-01-26,2024-01-26,2026-06-02,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,False,2026-06-12 00:42:58
GR001184,6297611662866,01.786.194.4-611.534,PD MAULANA RAHMAWATI,PD,Perum,Belum Berbadan Hukum,Tidak Aktif,Jalan Merdeka No. 86,SIBOLGA,33,,N,Y,,50100.0,62642725160.0,IMPORTIR,,8912898191.0,C000954,2023-09-13,2023-09-13,2026-05-12,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001185,7740215723125,18.280.183.3-348.155,UD HARYANTI MELANI TBK,UD,PT,Berbadan Hukum,Dibekukan,Gg. Setiabudhi No. 7,PASURUAN,12,31231.0,N,N,,11200.0,629020356379.0,KEDUA-DUANYA,6646228665.0,6111094740.0,C004117,2025-12-06,2025-12-06,2026-03-16,DIBEKUKAN,MATCHED,EXACT_NIB,2,1,False,False,True,True,2026-06-12 00:42:58
GR001186,6172150520535,25.785.089.3-736.121,UD SIREGAR (PERSERO) TBK,,Firma,Belum Berbadan Hukum,Aktif,Jalan Setiabudhi No. 187,PEMATANGSIANTAR,32,44045.0,N,N,,50900.0,62142515324.0,KEDUA-DUANYA,2662456780.0,8356954729.0,C004404,2024-04-15,2024-04-15,2026-03-21,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:58
GR001187,0210912944314,89.656.817.1-287.882,PT HUTAGALUNG SARAGIH,,UD,Berbadan Hukum,Tidak Aktif,Gang Cikapayang No. 1,KEDIRI,31,,N,Y,,10100.0,629545507588.0,KEDUA-DUANYA,9881196589.0,8684199370.0,C004307,2025-08-11,2025-08-11,2026-05-31,DIBEKUKAN,MATCHED,EXACT_NIB,2,1,False,False,False,False,2026-06-12 00:42:58
GR001188,8240211682313,62.637.962.9-886.697,UD UTAMI,UD,PT,Berbadan Hukum,Dibekukan,Jl. Indragiri No. 7,SOLOK,33,80234.0,Y,N,API-U,60300.0,626991071072.0,EKSPORTIR,7021258400.0,,C002634,2023-11-05,2023-11-05,2026-04-07,DIBEKUKAN,MATCHED,EXACT_NIB,2,2,False,True,True,True,2026-06-12 00:42:58
GR001189,6578963558774,99.966.891.5-887.130,UD ARYANI TBK,UD,UD,Berbadan Hukum,Aktif,Gang Joyoboyo No. 03,TEBINGTINGGI,16,40163.0,Y,N,API-P,30100.0,6279013198.0,EKSPORTIR,3561357160.0,,C003010,2023-11-02,2023-11-02,2026-03-27,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,True,True,2026-06-12 00:42:58
GR001190,2253511788280,42.047.255.4-344.374,PERUM SIMANJUNTAK KUSWANDARI,,CV,Berbadan Hukum,Tidak Aktif,Jalan Gedebage Selatan No. 97,,51,92731.0,Y,N,API-P,90100.0,62612681182.0,EKSPORTIR,783649612.0,,C001543,2025-03-23,2025-03-23,2026-04-12,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:58
GR001191,6082887458712,07.640.483.5-212.073,PERUM PRANOWO FIRGANTORO (PERSERO) TBK,PERUM,UD,Belum Berbadan Hukum,Dibekukan,Gang Kapten Muslihat No. 23,,91,16518.0,Y,Y,API-P,120300.0,62824343581.0,IMPORTIR,,7044913242.0,C004054,2023-07-30,2023-07-30,2026-06-10,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,False,False,2026-06-12 00:42:58
GR001192,2621074144301,01.824.396.1-284.944,UD NASYIAH (PERSERO) TBK,UD,CV,Belum Berbadan Hukum,Tidak Aktif,Jalan Rawamangun No. 446,TARAKAN,12,62159.0,N,N,,10800.0,62970710202.0,KEDUA-DUANYA,6028505558.0,8083424410.0,C000509,2025-08-02,2025-08-02,2026-06-04,AKTIF,MATCHED,EXACT_NIB,2,1,False,False,False,True,2026-06-12 00:42:58
GR001193,3199711533349,57.168.637.6-862.630,PERUM SURYONO (PERSERO) TBK,,PT,Berbadan Hukum,Dibekukan,Jalan W.R. Supratman No. 705,CILEGON,18,,Y,Y,API-U,30700.0,62536256654.0,KEDUA-DUANYA,6086753621.0,875677507.0,C000329,2024-09-11,2024-09-11,2026-04-26,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001194,9758586188817,65.413.054.2-118.375,UD JANUAR,UD,UD,Belum Berbadan Hukum,Aktif,Gang Otto Iskandardinata No. 60,SABANG,51,77402.0,Y,N,API-P,80100.0,62550560572.0,EKSPORTIR,2997331669.0,,C001345,2025-06-14,2025-06-14,2026-04-28,DICABUT,MATCHED,EXACT_NIB,2,2,False,False,True,True,2026-06-12 00:42:58
GR001195,2749033122239,41.270.570.0-951.900,PERUM WASKITA SUWARNO,PERUM,Perum,Berbadan Hukum,Dibekukan,Jl. Jakarta No. 50,,18,18366.0,Y,Y,API-P,30700.0,62294959141.0,IMPORTIR,,6467763025.0,C004014,2024-10-01,2024-10-01,2026-05-10,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,False,2026-06-12 00:42:58
GR001196,8368747774070,28.412.394.6-880.780,PD MAHESWARA RAHIMAH TBK,PD,PT,Berbadan Hukum,Dibekukan,Gang Ciumbuleuit No. 256,KOTA ADMINISTRASI JAKARTA UTARA,21,,N,N,,20400.0,628938448235.0,EKSPORTIR,4794958081.0,,C003950,2025-02-12,2025-02-12,2026-03-30,DICABUT,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:58
GR001197,7264393304596,72.170.678.0-921.411,UD MARYADI,,PT,Belum Berbadan Hukum,Dibekukan,Gang Gedebage Selatan No. 40,JAMBI,21,51746.0,N,N,,20100.0,62878622061.0,KEDUA-DUANYA,6348277640.0,5623895052.0,C004497,2024-04-19,2024-04-19,2026-05-17,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:58
GR001198,4358498118465,12.157.990.4-185.121,PD SAMOSIR (PERSERO) TBK,PD,CV,Belum Berbadan Hukum,Dibekukan,Jl. M.H Thamrin No. 37,METRO,31,19956.0,N,Y,,10100.0,62543731676.0,KEDUA-DUANYA,7196052882.0,347465931.0,C001276,2025-08-28,2025-08-28,2026-05-09,AKTIF,MATCHED,EXACT_NIB,2,0,False,False,True,False,2026-06-12 00:42:58
GR001199,5861341749195,28.793.833.8-024.982,UD SAEFULLAH TBK,UD,CV,Belum Berbadan Hukum,Tidak Aktif,Gang Phh. Mustofa No. 3,MANADO,35,14978.0,N,Y,,70500.0,629764203722.0,EKSPORTIR,1852369989.0,,C004820,2024-01-29,2024-01-29,2026-05-10,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001200,7615001113915,39.538.990.0-315.289,PERUM SIMANJUNTAK PRABOWO (PERSERO) TBK,PERUM,Firma,Belum Berbadan Hukum,Dibekukan,Gg. Antapani Lama No. 5,KOTA ADMINISTRASI JAKARTA BARAT,73,,Y,Y,API-P,140100.0,626697917837.0,EKSPORTIR,7499492755.0,,C002803,2023-06-02,2023-06-02,2026-03-25,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001201,9610237264320,46.521.817.6-581.579,PD NASYIDAH ZULKARNAIN (PERSERO) TBK,PD,Firma,Belum Berbadan Hukum,Aktif,Gg. M.H Thamrin No. 871,SINGKAWANG,18,85642.0,Y,N,API-P,30700.0,624889206125.0,KEDUA-DUANYA,4803163678.0,7938796558.0,C003746,2025-01-11,2025-01-11,2026-05-30,DICABUT,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:58
GR001202,3277011549177,26.640.827.2-747.856,PD HABIBI TBK,PD,UD,Belum Berbadan Hukum,Tidak Aktif,Gg. Indragiri No. 3,TEBINGTINGGI,16,54230.0,Y,N,API-P,30100.0,6225353965.0,EKSPORTIR,4803163678.0,,C001723,2023-05-09,2023-05-09,2026-04-13,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:58
GR001203,4587669494715,45.862.643.3-281.874,CV DONGORAN TBK,CV,Firma,Berbadan Hukum,Dibekukan,Jalan Dr. Djunjunan No. 14,TERNATE,18,,N,Y,,30700.0,62184820185.0,EKSPORTIR,8931282847.0,,C003194,2024-06-02,2024-06-02,2026-05-15,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,False,2026-06-12 00:42:58
GR001204,7729084896539,33.340.898.0-242.451,PERUM MEGANTARA MAHENDRA,PERUM,Firma,Berbadan Hukum,Tidak Aktif,Gg. Bkr No. 539,DENPASAR,61,,N,N,,90400.0,62829196988.0,IMPORTIR,4803163678.0,8548878160.0,C000386,2025-02-06,2025-02-06,2026-04-14,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,True,True,2026-06-12 00:42:58
GR001205,8569329136964,94.537.043.4-830.799,PERUM GUNAWAN,PERUM,CV,Belum Berbadan Hukum,Aktif,Jl. Pasir Koja No. 4,JAYAPURA,31,33252.0,N,Y,,10100.0,62165762857.0,EKSPORTIR,3116089709.0,,C001963,2024-07-16,2024-07-16,2026-04-21,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001206,3240510265838,57.646.595.6-210.206,PT PRABOWO MANULLANG (PERSERO) TBK,PT,Perum,Belum Berbadan Hukum,Dibekukan,Gang Tebet Barat Dalam No. 52,,12,86449.0,N,N,,10800.0,625075808599.0,KEDUA-DUANYA,4803163678.0,5221112454.0,C002453,2024-06-29,2024-06-29,2026-04-20,DICABUT,MATCHED,EXACT_NIB,2,2,True,True,True,True,2026-06-12 00:42:58
GR001207,6603327399741,42.608.150.0-725.977,PD ARDIANTO NATSIR TBK,PD,PT,Berbadan Hukum,Aktif,Jalan Pasteur No. 095,,35,73498.0,N,Y,,71300.0,625554320546.0,EKSPORTIR,4495069588.0,,C004866,2024-01-02,2024-01-02,2026-05-27,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:58
GR001208,4789350526027,03.743.413.8-481.342,UD PRAYOGA UYAINAH,,PT,Belum Berbadan Hukum,Aktif,Gang Rajawali Barat No. 475,KOTA ADMINISTRASI JAKARTA BARAT,16,95247.0,N,Y,,30100.0,626370361622.0,EKSPORTIR,8839682869.0,,C002524,2023-11-24,2023-11-24,2026-05-03,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,False,2026-06-12 00:42:58
GR001209,6139123774599,66.988.304.1-716.754,PD FUJIATI TBK,,Perum,Belum Berbadan Hukum,Aktif,Jalan Stasiun Wonokromo No. 6,TUAL,35,32436.0,Y,N,API-P,60100.0,625150913182.0,KEDUA-DUANYA,2699334189.0,5722074042.0,C003378,2025-10-31,2025-10-31,2026-05-15,AKTIF,MATCHED,EXACT_NIB,2,1,False,False,False,True,2026-06-12 00:42:58
GR001210,8478483034857,27.443.952.5-675.291,PERUM ARYANI (PERSERO) TBK,PERUM,Firma,Berbadan Hukum,Tidak Aktif,Jalan Suniaraja No. 8,,31,93998.0,Y,Y,API-P,40400.0,62708553166.0,EKSPORTIR,7971536290.0,,C000343,2025-11-18,2025-11-18,2026-06-05,AKTIF,MATCHED,EXACT_NIB,2,0,False,False,False,False,2026-06-12 00:42:58
GR001211,0788364316785,95.639.514.4-970.267,PD KUSWOYO,PD,UD,Berbadan Hukum,Aktif,Jl. Dipenogoro No. 83,BEKASI,12,30737.0,Y,Y,API-P,10700.0,62411956958.0,KEDUA-DUANYA,7426560800.0,1412973543.0,C003584,2024-01-17,2024-01-17,2026-05-07,DICABUT,MATCHED,EXACT_NIB,2,1,False,True,True,False,2026-06-12 00:42:58
GR001212,9663309235654,00.250.030.7-611.658,PT MUSTOFA MAHESWARA,PT,Firma,Berbadan Hukum,Aktif,Jalan Kutai No. 76,MADIUN,51,29264.0,Y,N,API-P,80100.0,625711260877.0,EKSPORTIR,1318339093.0,,C004040,2024-03-02,2024-03-02,2026-03-25,DICABUT,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:58
GR001213,0930548473857,96.844.497.9-457.906,PD WINARNO SIREGAR,,Firma,Belum Berbadan Hukum,Aktif,Gg. Cihampelas No. 0,TANGERANG SELATAN,35,35391.0,Y,N,API-P,60100.0,624133224577.0,KEDUA-DUANYA,4803163678.0,6667204420.0,C002659,2025-02-06,2025-02-06,2026-04-15,DICABUT,MATCHED,EXACT_NIB,2,2,True,True,True,True,2026-06-12 00:42:58
GR001214,7238264295185,23.891.371.5-662.478,PT WIBISONO,PT,UD,Berbadan Hukum,Tidak Aktif,Gg. Joyoboyo No. 163,TEGAL,91,13334.0,N,N,,120300.0,626418162309.0,IMPORTIR,,1876825119.0,C001755,2023-03-26,2023-03-26,2026-05-15,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:58
GR001215,1969544876150,90.780.301.8-567.288,CV KUSMAWATI TBK,CV,PT,Berbadan Hukum,Dibekukan,Gg. Jayawijaya No. 409,BEKASI,51,16793.0,Y,N,API-P,80100.0,622046233064.0,EKSPORTIR,1142515019.0,,C004093,2024-08-13,2024-08-13,2026-06-06,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:58
GR001216,3507695559355,65.523.079.0-519.774,PT RAMADAN,PT,Perum,Belum Berbadan Hukum,Tidak Aktif,Gg. Antapani Lama No. 99,,31,,Y,N,API-U,40400.0,62166189831.0,EKSPORTIR,7785900125.0,,C002393,2025-07-04,2025-07-04,2026-04-30,AKTIF,MATCHED,EXACT_NIB,2,1,False,False,True,True,2026-06-12 00:42:58
GR001217,7745925412387,18.871.295.9-831.830,PD LAZUARDI WASKITA (PERSERO) TBK,PD,UD,Belum Berbadan Hukum,Dibekukan,Jl. Phh. Mustofa No. 134,,51,20353.0,N,N,,90100.0,627538029991.0,EKSPORTIR,4803163678.0,,C001571,2023-02-04,2023-02-04,2026-03-15,AKTIF,MATCHED,EXACT_NIB,2,3,False,True,True,True,2026-06-12 00:42:58
GR001218,5594849674166,16.202.694.9-349.807,PD HALIM,,PT,Berbadan Hukum,Tidak Aktif,Gg. Kutai No. 386,BAU-BAU,16,71171.0,N,N,,30100.0,62446416166.0,EKSPORTIR,1503343143.0,,C000103,2024-03-28,2024-03-28,2026-05-27,AKTIF,MATCHED,EXACT_NIB,2,2,False,True,False,True,2026-06-12 00:42:58
GR001219,0767490641227,18.695.494.6-369.202,CV JANUAR PADMASARI,CV,Firma,Berbadan Hukum,Dibekukan,Jl. Rajawali Barat No. 02,KUPANG,61,12874.0,Y,Y,API-P,90400.0,62389419942.0,KEDUA-DUANYA,842668323.0,8198054248.0,C003742,2024-07-19,2024-07-19,2026-06-11,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,False,2026-06-12 00:42:58
GR001220,0054558345595,46.945.445.2-981.125,CV LAKSITA (PERSERO) TBK,CV,Firma,Belum Berbadan Hukum,Dibekukan,Gang Monginsidi No. 76,PAGARALAM,16,91381.0,Y,N,API-U,30100.0,62712360985.0,KEDUA-DUANYA,3402490418.0,3164610604.0,C004785,2025-04-29,2025-04-29,2026-03-24,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:58
GR001221,9504910860431,60.090.379.5-696.482,PD SIHOMBING,PD,CV,Berbadan Hukum,Dibekukan,Jalan Joyoboyo No. 23,BITUNG,35,40131.0,N,N,,70500.0,62844652488.0,IMPORTIR,,2132913760.0,C000531,2024-04-19,2024-04-19,2026-04-05,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001222,0931608988850,11.034.377.5-809.780,CV SITOMPUL (PERSERO) TBK,,PT,Berbadan Hukum,Tidak Aktif,Jalan Sukajadi No. 684,MAKASSAR,35,52741.0,Y,N,API-U,70500.0,621794405914.0,KEDUA-DUANYA,4803163678.0,4179785567.0,C003148,2023-12-21,2023-12-21,2026-05-15,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:58
GR001223,0093339637902,00.681.685.3-556.573,CV USADA,CV,UD,Berbadan Hukum,Dibekukan,Gang Cikutra Timur No. 7,,73,66948.0,N,Y,,110100.0,623468939185.0,EKSPORTIR,1573255481.0,,C000922,2025-12-26,2025-12-26,2026-04-22,AKTIF,MATCHED,EXACT_NIB,2,0,False,False,True,False,2026-06-12 00:42:58
GR001224,4781676634208,29.306.524.1-190.301,PT DABUKKE UWAIS,PT,Perum,Belum Berbadan Hukum,Tidak Aktif,Gang Cihampelas No. 63,,73,22717.0,N,N,,140100.0,62841985538.0,IMPORTIR,4803163678.0,3500889257.0,C001726,2023-11-01,2023-11-01,2026-05-31,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,False,True,2026-06-12 00:42:58
GR001225,4047832796637,76.803.666.5-530.095,PD WASKITA MANSUR,PD,Perum,Belum Berbadan Hukum,Tidak Aktif,Gang Astana Anyar No. 60,BANDA ACEH,91,14413.0,N,Y,,120300.0,62258368314.0,EKSPORTIR,8560454477.0,,C004239,2024-09-29,2024-09-29,2026-06-10,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,False,False,2026-06-12 00:42:58
GR001226,1446939953155,55.413.318.2-200.629,PD MELANI,PD,Perum,Berbadan Hukum,Dibekukan,Gg. Cihampelas No. 8,BIMA,12,,Y,N,API-U,10700.0,621896830219.0,EKSPORTIR,4709175112.0,,C004149,2024-07-03,2024-07-03,2026-03-25,AKTIF,MATCHED,EXACT_NIB,2,1,False,True,True,True,2026-06-12 00:42:58
GR001227,6681182292324,49.573.502.2-190.924,UD JANUAR,,CV,Berbadan Hukum,Tidak Aktif,Jl. Abdul Muis No. 62,PEKALONGAN,31,15223.0,Y,N,API-P,40300.0,621048689063.0,IMPORTIR,,3853439604.0,C001548,2023-04-20,2023-04-20,2026-04-17,DICABUT,MATCHED,EXACT_NIB,2,1,False,True,True,False,2026-06-12 00:42:58
GR001228,1386748578304,42.335.598.6-702.819,PERUM MAULANA NAJMUDIN,PERUM,Perum,Belum Berbadan Hukum,Tidak Aktif,Gg. Antapani Lama No. 4,,12,83599.0,N,N,,11200.0,627997605200.0,IMPORTIR,,1393405458.0,C004943,2023-01-05,2023-01-05,2026-05-12,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001229,8674715203519,11.585.994.8-355.686,UD HANDAYANI MAULANA,UD,Perum,Belum Berbadan Hukum,Dibekukan,Jl. Bangka Raya No. 15,,91,97830.0,Y,Y,API-P,120300.0,621535338447.0,EKSPORTIR,1039068752.0,,C003272,2024-04-27,2024-04-27,2026-03-28,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
GR001230,8508143229876,52.727.209.2-874.501,PERUM BUDIYANTO HIDAYANTO,PERUM,CV,Berbadan Hukum,Aktif,Jalan Wonoayu No. 53,BATU,91,28144.0,Y,Y,API-P,120300.0,62855614205.0,KEDUA-DUANYA,2977857051.0,4622924819.0,C004191,2023-01-04,2023-01-04,2026-03-16,AKTIF,MATCHED,EXACT_NIB,2,0,False,True,True,False,2026-06-12 00:42:58
